SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC70073,..,70,164,23,11,7,0,0,0,288,..,14,65,54,46,36,25,8,3,259,5,12,23,7,3,8,3,0,0,52,216,285,824,314,243,165,73,23,8,2157,..,33,463,356,227,196,94,10,7,1387,..,113,442,94,80,51,8,0,0,794,..,3,10,24,21,20,3,0,0,88,444,..,..,..,..,..,..,..,..,444,..,49,..,..,..,..,..,..,..,49,..,34,32,9,0,0,0,0,0,79,..,34,42,9,10,9,7,0,0,111,..,45,121,7,13,3,0,0,0,188,..,151,353,58,32,22,4,0,0,620,..,55,233,166,173,145,62,17,7,865,9,22,46,25,21,14,3,0,0,137,455,542,1743,753,582,453,185,39,18,4761
SSC70074,..,0,0,0,0,0,0,0,0,6,..,0,3,0,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,67,21,36,42,45,31,20,0,0,272,..,4,20,34,34,39,32,0,0,163,..,8,26,35,31,7,0,0,0,108,..,0,0,4,9,0,0,0,0,21,146,..,..,..,..,..,..,..,..,146,..,27,..,..,..,..,..,..,..,27,..,11,5,0,0,0,0,0,0,19,..,0,6,0,0,3,3,0,0,10,..,3,0,3,0,0,0,0,0,10,..,0,3,0,0,0,0,0,0,10,..,0,6,12,29,13,11,7,0,73,3,3,0,4,0,0,0,0,0,12,146,49,66,93,108,75,45,5,0,587
SSC70075,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC70076,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,5,14,10,12,10,7,6,4,0,0,64,..,5,12,13,4,3,6,0,0,37,..,3,3,0,3,0,0,0,0,13,..,0,0,0,3,0,0,0,0,6,35,..,..,..,..,..,..,..,..,35,..,0,..,..,..,..,..,..,..,0,..,3,4,3,3,0,0,0,0,16,..,4,7,6,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,3,7,0,0,0,0,0,0,10,..,0,0,4,0,4,0,0,0,11,3,5,0,0,0,0,0,0,0,7,35,26,33,23,8,7,6,3,0,148
SSC70077,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,..,0,0,3,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,9,3,3,0,3,0,0,18
SSC70078,..,3,18,0,0,0,4,0,0,27,..,0,8,5,9,13,4,5,4,46,0,0,0,4,3,0,0,0,0,11,127,52,104,96,119,75,30,15,10,625,..,3,66,109,154,128,44,16,5,528,..,8,53,29,33,15,8,0,0,136,..,3,6,10,7,3,0,0,3,36,247,..,..,..,..,..,..,..,..,247,..,56,..,..,..,..,..,..,..,56,..,35,8,0,3,0,0,0,0,53,..,4,5,0,3,3,0,3,3,20,..,0,5,3,0,0,0,0,0,16,..,11,22,6,3,0,7,0,0,44,..,7,12,19,25,29,7,14,4,117,0,3,0,3,3,3,3,0,0,15,247,133,176,177,236,181,64,37,7,1253
SSC70079,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,19,3,9,4,7,11,9,0,0,50,..,0,6,6,3,9,9,0,0,37,..,3,4,0,0,0,0,0,0,13,..,0,0,3,0,0,0,0,0,6,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,4,3,9,3,0,0,19,0,0,0,0,0,0,0,0,0,0,22,7,14,12,12,19,10,0,0,101
SSC70080,..,7,8,4,6,3,0,0,0,23,..,0,13,4,9,10,20,11,0,62,3,10,3,6,5,3,0,0,0,27,304,194,223,199,164,109,45,18,0,1261,..,16,180,199,192,148,43,15,0,789,..,70,116,76,59,29,3,0,0,352,..,12,22,47,32,15,7,3,0,134,611,..,..,..,..,..,..,..,..,611,..,110,..,..,..,..,..,..,..,110,..,96,28,3,0,0,0,0,0,134,..,27,21,11,6,10,8,3,0,84,..,24,15,6,3,4,0,0,0,52,..,22,17,20,18,7,0,0,0,85,..,10,21,19,34,20,21,10,3,150,6,21,11,5,4,3,3,0,0,57,618,394,434,390,360,236,84,29,0,2556
SSC70081,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,3,3,0,9,0,0,0,0,0,4,0,0,0,4,7,5,6,14,17,22,21,3,0,88,..,0,3,9,9,25,32,0,0,74,..,0,7,3,9,7,3,0,0,28,..,0,0,3,0,0,0,0,0,10,15,..,..,..,..,..,..,..,..,15,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,8,..,0,3,3,0,0,4,0,0,7,..,0,0,0,9,13,7,5,0,28,0,0,0,0,0,3,0,0,0,10,15,7,12,23,29,46,49,7,0,197
SSC70082,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,4,0,0,19,..,0,0,3,6,7,9,0,0,23,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,10,10,4,3,0,33,0,0,0,0,0,0,0,0,0,5,8,0,0,5,11,23,21,3,0,72
SSC70083,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,4,4,0,0,28,..,0,0,5,7,9,7,0,0,20,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,8,..,0,0,0,3,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,10,3,3,11,9,17,16,0,0,68
SSC70084,..,7,13,7,0,0,0,0,0,32,..,0,8,12,25,13,10,3,0,69,7,6,8,0,8,5,4,0,0,34,418,197,370,260,211,119,50,14,3,1639,..,28,340,353,253,172,56,9,0,1216,..,78,213,71,44,19,6,0,0,431,..,4,18,26,30,9,5,3,0,91,822,..,..,..,..,..,..,..,..,822,..,118,..,..,..,..,..,..,..,118,..,92,35,12,7,0,0,0,0,147,..,15,16,0,3,12,3,5,0,62,..,17,25,11,3,4,0,0,0,64,..,32,34,22,11,3,0,0,0,105,..,3,29,29,35,20,11,3,0,124,9,9,19,4,7,6,4,0,0,66,836,398,742,518,401,248,91,23,5,3258
SSC70085,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,9
SSC70086,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,9,7,14,7,4,3,3,0,0,44,109,96,61,71,32,28,14,3,0,423,..,22,45,79,33,26,6,3,0,211,..,0,0,4,0,0,0,0,0,4,..,4,13,9,10,10,4,3,0,47,207,..,..,..,..,..,..,..,..,207,..,46,..,..,..,..,..,..,..,46,..,52,24,15,4,0,0,0,0,95,..,45,23,27,22,16,13,0,0,140,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,8,20,17,16,8,7,11,4,5,0,89,230,189,118,139,77,62,28,12,0,855
SSC70087,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,3,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,14
SSC70088,..,17,53,23,13,19,7,0,0,128,..,5,24,22,36,43,28,11,3,172,10,3,8,6,3,3,0,0,0,34,242,124,238,203,213,181,73,28,3,1302,..,0,96,166,161,149,65,17,0,661,..,35,110,69,64,50,15,0,0,345,..,6,16,33,38,18,7,7,0,119,486,..,..,..,..,..,..,..,..,486,..,81,..,..,..,..,..,..,..,81,..,70,22,5,5,4,0,0,0,105,..,12,6,3,7,3,5,3,0,48,..,11,18,5,7,3,4,0,0,46,..,30,90,35,15,25,6,0,0,209,..,13,45,38,52,68,39,16,8,287,13,8,11,11,14,9,4,0,0,66,502,267,411,369,369,323,155,51,14,2454
SSC70089,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,9,6,0,0,0,0,24,..,0,5,11,3,0,0,0,0,20,..,4,3,3,5,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,14,8,10,13,12,0,3,0,0,58
SSC70090,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,3,3,5,8,6,0,0,0,41,..,0,3,3,10,5,4,0,0,26,..,3,5,7,12,0,0,0,0,24,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,3,0,0,0,11,0,0,3,3,0,0,0,0,0,10,13,6,12,13,23,14,9,0,0,90
SSC70091,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,3,0,0,0,6,0,3,0,0,0,0,0,0,0,7,54,23,25,19,15,17,10,0,0,168,..,6,3,3,3,6,3,0,0,27,..,7,22,19,8,6,0,0,0,63,..,3,7,9,3,5,0,0,0,26,106,..,..,..,..,..,..,..,..,106,..,3,..,..,..,..,..,..,..,3,..,12,3,0,0,0,0,0,0,13,..,15,3,3,7,5,5,4,0,36,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,9,..,0,0,5,4,3,3,0,0,16,0,7,5,0,0,0,0,0,0,8,106,55,46,42,25,23,16,3,0,318
SSC70092,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70093,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,13,..,0,0,0,4,0,0,0,0,9,..,0,0,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,3,0,0,21
SSC70094,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,7,0,4,0,0,0,0,0,0,0,4,31,34,20,18,16,8,6,0,0,128,..,14,9,12,14,8,3,0,0,61,..,5,5,12,8,7,0,0,0,38,..,0,3,0,3,4,0,0,0,11,57,..,..,..,..,..,..,..,..,57,..,8,..,..,..,..,..,..,..,8,..,11,3,4,0,0,0,0,0,15,..,20,9,6,3,0,0,0,0,31,..,6,3,0,3,0,0,0,0,12,..,0,4,3,0,3,0,0,0,10,..,0,0,0,4,0,5,0,0,11,3,5,0,0,0,5,0,0,0,10,62,62,36,30,38,29,15,3,0,268
SSC70095,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,10,14,10,18,13,3,3,0,0,73,..,4,8,11,9,6,3,0,0,37,..,0,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,12,34,..,..,..,..,..,..,..,..,34,..,4,..,..,..,..,..,..,..,4,..,15,0,3,4,0,0,0,0,22,..,15,3,0,0,0,0,0,0,26,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,5,3,4,0,0,0,0,0,0,8,36,34,19,21,18,13,4,3,0,154
SSC70096,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,5,5,6,6,7,0,0,32,..,0,3,4,11,6,3,0,0,28,..,0,0,4,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,3,5,5,11,11,9,0,0,65
SSC70097,..,7,44,10,4,6,5,3,0,76,..,0,12,21,20,25,26,23,5,138,3,0,7,3,0,4,9,0,0,22,183,78,201,178,174,129,108,58,16,1121,..,3,95,188,213,141,132,48,7,835,..,5,101,56,51,29,11,3,0,261,..,0,5,13,16,13,0,5,8,64,378,..,..,..,..,..,..,..,..,378,..,78,..,..,..,..,..,..,..,78,..,37,33,12,8,5,0,0,0,92,..,11,8,3,3,3,3,7,0,44,..,9,21,6,4,3,0,0,0,38,..,16,78,23,15,17,6,4,0,156,..,3,34,30,32,57,53,35,12,260,4,5,14,5,3,4,8,0,0,50,385,166,377,332,350,276,223,110,25,2246
SSC70098,..,4,6,0,3,0,0,0,0,15,..,0,4,9,0,4,0,3,0,24,5,3,0,0,0,0,0,0,0,13,171,82,144,118,77,24,14,8,0,639,..,13,132,155,95,37,16,11,0,451,..,29,85,43,23,6,0,0,0,190,..,0,13,8,11,3,3,0,0,44,364,..,..,..,..,..,..,..,..,364,..,44,..,..,..,..,..,..,..,44,..,30,8,3,3,0,0,0,0,46,..,9,5,5,3,0,6,3,0,35,..,7,15,4,3,0,0,0,0,31,..,14,15,3,0,0,0,0,0,30,..,3,10,7,5,9,0,3,0,42,5,7,3,0,0,4,0,0,0,19,369,162,287,234,145,61,22,13,0,1308
SSC70099,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,10,25,9,15,12,3,0,0,80,..,5,17,9,14,8,3,0,0,57,..,4,13,0,0,0,0,0,0,25,..,0,3,3,3,0,0,0,0,7,46,..,..,..,..,..,..,..,..,46,..,3,..,..,..,..,..,..,..,3,..,8,8,0,0,0,0,0,0,14,..,0,3,0,3,6,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,46,23,39,13,22,16,7,3,0,170
SSC70100,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,7,4,0,0,20,..,0,3,0,3,0,9,3,0,15,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,9,0,11,10,9,3,0,46
SSC70101,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,8,5,3,3,0,0,33,..,0,0,3,13,6,3,0,0,25,..,0,3,6,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,8,10,16,6,3,0,0,68
SSC70102,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,8,12,9,10,0,6,0,0,64,..,0,11,9,12,5,7,3,0,47,..,0,7,8,9,0,0,0,0,31,..,0,0,0,3,0,0,0,0,3,30,..,..,..,..,..,..,..,..,30,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,30,8,26,22,18,7,14,3,0,133
SSC70103,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC70104,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,3,6,4,3,3,3,0,0,53,..,3,3,0,0,3,3,0,0,14,..,3,4,0,0,0,0,0,0,15,..,0,3,3,0,0,0,0,0,6,29,..,..,..,..,..,..,..,..,29,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,4,..,3,0,3,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,35,14,15,15,8,5,3,0,0,98
SSC70105,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,..,0,0,0,5,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,19
SSC70106,..,0,0,0,0,0,0,0,0,3,..,0,3,0,4,5,3,0,0,15,5,9,11,4,8,3,0,0,0,30,292,208,191,139,113,75,22,3,0,1050,..,57,174,151,119,58,6,0,0,565,..,3,9,4,8,0,0,0,0,22,..,20,40,47,29,27,10,7,0,174,658,..,..,..,..,..,..,..,..,658,..,94,..,..,..,..,..,..,..,94,..,128,62,23,8,0,0,0,0,222,..,85,72,20,40,37,13,3,0,272,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,..,3,7,3,7,13,3,0,0,37,14,14,17,14,13,3,0,0,0,72,674,405,379,265,221,137,35,13,0,2128
SSC70107,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,6,3,8,0,3,0,0,0,0,12,131,83,85,78,38,27,9,3,0,455,..,31,63,65,27,24,0,0,0,222,..,0,6,6,3,0,0,0,0,19,..,0,15,24,17,14,10,0,0,72,252,..,..,..,..,..,..,..,..,252,..,25,..,..,..,..,..,..,..,25,..,57,42,11,3,0,0,0,0,118,..,53,38,27,10,10,0,3,0,138,..,3,0,0,3,0,0,0,0,7,..,3,0,0,3,0,0,0,0,5,..,0,3,0,0,0,0,0,0,5,6,5,9,0,3,0,0,0,0,26,263,180,181,133,77,50,13,3,0,900
SSC70108,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,5,0,0,0,19,..,0,4,3,0,4,0,0,0,11,..,4,0,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,12,6,5,4,0,9,3,0,0,40
