SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC70205,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,8,3,4,0,0,0,0,34,..,0,0,0,3,0,0,0,0,7,..,0,5,4,0,0,0,0,0,6,..,0,3,0,4,0,0,0,0,9,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,24,13,5,6,9,3,0,0,0,63
SSC70206,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,62,39,30,21,13,7,3,0,0,185,..,6,16,9,14,6,0,0,0,50,..,11,23,20,8,4,0,0,0,57,..,5,3,3,5,3,3,0,0,25,130,..,..,..,..,..,..,..,..,130,..,18,..,..,..,..,..,..,..,18,..,20,4,0,0,0,0,0,0,27,..,23,4,0,8,4,3,0,0,38,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,134,82,63,41,23,12,3,0,0,356
SSC70207,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,3,0,0,0,5,11,3,6,3,3,4,0,0,0,41,176,95,92,73,45,34,10,3,0,527,..,24,90,81,53,34,3,0,0,292,..,3,8,7,6,3,0,0,0,23,..,3,16,19,12,5,4,3,0,56,340,..,..,..,..,..,..,..,..,340,..,25,..,..,..,..,..,..,..,25,..,65,21,0,3,0,0,0,0,88,..,53,29,18,14,12,8,3,0,129,..,12,4,7,4,7,0,0,0,26,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,3,3,0,0,13,30,10,19,8,8,4,3,0,0,75,369,198,190,139,95,69,17,3,0,1073
SSC70208,..,7,4,3,3,4,0,0,0,21,..,0,11,21,20,20,4,0,0,86,13,3,9,5,11,10,8,0,0,53,425,134,226,250,195,115,27,3,0,1369,..,17,174,277,242,115,37,3,0,859,..,61,122,106,63,26,5,0,0,393,..,7,13,31,31,12,3,0,0,97,807,..,..,..,..,..,..,..,..,807,..,66,..,..,..,..,..,..,..,66,..,73,25,6,0,0,0,0,0,106,..,20,13,4,5,7,4,3,0,62,..,8,3,0,0,3,0,0,0,19,..,12,19,11,5,14,0,0,0,53,..,14,31,41,62,52,21,3,0,219,17,11,16,11,17,12,5,0,0,98,824,282,418,488,426,240,83,7,0,2771
SSC70209,..,6,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,3,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,8,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,6,8,3,0,0,0,0,36
SSC70210,..,16,62,24,16,10,3,0,0,133,..,11,25,42,26,52,29,12,4,192,3,11,15,6,9,7,12,0,0,52,261,182,369,283,233,174,103,35,13,1655,..,26,280,304,207,171,108,24,6,1121,..,48,142,84,63,32,20,0,0,394,..,0,11,22,36,16,14,12,5,105,582,..,..,..,..,..,..,..,..,582,..,116,..,..,..,..,..,..,..,116,..,51,37,4,13,8,0,0,0,120,..,31,20,3,3,11,15,6,0,89,..,11,30,5,6,0,0,0,0,58,..,37,125,49,31,19,12,3,0,271,..,22,68,71,72,97,69,21,3,423,8,21,27,13,12,7,13,0,0,96,594,351,741,562,440,357,244,69,15,3375
SSC70211,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,3,4,0,0,7,0,0,0,0,0,0,0,0,0,3,25,8,15,12,11,9,6,0,0,84,..,4,17,0,3,3,4,0,0,31,..,3,3,5,3,3,0,0,0,21,..,0,4,6,3,0,6,0,0,17,50,..,..,..,..,..,..,..,..,50,..,0,..,..,..,..,..,..,..,0,..,0,0,0,3,0,0,0,0,6,..,3,0,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,3,7,3,4,0,0,14,0,0,0,0,0,0,0,0,0,3,51,21,22,18,19,11,9,0,0,146
SSC70212,..,0,0,3,0,0,0,0,0,0,..,0,0,0,3,6,3,0,0,14,0,3,0,0,3,0,0,0,0,11,20,14,14,14,31,16,11,0,0,124,..,0,3,17,28,14,18,0,0,80,..,4,8,3,9,5,0,0,0,39,..,0,0,3,3,0,0,0,0,10,40,..,..,..,..,..,..,..,..,40,..,11,..,..,..,..,..,..,..,11,..,12,8,3,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,3,0,0,0,12,..,0,3,3,5,17,9,0,0,33,4,9,0,0,3,0,3,0,0,11,45,31,24,26,54,43,24,3,0,258
SSC70213,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,11,3,0,0,0,0,0,0,0,0,6,91,55,73,51,48,24,13,6,0,354,..,29,87,56,43,21,6,3,0,244,..,0,0,0,0,0,0,0,0,3,..,0,10,16,5,3,10,0,0,53,173,..,..,..,..,..,..,..,..,173,..,20,..,..,..,..,..,..,..,20,..,40,16,4,7,0,0,0,0,58,..,27,12,7,15,15,12,3,0,91,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,5,3,3,5,3,0,0,21,3,6,6,0,0,0,0,0,0,11,176,128,137,91,79,45,24,7,0,690
SSC70214,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,..,3,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,12
SSC70215,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,4,4,0,0,4,0,0,0,0,11,32,24,16,20,15,7,7,3,0,128,..,13,26,15,14,10,0,0,0,73,..,0,0,0,0,0,0,0,0,0,..,4,3,3,0,0,4,4,0,16,73,..,..,..,..,..,..,..,..,73,..,0,..,..,..,..,..,..,..,0,..,8,3,0,5,0,0,0,0,19,..,7,3,12,3,3,0,3,0,29,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,3,0,3,0,0,0,0,11,3,4,0,0,4,0,0,0,0,13,73,36,38,34,26,15,9,3,0,230
SSC70216,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,4,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8
SSC70217,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,..,0,0,0,4,0,0,0,0,4,..,5,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,0,3,0,0,23
SSC70218,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,51,28,43,28,23,24,4,4,0,192,..,17,18,22,17,15,3,0,0,99,..,0,3,5,0,0,0,0,0,10,..,0,12,4,3,3,0,0,0,32,105,..,..,..,..,..,..,..,..,105,..,11,..,..,..,..,..,..,..,11,..,12,12,6,0,0,0,0,0,35,..,11,11,4,10,5,4,4,0,42,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,3,0,4,0,0,0,9,0,3,3,0,3,3,0,0,0,11,104,54,68,45,36,36,9,3,0,350
SSC70219,..,11,36,7,11,5,0,0,0,74,..,9,29,21,30,22,9,3,3,111,0,3,12,3,3,7,0,3,0,36,220,122,279,207,176,101,48,20,3,1180,..,12,179,243,198,120,72,14,0,840,..,28,132,54,37,16,10,0,0,284,..,4,11,20,27,13,3,3,0,78,476,..,..,..,..,..,..,..,..,476,..,76,..,..,..,..,..,..,..,76,..,46,22,4,3,0,0,0,0,74,..,10,10,3,0,3,6,6,0,42,..,6,20,3,4,3,3,0,0,42,..,26,72,23,22,10,8,0,0,157,..,17,59,43,62,54,28,9,4,264,4,7,16,8,9,8,4,3,0,60,483,229,520,405,359,229,131,40,4,2400
SSC70220,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8
SSC70221,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,14,19,4,12,6,7,0,0,0,61,..,0,0,3,5,8,0,0,0,18,..,21,0,3,3,0,0,0,0,21,..,0,3,4,0,0,0,0,0,5,31,..,..,..,..,..,..,..,..,31,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,5,..,12,0,3,3,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,34,43,4,11,18,7,0,0,0,117
SSC70222,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,13,0,8,3,3,7,4,0,0,38,..,0,0,3,0,0,4,0,0,14,..,0,9,3,0,4,0,0,0,14,..,0,3,0,3,0,3,0,0,11,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,5,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,18,10,16,10,11,8,12,0,0,79
SSC70223,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,15,9,11,8,4,3,3,0,0,53,..,5,8,8,5,0,0,0,0,27,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,34,..,..,..,..,..,..,..,..,34,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,4,0,0,0,3,3,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,35,21,13,7,9,5,3,3,0,101
SSC70224,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,3,4,0,16,0,0,0,0,0,3,0,0,0,3,34,10,16,16,20,18,11,4,0,119,..,6,13,15,20,8,3,0,0,68,..,7,3,4,8,6,3,0,0,37,..,3,0,3,0,0,3,0,0,11,59,..,..,..,..,..,..,..,..,59,..,4,..,..,..,..,..,..,..,4,..,12,3,4,0,0,0,0,0,20,..,9,3,3,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,3,0,0,4,..,3,0,4,4,20,11,11,0,52,0,0,0,0,0,4,0,0,0,10,59,44,27,29,39,39,26,14,0,271
SSC70225,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,13,..,0,0,0,0,3,3,0,0,5,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,5,3,0,0,22
SSC70226,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,7,39,19,23,30,15,19,4,10,0,161,..,3,11,18,12,8,0,0,0,55,..,5,13,21,5,4,0,0,0,50,..,4,8,4,3,3,0,7,0,25,85,..,..,..,..,..,..,..,..,85,..,0,..,..,..,..,..,..,..,0,..,12,4,5,4,0,0,0,0,30,..,12,8,3,8,7,5,0,0,41,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,3,..,0,0,3,0,3,3,0,0,10,3,3,8,0,0,0,0,0,0,14,86,41,50,54,34,39,9,10,0,317
SSC70227,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,6,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10
SSC70228,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,3,0,0,0,16,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,0,0,0,0,6,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,6,..,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,8,4,3,11,7,6,0,0,36
SSC70229,..,0,0,0,0,0,0,0,0,3,..,0,3,3,5,0,0,0,0,13,0,3,0,3,0,0,0,0,0,4,107,77,79,66,51,28,9,5,3,423,..,25,61,59,46,29,15,0,0,239,..,3,3,8,0,0,0,0,0,18,..,6,19,5,8,9,4,3,0,57,242,..,..,..,..,..,..,..,..,242,..,20,..,..,..,..,..,..,..,20,..,45,36,15,11,0,0,0,0,99,..,44,28,19,15,9,3,3,3,115,..,8,0,0,0,0,0,0,0,7,..,0,0,0,0,4,0,0,0,4,..,0,6,3,3,0,0,0,0,19,3,6,0,3,0,0,0,0,0,12,244,151,151,109,90,57,23,4,3,837
SSC70230,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,..,0,3,3,0,0,3,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,4,0,0,0,0,0,0,10,..,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,7,4,5,5,0,3,3,0,0,32
SSC70231,..,19,43,21,20,17,7,0,0,123,..,5,18,28,24,38,23,12,9,154,3,6,8,5,4,3,5,0,0,45,260,135,295,258,187,169,70,35,12,1419,..,21,216,234,156,136,59,27,3,852,..,20,127,85,73,46,16,3,0,363,..,3,15,31,32,23,9,4,0,104,495,..,..,..,..,..,..,..,..,495,..,114,..,..,..,..,..,..,..,114,..,57,19,10,0,5,0,0,0,97,..,16,14,10,8,7,4,0,0,56,..,10,26,12,5,9,4,0,0,67,..,28,75,45,39,26,15,3,0,239,..,9,42,55,51,76,43,21,10,308,8,14,16,11,10,8,10,4,0,84,499,284,551,488,382,334,154,62,16,2770
SSC70232,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,5,..,0,0,0,0,0,5,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,15
SSC70233,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,30,27,13,9,8,8,0,0,0,94,..,0,0,0,0,3,0,0,0,5,..,8,14,16,11,3,0,0,0,49,..,0,4,3,0,0,0,0,0,10,60,..,..,..,..,..,..,..,..,60,..,3,..,..,..,..,..,..,..,3,..,16,3,0,0,0,0,0,0,17,..,13,3,0,0,0,0,0,0,25,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,5,0,9,0,0,0,0,10,0,8,0,3,0,0,0,0,0,21,61,52,28,25,21,9,0,0,0,197
SSC70234,..,18,11,7,4,3,0,0,0,43,..,6,7,7,14,16,12,6,0,68,13,7,15,3,10,3,3,0,0,47,527,236,421,342,196,102,50,10,7,1891,..,28,396,474,266,122,40,8,4,1335,..,110,217,127,66,18,7,0,0,550,..,3,28,37,28,8,4,0,0,109,1090,..,..,..,..,..,..,..,..,1090,..,168,..,..,..,..,..,..,..,168,..,85,25,7,0,0,0,0,0,119,..,26,23,7,7,15,8,8,3,88,..,20,22,5,10,0,0,0,0,63,..,36,39,15,4,6,0,0,0,104,..,19,36,22,22,23,14,6,3,145,18,18,22,7,12,12,3,0,0,85,1106,506,818,697,419,197,87,19,6,3859
SSC70235,..,0,0,0,0,0,0,0,0,7,..,5,5,6,10,22,4,4,0,53,0,0,5,0,0,0,0,0,0,3,51,29,38,34,45,58,20,9,0,286,..,0,27,37,53,55,34,0,0,209,..,9,11,12,13,17,14,0,0,69,..,0,3,0,5,0,0,0,0,11,97,..,..,..,..,..,..,..,..,97,..,14,..,..,..,..,..,..,..,14,..,15,0,3,0,0,0,0,0,25,..,0,0,0,0,0,0,4,0,5,..,4,0,0,0,0,0,0,0,8,..,0,7,0,0,0,0,0,0,8,..,9,11,8,28,34,10,8,0,109,0,0,5,0,0,0,0,0,0,7,97,48,68,69,97,110,64,16,0,564
SSC70236,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,12,0,0,0,22,..,0,0,4,0,12,4,0,0,20,..,4,3,0,7,3,0,0,0,12,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,5,8,16,3,0,0,50
SSC70237,..,3,11,9,4,5,0,0,0,31,..,4,13,11,24,22,24,0,0,96,0,0,3,3,4,5,3,0,0,16,168,107,183,154,132,108,44,3,3,905,..,15,143,151,128,90,37,4,0,564,..,23,68,36,35,22,0,3,0,177,..,11,19,24,20,8,0,0,0,90,404,..,..,..,..,..,..,..,..,404,..,61,..,..,..,..,..,..,..,61,..,52,31,10,0,0,0,0,0,92,..,25,26,13,7,14,5,0,7,94,..,15,12,4,0,0,0,0,0,31,..,9,28,13,10,12,3,0,0,70,..,7,31,19,50,49,34,7,0,201,3,9,9,10,10,4,3,0,0,55,403,226,368,275,258,196,80,20,5,1834
SSC70238,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,4,0,0,0,5,4,7,0,3,0,0,0,0,0,9,105,46,47,27,33,29,15,8,3,316,..,28,60,37,31,24,4,3,0,179,..,3,0,0,0,4,0,0,0,15,..,0,7,6,3,7,6,3,0,32,191,..,..,..,..,..,..,..,..,191,..,9,..,..,..,..,..,..,..,9,..,13,5,8,3,0,0,0,0,44,..,16,5,7,14,7,4,9,0,61,..,6,3,4,0,0,0,0,0,18,..,0,0,0,0,0,0,3,0,10,..,0,3,3,4,3,0,0,0,17,3,7,0,3,0,0,0,0,0,15,196,84,86,60,58,43,20,16,3,577
SSC70239,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,7,5,0,3,4,0,0,0,0,0,7,77,45,47,36,23,26,4,3,4,275,..,10,17,21,15,14,3,4,0,83,..,4,31,29,6,10,0,0,0,80,..,8,8,12,4,9,7,0,0,44,159,..,..,..,..,..,..,..,..,159,..,11,..,..,..,..,..,..,..,11,..,28,3,3,3,0,0,0,0,37,..,24,10,7,12,9,3,0,4,67,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,..,0,7,3,5,0,6,0,0,22,3,3,3,3,0,3,0,0,0,18,164,89,87,70,38,51,17,8,3,528
SSC70240,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,8
