SSC_CODE_2016,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
SSC70080,22,63,118,107,75,45,20,6,0,468,13,13,32,24,39,20,4,0,0,143,9,22,52,43,70,48,5,0,0,260,7,0,6,6,14,9,5,0,0,49,0,0,0,3,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,6,15,22,31,32,19,24,4,3,0,155,69,126,244,218,217,146,48,15,0,1088,27,63,158,125,75,42,14,9,0,510,11,14,26,30,36,24,0,0,0,135,3,11,34,33,43,37,10,5,0,181,4,0,9,6,3,5,4,0,0,29,0,0,3,3,11,3,10,3,0,33,0,0,0,0,3,0,0,0,0,4,10,17,41,24,20,21,4,4,0,135,57,102,262,222,187,122,47,20,0,1025,51,126,274,236,148,79,38,13,0,974,23,23,55,52,70,43,7,0,0,273,15,42,88,75,115,87,24,3,0,436,13,5,12,9,16,13,6,0,0,78
SSC70081,0,0,3,0,0,8,9,3,0,21,0,0,0,0,3,3,5,0,0,15,0,0,0,7,4,6,10,0,0,36,0,0,0,0,3,4,4,0,0,13,0,0,0,0,0,8,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,10,0,0,7,8,17,26,34,3,0,105,0,0,4,3,3,3,7,0,0,21,0,0,0,4,3,3,3,0,0,13,0,0,4,4,9,12,11,0,0,35,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,6,14,16,20,21,3,0,86,0,0,4,3,5,9,10,3,0,41,0,4,0,3,5,6,8,0,0,31,0,0,4,14,19,17,21,0,0,72,0,0,0,0,3,8,4,0,0,16
SSC70082,0,0,0,0,4,0,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,4,0,0,19,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,0,0,0,3,18,17,14,3,0,57,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,3,9,4,0,0,25,0,0,3,3,3,4,3,3,0,18,0,0,0,0,0,3,0,0,0,3,0,0,0,3,7,14,4,0,0,33,0,0,0,0,0,5,3,0,0,11
SSC70083,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,10,18,8,0,0,46,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,17,0,0,0,4,4,0,3,0,0,17,0,0,0,0,3,4,0,0,0,5,0,0,3,4,7,11,3,0,0,24,0,0,0,0,0,0,0,0,0,0
SSC70084,24,81,242,184,88,59,26,3,0,695,10,14,50,35,52,17,4,0,0,189,7,19,74,43,48,38,10,3,0,249,3,5,8,4,6,8,3,0,0,39,0,0,0,0,0,4,4,0,0,8,0,3,0,0,0,0,0,0,3,10,4,11,39,19,14,15,3,0,0,102,44,133,414,284,213,140,50,10,3,1288,25,89,288,195,103,46,16,4,0,761,3,10,35,31,41,21,5,0,0,153,3,14,44,40,50,34,13,0,0,195,0,0,5,4,10,10,3,3,0,30,0,0,0,0,4,3,4,0,0,16,0,0,0,0,0,0,0,0,0,3,4,11,42,17,7,12,6,7,0,100,39,117,413,272,218,131,55,16,0,1266,48,164,526,373,190,109,43,4,0,1458,14,30,88,59,100,36,13,0,0,336,11,30,120,77,93,75,27,7,0,441,3,5,12,6,16,17,8,3,0,65
SSC70085,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC70086,3,7,10,8,4,3,0,0,0,47,7,6,7,4,3,3,0,0,0,27,7,8,21,23,11,4,0,0,0,76,5,5,6,12,9,9,0,0,0,39,7,6,8,16,14,15,10,3,0,75,0,0,0,0,0,0,0,0,0,0,35,4,7,3,4,3,3,0,0,60,56,44,59,63,44,30,17,10,0,326,4,15,17,18,8,8,0,0,0,66,9,6,3,6,0,3,0,0,0,27,8,11,25,22,6,5,0,0,0,72,3,0,7,7,7,3,0,0,0,27,7,3,15,17,9,9,11,3,0,72,0,0,0,0,0,0,4,0,0,3,0,7,10,4,4,0,0,0,0,29,25,44,67,74,30,34,14,3,0,300,9,27,30,26,18,15,0,0,0,114,12,13,16,11,3,3,0,0,0,52,8,21,45,44,16,10,0,0,0,146,7,8,11,19,14,11,0,0,0,63
SSC70087,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC70088,19,36,147,119,96,87,44,7,3,557,6,10,20,15,22,33,10,0,0,122,4,10,19,22,41,21,18,3,0,135,0,5,7,8,5,7,3,5,0,39,0,0,0,5,3,8,13,8,0,36,0,0,6,3,3,0,0,0,3,20,3,10,31,20,23,26,11,3,0,121,32,73,225,194,190,184,97,23,6,1030,18,45,226,167,144,111,32,9,3,752,6,10,16,13,29,31,6,3,0,115,4,7,17,24,30,38,19,7,0,152,0,0,0,3,7,8,13,7,0,35,0,0,3,3,4,12,9,4,0,34,0,0,0,0,0,3,3,3,0,14,4,3,48,28,19,25,17,3,3,150,34,63,307,241,235,234,103,28,7,1264,33,82,375,289,238,197,72,20,7,1316,13,16,42,33,54,57,21,3,0,236,8,18,34,44,70,65,43,5,0,292,0,5,5,7,18,22,14,8,0,75
SSC70089,6,16,60,15,4,3,0,0,0,94,0,3,7,0,3,0,0,0,0,11,0,0,4,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,17,4,17,70,22,17,9,3,0,0,146,5,10,15,14,3,0,0,0,0,38,0,3,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18,13,6,0,0,0,0,57,10,20,75,23,9,3,0,0,0,138,0,3,3,3,10,0,0,0,0,19,0,0,3,4,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4
SSC70090,0,0,3,0,3,0,4,0,0,9,0,0,0,3,0,0,0,0,0,3,0,3,3,3,7,9,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,10,5,0,0,0,41,3,8,16,10,26,11,10,0,0,86,0,3,3,6,7,4,3,0,0,22,0,0,0,0,3,0,0,0,0,6,0,4,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,9,5,3,0,0,34,0,6,3,14,22,14,10,0,0,74,0,3,8,6,13,4,3,0,0,32,0,0,3,4,5,0,0,0,0,13,0,5,3,4,6,10,3,0,0,30,0,0,3,0,0,0,0,0,0,6
SSC70091,0,9,0,7,0,0,0,0,0,10,3,3,3,0,0,0,0,0,0,9,3,4,6,5,8,3,0,0,0,29,0,0,3,12,3,0,0,0,0,21,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,3,6,4,0,7,0,0,0,3,0,0,0,0,0,3,11,13,23,21,13,6,7,4,0,100,0,0,3,0,3,0,0,0,0,18,3,9,9,4,5,3,0,0,0,27,0,0,8,11,7,0,0,0,0,22,0,0,3,4,0,0,0,0,0,13,0,0,4,0,4,8,3,0,0,19,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,7,11,26,26,15,18,8,0,0,109,0,7,4,8,3,0,0,0,0,30,3,14,13,4,3,7,0,0,0,41,3,4,15,11,8,3,0,0,0,51,3,3,5,11,6,0,3,0,0,33
SSC70092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70093,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,7,3,4,0,0,23,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,7,0,3,0,0,14,0,0,0,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,3,0,0,4
SSC70094,0,3,9,4,4,6,0,0,0,29,0,9,5,4,0,0,0,0,0,20,0,3,9,3,3,3,0,0,0,24,0,0,0,3,4,4,0,0,0,16,0,0,0,0,0,3,3,0,0,15,0,0,0,0,5,3,0,0,0,10,0,0,3,3,4,0,0,0,0,15,10,18,19,16,24,21,9,0,0,116,0,3,3,3,0,3,0,0,0,15,3,3,7,3,0,0,0,0,0,22,0,14,5,8,7,0,3,0,0,35,0,0,0,3,3,3,0,0,0,11,0,0,0,0,3,4,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,13,10,26,22,19,19,8,14,3,0,115,0,11,9,9,5,5,0,0,0,42,7,13,9,12,3,0,3,0,0,45,3,16,11,7,12,5,3,3,0,58,0,0,0,8,9,4,0,0,0,25
SSC70095,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,14,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,7,13,8,3,5,5,3,0,0,49,0,3,3,3,5,0,0,0,0,12,3,3,0,0,0,0,0,0,0,8,0,4,0,10,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,0,0,20,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,3,9,10,18,13,3,3,0,0,60,0,3,7,3,3,3,0,0,0,19,3,0,0,0,0,0,0,0,0,4,3,7,3,11,4,0,0,0,0,28,0,3,0,0,0,0,0,0,0,4
SSC70096,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,14,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,12,0,0,7,3,8,12,7,5,0,39,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,10,4,6,6,4,0,0,32,0,0,4,3,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,3,0,9,3,5,0,0,21,0,0,0,0,0,3,0,0,0,7
SSC70097,8,26,158,123,127,91,55,24,9,618,0,3,11,11,23,24,10,3,0,91,0,0,15,13,29,28,29,13,0,139,0,3,3,0,3,6,3,3,0,22,0,0,0,0,0,3,13,10,0,33,0,0,3,0,0,0,3,3,0,9,3,6,22,25,18,14,22,7,14,135,20,41,205,176,203,164,136,66,28,1047,11,38,179,158,122,84,52,23,7,673,0,5,9,6,19,13,17,5,7,81,0,0,12,14,19,26,27,14,9,116,0,0,0,0,4,5,0,4,3,24,0,0,0,0,6,3,10,8,7,39,0,0,0,0,0,4,0,0,0,6,4,7,24,20,18,19,19,17,13,143,18,44,230,195,193,151,127,74,47,1082,24,68,331,276,252,177,111,43,12,1297,0,4,25,22,40,38,28,11,7,167,3,0,33,22,46,49,55,25,13,252,0,3,3,3,6,10,4,8,4,48
SSC70098,14,29,89,56,35,16,8,4,0,250,5,3,20,26,16,11,3,0,0,82,0,13,32,31,19,11,3,0,0,110,0,0,0,3,0,0,0,0,0,10,0,0,0,6,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,5,7,14,17,3,3,12,4,3,70,22,58,158,132,78,40,23,14,8,534,8,34,108,94,32,14,4,3,0,301,0,7,21,14,11,4,3,3,0,65,4,3,17,15,23,7,7,3,0,75,0,0,0,4,7,3,3,0,0,10,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,4,5,7,11,14,6,3,3,5,4,56,15,47,158,139,82,32,19,21,5,519,22,69,202,149,67,33,8,7,0,549,3,12,44,35,27,9,7,3,0,146,4,12,45,41,46,21,11,3,0,184,0,0,0,9,10,3,5,0,0,24
SSC70099,0,0,4,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,9,0,3,3,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,11,4,7,0,3,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,3,4,3,0,0,0,10,4,9,18,13,8,6,0,0,0,68,0,0,0,0,4,0,0,0,0,3,0,0,10,3,0,0,0,0,0,15,0,0,9,0,3,0,0,0,0,9,0,0,3,0,3,0,0,0,0,11,0,0,0,0,5,7,0,0,0,15,0,0,0,0,0,0,3,0,0,9,0,0,4,0,0,3,0,0,0,9,3,6,22,9,15,13,3,0,0,67,0,0,4,0,4,0,0,0,0,14,0,5,7,4,0,0,0,0,0,20,0,3,8,3,4,3,0,0,0,21,3,0,9,3,0,0,0,0,0,22
SSC70100,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,17,0,0,4,0,6,9,4,0,0,35,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,4,0,7,7,8,0,0,21,0,0,0,0,3,4,3,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0
SSC70101,0,0,3,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,9,3,5,10,3,14,9,0,0,0,39,0,0,4,7,3,0,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,6,7,5,3,3,0,0,33,0,3,5,3,11,0,4,0,0,27,0,0,3,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3
SSC70102,0,0,4,4,0,0,0,0,0,14,0,0,3,3,0,0,0,0,0,13,0,0,5,4,6,3,4,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,13,0,0,14,24,10,8,10,3,0,69,0,0,6,5,3,0,0,0,0,24,0,0,0,0,5,0,0,0,0,3,0,0,5,3,5,3,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,9,0,0,15,12,14,5,10,0,0,53,0,0,14,6,5,0,0,0,0,34,0,0,4,3,8,0,0,0,0,18,0,0,5,6,8,3,6,0,0,39,0,0,0,0,0,0,0,0,0,3
SSC70103,0,3,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,16,3,3,5,14,8,6,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC70104,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,3,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,4,9,5,3,3,0,0,0,34,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,4,6,4,3,5,3,0,0,34,3,6,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,6
SSC70105,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,9,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SSC70106,0,12,23,16,29,18,0,0,0,98,9,14,20,24,8,6,0,0,0,85,10,19,46,23,29,10,0,0,0,136,16,22,45,18,11,9,5,0,0,119,19,12,48,33,28,9,5,3,0,156,0,3,3,0,0,0,0,0,0,12,6,3,15,9,9,3,0,0,0,45,57,85,197,127,112,60,14,4,0,649,12,22,30,29,23,26,5,0,0,144,8,27,34,28,19,11,0,0,0,130,12,12,43,37,31,18,3,0,0,156,9,9,30,20,12,8,0,0,0,91,9,21,38,19,21,13,7,3,0,134,0,0,9,3,0,0,5,0,0,21,3,3,13,9,9,3,3,0,0,40,52,91,195,142,121,88,23,3,0,720,10,37,51,46,46,43,5,0,0,242,12,38,52,52,30,17,4,0,0,213,25,38,85,54,61,31,4,0,0,293,22,32,74,43,23,12,3,0,0,219
SSC70107,3,4,7,4,3,8,0,0,0,33,0,9,15,7,4,0,0,0,0,34,6,8,5,7,3,0,0,0,0,27,4,3,7,7,0,0,0,0,0,19,6,12,11,10,5,0,0,0,0,42,0,0,3,0,0,0,0,0,0,3,12,9,36,17,16,18,4,0,0,110,31,38,85,47,30,27,11,0,0,272,4,14,17,14,5,4,0,0,0,48,3,10,8,9,6,0,0,0,0,27,0,4,10,10,6,5,0,0,0,35,0,0,3,9,3,0,0,0,0,16,0,3,12,4,3,5,3,0,0,37,5,0,0,0,4,0,0,0,0,10,10,9,30,37,14,14,3,0,0,116,19,39,79,72,34,24,9,3,0,286,5,20,22,17,9,6,0,0,0,83,3,13,21,13,6,0,0,0,0,60,8,12,14,14,10,4,0,0,0,58,5,7,13,12,0,0,0,0,0,36
