SSC_CODE_2016,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
SSC70199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70200,3,0,0,3,0,3,3,0,0,0,0,0,0,6,6,10,0,3,3,0,0,0,0,0,0,3,0,3,4,3,7,8,7,17,3,0,5,0,0,0,0,3,3,3,0,4,0,0,0,3,5,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,146,171,323
SSC70201,26,12,13,30,15,8,21,13,12,22,11,9,20,67,61,125,8,15,22,7,19,27,4,8,15,15,3,18,10,4,18,41,51,97,16,15,25,11,11,22,10,6,15,8,11,18,7,3,14,56,48,102,6,6,18,5,4,10,3,7,6,6,7,7,4,11,13,23,34,57,4,6,10,4,3,7,5,3,4,4,5,5,3,0,5,21,14,38,10,5,17,0,3,5,0,0,0,0,0,0,0,0,0,1036,940,1978
SSC70202,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,85,175
SSC70203,6,8,0,3,0,0,0,3,3,3,3,0,3,13,5,22,3,3,4,0,3,3,4,3,11,0,0,4,3,0,3,7,12,22,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,3,7,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,198,378
SSC70204,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,56,131
SSC70205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,64
SSC70206,0,0,0,3,0,0,3,0,3,3,0,0,0,0,7,5,3,0,3,0,0,0,0,0,3,0,3,3,0,0,0,6,3,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,209,390
SSC70207,5,0,3,8,0,11,9,6,9,12,10,7,13,21,30,49,3,9,6,5,0,5,4,0,3,0,0,0,4,0,10,17,6,31,4,3,3,0,0,0,4,0,4,3,3,3,3,0,5,14,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,570,1149
SSC70208,40,20,24,42,23,16,39,15,11,25,16,19,33,88,87,178,18,22,39,11,14,26,11,8,21,15,9,19,18,15,30,70,64,133,9,8,17,14,6,26,7,9,14,7,5,13,9,6,19,55,29,86,6,0,5,6,3,6,0,3,5,0,0,0,4,0,4,18,13,29,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,4,3,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1664,1574,3240
SSC70209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,60
SSC70210,44,19,18,39,19,23,42,22,19,43,26,25,49,105,113,215,27,17,42,17,21,37,15,14,30,24,12,35,20,18,36,106,89,191,27,15,41,19,22,50,20,13,32,16,13,31,21,11,39,101,82,185,9,9,17,9,12,26,10,9,21,11,11,23,9,7,16,53,47,103,10,8,19,3,5,10,3,5,11,3,3,5,3,4,11,20,27,48,9,13,29,4,3,7,3,7,4,0,0,0,0,0,0,1952,1900,3853
SSC70211,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,93,169
SSC70212,6,3,0,4,3,0,3,3,0,7,4,0,8,19,7,29,3,0,4,3,3,4,4,0,0,3,5,4,4,5,11,17,11,25,5,0,5,3,0,3,0,3,3,5,0,5,0,5,5,13,11,24,3,3,5,3,0,3,5,0,5,0,0,3,0,0,0,12,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,150,319
SSC70213,5,3,0,4,0,3,10,0,8,6,3,3,7,17,20,34,4,0,7,0,0,3,0,3,4,0,0,3,3,0,0,7,7,17,0,4,4,0,0,0,3,0,3,0,0,0,0,0,0,4,10,7,0,3,3,3,0,0,0,0,4,0,0,0,3,0,3,10,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,347,375,723
SSC70214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12
SSC70215,3,0,0,0,0,0,0,3,4,9,0,0,0,5,7,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,107,129,236
SSC70216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,21
SSC70217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,33
SSC70218,5,3,3,7,3,4,9,3,13,17,3,5,6,19,27,41,0,3,3,0,3,3,0,3,3,5,0,8,0,0,0,9,9,13,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,181,224,404
SSC70219,25,15,17,30,20,16,31,10,17,22,10,19,34,77,70,150,14,9,25,23,9,26,5,10,14,16,11,29,15,11,25,74,54,132,9,6,16,22,6,27,17,8,23,13,10,19,14,9,18,74,39,109,5,0,5,8,5,9,9,3,11,0,3,3,7,0,4,25,15,38,5,3,10,5,5,15,3,0,3,0,4,4,0,3,4,19,12,34,4,12,11,0,4,4,0,0,4,0,0,0,0,0,0,1394,1353,2747
SSC70220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14
SSC70221,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,84,178
SSC70222,3,0,3,3,0,3,3,0,0,0,0,0,0,4,4,7,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,9,0,6,0,0,3,0,0,0,0,0,3,3,5,7,0,0,0,5,6,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,86,95,185
SSC70223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,59,120
SSC70224,4,0,0,0,3,4,6,3,3,10,5,3,9,15,9,28,0,0,7,0,4,5,0,0,3,3,0,3,6,3,6,14,8,22,4,3,3,0,3,3,0,0,3,0,0,0,7,0,7,11,8,18,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,8,4,13,0,0,3,0,0,3,0,3,3,0,0,0,0,0,0,3,4,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,176,155,328
SSC70225,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
SSC70226,3,0,3,3,3,8,5,0,0,0,3,0,3,6,12,21,3,3,4,5,0,7,3,0,3,0,0,0,0,3,3,9,8,19,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,182,182,371
SSC70227,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22
SSC70228,0,0,3,3,0,0,0,0,0,4,4,0,3,3,7,8,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,43,99
SSC70229,11,4,7,6,3,0,3,3,3,5,0,3,3,16,14,36,5,3,8,0,4,5,3,0,4,0,3,3,3,0,3,11,15,25,3,3,4,0,0,0,0,0,0,3,3,3,0,0,0,9,10,14,3,0,3,0,3,3,0,0,0,0,0,0,3,0,3,3,3,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,424,448,872
SSC70230,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,44
SSC70231,53,19,14,36,13,27,47,20,16,41,20,14,31,102,104,201,17,38,59,18,11,34,10,17,30,21,15,31,26,21,40,95,102,195,13,4,20,13,12,27,12,10,24,9,8,23,10,10,23,57,54,109,18,8,25,14,9,19,9,3,9,5,3,9,10,7,15,45,22,70,8,3,12,8,3,11,0,10,6,3,4,10,3,3,7,20,21,44,13,17,23,6,9,19,5,0,5,0,0,0,0,0,0,1612,1666,3282
SSC70232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13
SSC70233,0,0,3,5,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,113,222
SSC70234,26,17,18,33,3,15,22,12,15,29,7,10,18,52,72,126,14,10,23,8,0,14,13,8,16,11,10,24,4,14,20,47,42,90,3,7,10,0,5,12,5,7,11,6,8,17,3,5,12,24,35,61,0,7,8,5,3,7,7,4,7,3,0,7,0,5,7,16,16,27,3,3,3,0,0,0,3,0,3,5,0,9,0,0,3,12,7,20,3,4,11,3,6,9,0,0,3,0,0,0,0,0,0,2173,2049,4218
SSC70235,13,3,8,16,9,7,10,3,7,12,7,3,13,27,37,73,6,3,10,6,7,16,3,9,9,5,3,12,3,7,10,30,34,61,8,8,17,6,0,8,6,7,12,7,3,12,4,0,4,41,18,57,3,3,6,9,8,14,4,3,6,0,0,3,0,0,0,18,10,26,3,0,4,0,0,0,0,6,6,0,0,0,0,0,0,3,5,7,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,353,351,709
SSC70236,3,3,3,3,0,3,3,0,3,7,0,0,0,7,8,14,0,0,0,0,3,3,0,0,0,3,0,3,0,3,5,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,42,84
SSC70237,41,15,9,28,18,14,33,13,8,20,13,15,24,65,76,139,9,8,17,8,17,25,8,10,23,6,7,17,7,11,23,45,54,96,14,4,14,3,6,9,6,14,17,3,7,10,3,0,6,31,33,62,3,3,5,0,0,0,3,6,8,0,7,13,6,0,6,13,20,37,11,0,9,6,3,6,0,0,0,0,0,0,0,0,0,15,4,22,6,3,10,0,3,3,0,0,3,0,0,0,0,0,0,1088,1038,2123
SSC70238,9,0,3,4,3,6,9,4,3,7,3,3,5,11,19,30,0,7,13,0,0,0,4,3,10,0,0,0,0,0,0,5,13,23,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,7,12,15,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,7,10,0,0,0,0,3,3,0,0,0,0,0,0,285,346,634
SSC70239,4,3,0,3,6,3,8,0,7,4,4,3,3,12,20,34,0,4,7,4,3,8,0,0,0,3,0,0,0,4,3,13,15,25,0,0,0,5,0,6,0,3,6,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,3,3,5,3,0,3,0,3,3,3,0,3,0,0,0,0,0,0,4,4,8,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0,282,298,579
SSC70240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,16
SSC70241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70242,0,0,3,3,5,0,5,0,0,0,0,3,4,6,3,10,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,11,0,13,6,0,6,3,0,3,0,0,0,0,0,3,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,127,98,232
SSC70243,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,68
SSC70244,8,0,4,3,3,3,8,3,0,3,0,0,0,13,11,22,0,4,8,0,0,0,0,3,3,0,3,3,3,0,3,5,10,19,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,5,4,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,212,249,466
SSC70245,58,31,22,54,22,18,46,25,20,48,28,22,49,134,121,253,29,20,50,20,14,33,19,25,41,11,17,35,26,20,41,100,95,199,12,7,20,13,10,17,12,4,16,8,10,19,11,9,24,62,40,104,12,6,22,11,5,13,3,14,14,5,3,10,7,8,17,45,38,82,0,7,7,5,10,16,0,3,6,3,4,3,3,0,4,21,23,43,12,6,25,9,5,9,3,4,12,0,0,0,0,0,0,2149,1998,4149
SSC70246,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,46
SSC70247,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,9,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,4,0,7,0,3,3,0,6,6,3,0,5,0,0,0,0,0,0,5,10,15,3,0,6,0,0,4,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,103,210
SSC70248,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,12,73
SSC70249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,33
SSC70250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48,89
SSC70251,40,18,16,29,23,18,37,17,22,47,25,23,49,110,88,197,25,32,64,15,13,28,10,11,24,16,19,27,13,9,20,82,81,164,9,6,22,15,15,33,11,11,24,17,3,18,13,4,16,67,45,110,4,7,12,15,8,19,6,0,5,7,3,14,8,6,10,34,19,58,4,8,14,10,4,12,7,0,5,7,3,10,0,0,0,25,15,43,3,13,16,0,0,6,0,3,7,0,3,3,0,0,0,1575,1420,2991
SSC70252,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,4,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,99,197
SSC70253,19,5,8,18,3,9,14,7,13,27,6,10,12,33,59,88,3,13,17,8,7,13,8,11,20,7,6,10,9,11,23,32,45,83,6,10,18,6,3,10,8,3,10,12,0,12,5,8,6,32,22,51,3,4,5,0,4,4,3,0,4,0,0,0,0,3,3,3,13,17,4,3,8,3,3,3,3,0,3,0,0,0,0,0,4,14,6,21,0,4,5,4,3,8,0,0,0,0,0,0,0,0,0,831,885,1709
SSC70254,5,0,8,12,9,3,11,0,0,0,3,8,14,14,26,41,6,8,11,4,4,3,6,4,10,3,0,5,3,8,9,19,24,41,4,0,6,3,3,10,0,4,4,0,4,3,3,0,0,14,14,29,0,4,4,5,0,5,4,0,4,4,0,3,7,0,5,11,4,22,0,0,4,0,0,0,0,0,0,3,0,3,0,3,3,6,5,10,4,0,3,0,4,4,0,0,0,0,0,0,0,0,0,365,359,728
SSC70255,12,5,3,6,0,3,3,5,0,11,0,7,9,24,14,40,3,5,14,3,8,14,7,0,3,0,0,0,0,5,5,12,25,36,4,4,13,4,3,8,3,3,5,5,0,8,0,0,0,21,16,34,3,0,3,6,0,9,0,5,5,0,0,0,4,0,3,12,10,20,0,0,0,3,0,3,0,3,4,0,0,0,0,0,0,8,4,11,3,3,3,4,0,6,0,0,0,0,0,0,0,0,0,318,282,602
SSC70256,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,8,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,26,44,70
