SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC70001,3,3,3,0,3,0,0,13,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,10,40,24,14,15,13,0,0,106,0,0,0,0,0,0,0,3,52,33,21,16,18,3,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,11,48,35,23,23,19,3,0,147
SSC70002,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,17,4,3,4,0,0,32,3,0,0,0,0,0,0,3,10,15,8,3,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,3,0,0,0,31,0,0,0,0,0,0,0,0,3,16,6,3,0,0,0,30,15,32,14,10,4,0,0,75
SSC70003,37,35,21,13,13,11,3,118,10,3,4,0,3,5,0,31,20,7,5,0,0,0,0,35,61,38,22,4,9,0,0,145,0,3,0,0,0,0,0,3,130,89,51,19,30,19,3,345,3,4,0,3,3,0,0,17,0,0,0,0,0,0,0,4,0,3,3,0,5,0,0,11,8,16,9,10,7,0,0,51,0,0,3,0,0,0,0,7,8,25,18,17,13,0,0,96,143,112,70,39,47,18,3,437
SSC70004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,10,13,3,0,0,80,0,0,0,0,0,0,0,0,37,26,10,13,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,7,6,0,0,0,60,0,0,0,0,0,0,0,0,18,28,7,6,0,0,0,58,48,57,17,19,5,0,0,143
SSC70005,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,13
SSC70006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,16,6,3,0,0,92,0,0,0,0,0,0,0,0,27,28,16,6,3,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,9,3,0,0,0,30,0,0,0,0,0,0,0,0,9,11,9,3,0,0,0,29,38,38,25,15,3,0,0,120
SSC70007,7,17,7,0,0,0,0,29,11,8,4,0,0,0,0,24,6,9,0,0,0,0,0,18,45,54,24,7,0,0,0,132,0,0,0,0,0,0,0,0,72,82,33,7,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,0,11,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,9,73,87,35,11,0,0,0,209
SSC70008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,3,0,0,0,33,0,0,0,0,0,0,0,0,18,6,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,3,3,0,0,31,0,0,0,0,0,0,0,0,9,9,3,3,3,0,0,31,21,19,7,9,6,0,0,65
SSC70009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,17,10,5,0,0,101,0,0,0,0,0,0,0,0,34,36,17,10,5,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,13,3,0,0,0,42,0,0,0,0,0,0,0,0,10,14,13,3,0,0,0,42,46,47,24,11,9,0,0,142
SSC70010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,6,3,3,0,0,0,22
SSC70011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,45,36,24,25,0,0,178,3,0,4,0,0,0,0,9,50,46,38,28,25,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,15,11,4,0,0,46,0,0,0,0,0,0,0,7,5,18,16,16,4,0,0,52,55,65,50,40,31,0,0,245
SSC70012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,3,0,0,0,0,23,0,0,0,0,0,0,0,0,8,14,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,13,15,13,0,4,0,0,0,35
SSC70013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,34,17,8,0,0,0,89,0,0,0,0,0,0,0,0,25,36,13,8,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,7,0,0,0,0,29,0,0,0,0,0,0,0,0,10,14,7,0,0,0,0,29,31,53,21,10,0,0,0,120
SSC70014,31,28,17,8,20,4,3,110,5,12,3,0,12,0,0,41,13,14,12,0,8,0,0,51,89,81,40,37,23,5,0,275,3,7,0,0,0,0,0,10,135,138,74,57,58,10,6,478,0,6,7,0,5,5,3,21,7,0,0,0,0,0,0,6,0,9,3,3,0,0,0,20,13,21,22,12,12,0,0,82,0,0,3,0,0,0,0,5,23,27,35,14,13,3,5,136,157,170,113,69,73,19,7,611
SSC70015,79,62,25,16,17,0,0,202,20,6,3,3,5,0,0,37,15,5,4,9,4,0,0,40,83,98,56,32,29,5,0,301,0,0,0,0,0,0,0,0,195,174,94,57,61,4,0,588,0,3,5,3,4,0,0,22,3,6,4,0,0,0,0,15,3,4,4,0,3,0,0,13,22,20,8,5,8,3,0,69,7,0,0,0,0,0,0,11,33,35,17,9,14,4,0,124,229,208,114,71,77,12,0,711
SSC70016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,4,0,0,0,0,24,0,0,0,0,0,0,0,0,13,11,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,13,13,15,5,3,3,0,0,33
SSC70018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC70019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,3,0,0,17,0,0,0,0,0,0,0,3,4,7,4,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,3,0,0,0,23,0,0,0,0,0,0,0,0,13,12,3,3,0,0,0,27,14,15,5,3,3,0,0,49
SSC70020,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,11,5,0,0,0,41,0,0,0,0,0,0,0,0,17,22,8,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,0,0,0,23,0,0,0,0,0,0,0,0,3,5,6,3,0,0,0,23,15,29,16,5,0,0,0,71
SSC70021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,7,8,0,0,0,29,0,0,0,0,0,0,0,0,7,11,7,8,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,0,0,0,0,22,0,0,0,0,0,0,0,0,8,5,8,0,0,0,0,22,14,18,13,8,0,0,0,47
SSC70022,59,39,19,7,15,4,0,151,10,13,7,0,3,0,0,30,20,20,8,7,7,0,0,56,125,112,47,23,29,3,3,346,0,3,0,0,0,0,0,4,209,185,81,36,54,9,3,585,11,8,3,3,3,0,0,21,7,0,0,0,0,0,0,11,3,3,0,0,3,0,0,8,22,38,15,4,16,0,0,93,0,0,0,0,0,0,0,7,41,49,21,12,22,3,0,141,248,239,101,46,79,11,3,725
SSC70023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,14,5,7,0,0,79,0,0,0,0,0,0,0,0,25,25,14,5,7,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,4,4,0,0,0,37,0,0,0,0,0,0,0,0,7,18,4,4,0,0,0,37,39,42,19,5,4,0,0,109
SSC70024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,6,3,4,0,0,41,0,0,0,0,0,0,0,0,14,16,6,3,4,0,0,42,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,13,21,4,3,6,0,0,44,0,5,0,0,0,0,0,3,17,23,8,3,6,0,0,57,31,40,9,4,16,0,0,96
SSC70025,17,16,15,15,12,0,0,74,7,5,0,5,3,0,0,27,11,12,6,0,8,0,0,34,50,51,28,27,29,6,3,186,0,0,0,0,0,0,0,0,86,83,40,44,53,9,5,321,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,3,6,3,0,0,15,0,0,0,0,0,0,0,5,3,3,4,6,6,0,0,29,93,88,50,50,60,11,5,347
SSC70026,5,3,4,0,0,4,0,15,0,0,0,4,0,0,0,12,0,3,3,0,5,0,0,12,32,32,23,17,14,0,0,122,0,0,0,0,0,0,0,0,41,44,28,20,22,3,0,155,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,6,6,0,10,0,0,16,0,0,0,0,0,0,0,0,5,5,6,0,10,0,0,24,44,49,33,20,27,3,0,180
SSC70027,54,49,28,16,25,7,0,188,14,13,12,4,6,0,0,45,24,12,10,4,5,0,0,58,179,129,34,21,14,3,0,383,0,3,0,0,0,0,0,0,278,212,86,48,46,7,3,669,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,4,4,3,3,0,0,0,0,11,29,24,18,9,3,3,0,85,4,0,0,0,0,0,0,3,38,31,19,14,9,3,0,110,310,241,102,59,50,11,4,783
SSC70028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,4,0,0,0,17,0,0,0,0,0,0,0,0,4,7,4,4,0,0,0,17,7,7,6,9,0,0,0,26
SSC70029,16,3,6,0,6,0,0,30,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,8,9,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,23,5,7,7,8,0,0,51,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,8,3,3,0,4,0,0,22,0,0,0,0,0,0,0,0,12,3,3,7,3,0,0,29,37,12,11,6,9,0,0,84
SSC70030,4,0,4,3,3,0,0,14,0,3,0,0,0,0,0,4,11,6,0,3,3,0,0,19,48,39,21,14,8,0,0,126,0,0,0,0,0,0,0,0,57,43,27,12,12,0,0,156,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,3,7,4,3,4,0,0,21,0,0,0,0,0,0,0,0,3,9,7,5,4,0,0,32,62,52,29,20,21,0,0,188
SSC70031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,41,16,22,8,0,0,138,0,0,0,0,0,0,0,0,46,41,16,22,8,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,6,5,0,0,0,45,0,0,0,0,0,0,0,0,15,20,6,5,0,0,0,44,58,59,24,28,13,0,0,178
SSC70032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,11,6,3,0,0,36,0,0,0,0,0,0,0,3,5,17,9,6,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,20,0,0,0,0,0,0,0,3,3,13,0,3,0,0,0,18,15,26,16,9,4,0,0,61
SSC70034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,12
SSC70035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,15
