SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC70132,9,16,10,6,5,0,3,52,12,11,7,3,7,0,0,39,27,21,3,7,6,0,0,69,190,204,117,73,94,8,3,690,6,0,0,0,0,0,0,3,237,252,141,92,115,6,10,856,0,0,0,0,3,0,0,12,5,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,24,30,19,13,16,0,0,98,0,3,3,3,0,0,0,8,29,39,19,21,17,0,0,129,268,290,165,114,140,10,6,989
SSC70133,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,10,12,3,11,5,0,0,46,0,0,0,0,0,0,0,0,15,16,3,9,10,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,18,16,26,7,10,7,3,3,78
SSC70134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,0,0,0,0,25,0,0,0,0,0,0,0,0,6,7,10,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,5,4,3,3,0,0,0,0,13,12,9,12,0,0,0,0,37
SSC70135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70136,6,3,0,0,0,0,0,15,0,0,0,0,0,0,0,3,8,3,5,0,4,0,0,13,59,51,15,8,5,0,0,142,0,0,0,3,0,0,0,5,69,58,27,16,9,0,0,179,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,10,3,7,0,0,0,0,25,0,0,0,0,0,0,0,0,12,17,9,3,0,0,0,39,81,71,34,15,10,0,0,215
SSC70137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,16,11,8,0,0,77,0,0,0,0,0,0,0,0,21,21,16,11,8,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,3,4,0,0,25,0,0,0,0,0,0,0,0,5,7,5,3,4,0,0,27,20,29,19,17,9,0,0,105
SSC70138,13,11,10,11,10,4,0,55,15,9,5,0,0,0,0,43,16,9,7,8,9,0,0,45,51,62,26,12,15,8,0,177,0,0,4,0,0,0,0,4,96,94,54,29,35,8,3,321,3,6,3,0,0,0,0,17,0,5,3,3,4,0,0,15,0,4,0,0,3,0,0,8,4,15,14,5,3,0,0,48,0,0,0,0,0,0,0,9,9,31,22,13,18,0,0,93,108,125,74,43,53,8,5,409
SSC70139,51,46,23,9,14,3,0,148,8,12,5,0,3,0,0,34,11,4,6,0,3,0,0,25,141,81,35,14,16,0,0,288,3,3,0,0,0,0,0,7,211,143,68,31,33,6,0,493,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,7,11,15,6,4,0,0,0,43,0,0,0,0,0,0,0,4,22,15,15,16,3,0,0,67,231,165,80,41,35,9,0,565
SSC70140,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,11,3,4,3,0,0,28,0,0,0,0,0,0,0,0,6,16,3,4,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,12,16,6,4,3,0,0,39
SSC70141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,11,6,0,0,0,69,0,3,0,0,0,0,0,3,31,31,11,6,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,4,0,0,0,25,0,0,0,0,0,0,0,0,14,4,3,4,0,0,0,25,39,35,18,7,3,0,0,102
SSC70142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,11,4,6,0,0,39,0,0,0,0,0,0,0,0,10,14,11,4,6,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,8,3,3,3,0,0,0,11,14,20,10,8,7,0,0,56
SSC70143,85,84,56,43,60,29,13,372,20,13,7,6,4,0,0,60,26,29,13,10,11,3,4,95,116,116,65,39,39,4,0,397,0,0,0,0,0,0,0,6,257,248,150,103,121,36,17,927,4,9,5,6,17,9,3,48,0,3,3,3,6,0,0,20,0,3,4,3,3,0,0,16,59,65,42,32,21,0,0,215,4,3,0,3,0,0,0,10,68,80,55,52,50,12,3,311,320,327,203,153,168,45,19,1243
SSC70144,14,4,0,0,0,0,0,30,0,7,5,0,0,0,0,9,3,6,0,0,0,0,0,13,34,36,17,8,9,0,0,107,0,0,4,0,0,0,0,4,53,49,26,15,12,3,0,162,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,6,18,22,12,9,9,0,0,75,0,3,0,0,0,0,0,4,23,22,21,9,11,0,0,85,76,74,41,20,24,0,0,249
SSC70145,29,22,8,6,21,8,0,97,11,14,4,0,3,0,0,26,17,9,6,0,3,0,0,37,142,120,65,42,34,9,0,404,3,0,0,5,0,0,0,13,203,160,85,56,60,12,0,572,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,42,44,31,20,16,3,0,154,3,3,3,0,0,0,0,8,50,46,35,21,19,3,0,173,248,206,113,75,75,13,0,745
SSC70146,9,10,4,3,0,0,0,32,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,14,45,32,17,10,10,0,0,109,3,0,0,0,0,0,0,4,68,48,17,11,12,0,0,159,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,15,11,8,0,0,67,0,0,0,0,0,0,0,3,19,18,15,12,11,0,0,72,83,64,31,22,22,0,0,228
SSC70147,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,0,0,0,22,0,0,0,0,0,0,0,0,11,3,3,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,13,8,3,4,4,0,0,33
SSC70148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,9,3,3,0,0,54,0,0,0,0,0,0,0,0,13,23,11,3,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,8,3,0,0,42,0,3,0,3,0,0,0,3,7,19,7,6,3,0,0,48,26,41,16,12,4,0,0,104
SSC70149,0,0,0,0,4,0,0,5,0,0,0,0,3,0,0,4,0,3,7,0,3,0,0,11,11,18,5,4,8,4,0,40,0,0,0,0,0,0,0,0,10,21,8,9,16,4,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,12,14,27,11,6,16,4,0,81
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,4,3,0,0,0,31,0,0,0,0,0,0,0,0,9,15,4,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,11,14,17,7,3,3,0,0,45
SSC70152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,52,35,18,7,0,0,146,0,0,0,0,0,0,0,0,37,52,35,18,7,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,11,10,0,0,0,53,0,3,0,0,0,0,0,3,14,16,11,10,0,0,0,56,52,72,42,27,5,0,0,207
SSC70153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC70154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70155,3,5,3,3,10,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,7,5,4,0,0,27,0,0,0,0,0,0,0,0,11,15,11,12,11,0,0,60,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,10,19,7,12,14,0,0,65
SSC70156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,14,19,6,6,7,0,0,48,0,4,0,0,0,0,0,4,18,25,12,8,9,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,3,3,0,0,0,3,0,0,5,6,0,0,0,9,22,27,16,12,9,0,0,74
SSC70157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,15,8,0,0,0,53,0,0,0,0,0,0,0,0,24,15,15,8,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,17,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,17,27,28,16,8,0,0,0,77
SSC70158,38,32,12,8,10,5,0,101,22,9,3,0,0,0,0,34,10,8,6,6,3,0,0,34,54,74,45,24,28,0,0,224,0,0,0,3,0,0,0,3,125,132,62,40,41,3,0,398,0,3,0,0,0,0,0,4,0,5,0,0,0,0,0,8,0,3,0,4,3,0,0,10,30,58,27,10,13,3,0,145,0,8,0,3,0,0,0,14,35,79,31,23,20,3,0,190,157,205,94,58,58,6,0,585
SSC70159,68,45,23,9,9,10,4,165,8,8,9,3,4,0,0,38,36,23,5,10,3,0,0,77,77,82,29,22,20,3,3,231,0,0,0,0,0,0,0,0,191,154,67,41,38,12,4,509,7,3,0,0,0,5,0,16,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,6,3,8,5,0,3,0,0,20,0,0,0,0,0,0,0,0,9,12,8,7,12,5,0,51,196,165,78,45,49,16,4,555
SSC70160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC70161,93,93,50,28,29,20,9,312,31,26,8,4,13,3,3,90,27,17,11,4,21,3,0,83,106,99,43,31,50,9,3,338,3,0,3,0,0,0,0,11,254,243,118,71,107,28,15,839,0,3,0,0,12,3,0,23,3,4,7,3,3,0,3,24,6,3,3,4,0,0,0,17,17,21,20,15,16,3,0,90,3,0,3,0,0,0,0,6,31,33,29,18,26,10,0,157,286,276,146,88,135,37,19,990
SSC70162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC70164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6
SSC70165,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,0,0,3,0,0,10,24,16,12,4,13,0,0,67,0,0,0,0,0,0,0,0,27,17,16,10,15,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,13,0,0,0,0,0,0,0,0,0,7,0,5,8,0,0,19,27,26,16,14,22,0,0,102
SSC70166,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,13,7,7,0,0,0,0,29,0,0,0,0,0,0,0,0,12,11,9,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,10,23,12,11,3,3,0,0,49
SSC70167,9,11,11,5,10,3,3,50,4,3,0,3,9,0,0,27,0,8,3,3,9,0,0,23,50,46,25,16,19,3,0,166,4,0,0,0,0,0,0,4,68,66,40,29,42,6,4,266,4,0,0,3,0,0,0,9,3,0,3,0,3,0,0,10,0,0,0,0,0,0,0,6,21,27,12,9,8,0,0,74,0,0,0,0,0,0,0,3,28,33,15,13,9,0,0,105,95,95,58,44,52,6,4,366
SSC70168,33,52,22,17,26,12,3,181,23,28,7,7,14,0,0,81,24,13,9,0,6,4,0,56,166,124,57,28,42,3,4,417,3,0,4,0,0,0,0,8,248,213,98,58,85,21,7,735,0,0,3,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,7,0,0,0,19,0,0,0,0,0,0,0,0,9,6,4,6,3,0,0,30,259,220,108,62,90,21,7,772
SSC70169,44,45,26,23,26,11,8,181,7,8,9,5,0,7,0,38,15,13,7,3,3,3,0,45,75,78,45,17,32,9,8,255,0,0,0,0,0,0,0,0,143,140,85,52,56,29,16,520,3,3,4,5,4,0,0,23,8,8,4,0,3,0,0,20,0,4,0,5,9,0,0,14,16,51,15,11,10,3,0,111,0,0,3,0,0,0,0,7,29,70,28,21,26,3,0,179,174,209,114,76,82,29,16,701
SSC70170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70172,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,165,149,94,63,27,3,0,490,3,4,3,3,0,0,0,9,171,155,92,68,27,3,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,22,9,8,3,0,97,0,0,0,0,0,0,0,0,22,30,22,9,8,3,0,97,192,185,114,73,38,5,0,613
SSC70173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,6,7,0,3,0,0,0,17
SSC70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC70176,0,3,0,0,3,0,0,10,7,5,0,0,0,0,0,18,12,3,4,4,7,0,0,27,23,42,26,10,9,0,0,115,0,0,0,0,0,0,0,0,41,55,31,14,17,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,3,4,0,0,0,17,0,0,0,0,0,0,0,0,9,6,3,4,0,0,0,19,47,61,30,17,23,0,0,180
SSC70177,6,10,10,9,3,0,0,32,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,9,9,8,5,0,0,40,0,0,0,0,0,0,0,0,15,21,25,17,8,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,5,0,0,27,0,0,0,0,0,0,0,6,3,7,9,3,5,0,3,37,25,28,29,19,12,0,3,121
SSC70178,27,13,3,3,8,3,0,52,10,4,0,0,4,3,0,28,7,5,3,5,3,0,0,22,25,41,8,12,16,0,4,107,0,0,0,0,0,0,0,0,69,65,16,16,27,6,4,211,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,6,3,3,0,0,3,0,12,0,0,0,0,0,0,0,0,11,3,9,3,7,3,0,30,80,67,25,18,35,6,4,238
SSC70179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,15,3,0,0,0,0,30,0,0,0,0,0,0,0,0,15,16,7,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,13,16,9,4,0,0,0,42
SSC70180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,0,0,0,0,22,0,0,0,0,0,0,0,0,11,5,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,12,10,3,3,0,0,0,27
SSC70181,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,3,6,5,3,0,0,0,0,13,23,53,26,21,27,0,0,149,0,0,0,0,0,0,0,0,30,66,28,21,29,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,4,0,0,12,0,0,0,0,0,0,0,3,5,3,3,7,3,0,0,19,35,67,37,23,28,0,0,191
SSC70182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11
SSC70185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,19,4,10,0,0,87,0,0,0,0,0,0,0,0,21,35,19,4,10,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,0,4,0,0,25,0,0,0,0,0,0,0,0,6,8,6,0,4,0,0,28,25,42,26,5,12,0,0,116
SSC70186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,81,38,41,23,0,0,228,0,0,0,0,0,0,0,0,49,81,38,41,23,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,40,23,20,14,3,0,140,0,0,0,0,0,0,0,0,37,42,23,20,14,3,0,143,87,121,63,59,36,3,0,371
SSC70187,61,44,21,15,21,8,0,172,8,11,6,3,5,0,0,32,10,9,3,3,4,3,0,40,55,27,20,13,12,3,0,129,0,0,0,0,0,0,0,3,133,89,50,38,42,12,0,367,0,5,3,0,4,0,0,18,0,3,3,0,0,0,0,13,0,3,0,0,0,0,0,10,17,21,9,3,7,0,0,54,0,0,0,0,0,0,0,7,20,33,21,10,18,3,0,96,155,121,72,48,55,12,0,461
SSC70188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,14,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,16,8,15,11,4,0,0,0,34
