SSC_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
SSC70138,9,72,73,476,19,641,0,0,0,29,0,31,48,4,5,17,3,77,4,0,0,0,0,4,12,5,3,5,0,22,116,48,45,309,4,513,70,0,4,3,0,82,5,0,5,3,0,16,24,9,9,38,0,79,27,4,0,11,3,46,3,0,0,0,0,3,22,0,0,0,0,20,41,10,8,105,3,168,5,0,6,30,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,6,7,0,3,0,11,0,0,0,8,0,10,0,0,0,0,0,0,23,14,11,92,0,139,0,0,0,0,0,3,3,0,0,0,0,3,17,0,0,5,0,18,8,3,0,0,0,11,0,0,0,0,0,0,17,0,0,0,0,21,5,0,7,3,0,16,168,17,17,35,3,243,3,4,0,6,136,158,532,122,117,812,169,1757
SSC70139,22,83,61,627,11,802,0,3,0,80,0,82,14,0,6,15,3,36,0,0,0,0,0,0,6,3,0,17,0,27,92,55,45,356,5,564,79,0,6,0,0,86,8,0,0,0,0,9,8,11,5,54,0,79,9,0,0,9,0,19,10,0,0,0,0,7,73,0,3,0,0,74,15,13,11,93,3,135,8,3,0,33,0,44,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,22,13,8,3,6,0,26,4,0,0,3,0,8,0,0,0,6,0,3,16,7,11,77,0,117,3,0,0,0,0,3,7,0,0,4,0,5,4,0,0,0,0,11,3,0,0,0,0,6,0,0,0,0,0,0,9,5,3,0,0,18,6,0,0,0,0,7,253,18,30,22,0,320,4,0,0,7,168,184,571,123,108,1042,188,2027
SSC70140,0,4,0,48,3,61,0,0,0,152,0,147,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,3,3,18,0,33,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,13,0,0,0,0,44,44,36,10,4,209,53,313
SSC70141,0,4,0,29,0,27,0,0,0,250,6,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,5,20,22,8,4,0,296,26,334
SSC70142,0,7,0,31,0,41,0,0,0,233,3,244,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,3,63,68,24,12,4,286,70,394
SSC70143,74,170,138,1149,33,1561,0,10,3,93,6,107,273,3,3,27,0,315,0,0,0,0,0,4,25,12,4,15,0,60,244,78,88,660,14,1090,349,10,12,13,11,388,11,8,0,7,0,23,22,9,11,92,3,138,125,43,19,35,7,225,4,0,0,0,0,3,100,0,0,0,0,100,41,30,33,236,4,339,36,13,9,30,0,93,0,0,0,0,0,0,0,3,0,0,0,3,10,0,0,7,0,14,0,4,0,0,0,6,13,0,0,5,0,24,21,7,4,4,0,40,12,3,0,4,0,22,0,0,0,3,0,5,62,22,22,205,0,311,0,0,0,3,0,3,6,0,0,0,0,7,27,0,0,0,0,31,10,0,0,0,0,10,0,0,0,0,0,0,84,3,3,0,0,93,9,3,0,8,0,20,710,49,63,69,9,893,27,0,3,41,537,611,1906,289,251,1903,601,4944
SSC70144,7,30,33,489,16,581,0,0,6,28,0,32,24,0,0,3,0,34,0,0,0,0,0,3,7,0,0,4,0,13,71,30,21,238,5,366,19,3,0,0,0,25,5,0,0,0,0,5,3,6,0,30,0,49,0,0,0,3,0,3,0,0,0,0,0,0,26,0,0,0,0,26,22,3,3,92,9,127,7,4,0,5,0,18,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,7,0,3,0,0,4,10,3,0,0,0,19,6,0,0,0,0,9,0,0,0,3,0,3,21,12,12,77,0,119,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,3,0,8,64,0,0,13,0,86,4,3,0,25,291,324,279,63,53,779,317,1488
SSC70145,12,94,71,1104,37,1324,0,0,0,88,3,93,18,0,0,21,0,38,0,0,0,0,0,0,16,3,0,5,0,28,115,58,41,580,19,807,126,3,14,0,7,146,3,3,0,11,0,13,17,10,3,98,4,129,0,0,0,4,0,7,4,0,0,4,0,6,65,0,0,4,0,68,30,8,7,147,0,198,4,8,4,37,0,56,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,14,8,0,3,0,0,17,16,4,3,0,0,29,3,0,0,3,0,5,3,0,0,0,0,6,49,14,15,141,8,219,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,3,0,16,8,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,3,0,11,120,18,15,40,0,197,8,0,4,25,552,591,544,128,113,1703,624,3114
SSC70146,4,30,39,474,19,563,0,0,0,86,0,92,14,0,0,16,0,32,3,0,0,0,0,3,3,4,3,3,0,14,35,17,20,223,7,311,31,0,0,0,0,37,0,0,0,0,0,3,14,4,4,41,3,64,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,18,8,9,82,0,114,0,3,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,3,0,3,0,0,10,0,3,0,0,0,3,0,0,0,3,0,3,15,3,6,61,0,84,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,3,45,3,11,12,0,68,0,0,0,12,377,395,200,52,52,783,405,1495
SSC70147,0,0,3,168,0,171,0,0,0,72,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,0,45,0,56,8,0,0,0,0,8,0,0,0,0,0,0,7,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,19,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,20,0,0,0,13,32,42,47,4,3,260,37,349
SSC70148,0,0,0,11,0,15,0,0,0,337,5,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,13,0,0,364,36,410
SSC70149,3,13,21,89,3,127,0,0,0,46,0,46,8,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,8,19,5,12,55,0,89,0,0,3,0,0,3,0,0,0,0,0,3,3,3,0,5,0,15,3,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,27,0,42,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,23,0,40,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,24,5,6,9,0,42,0,0,0,3,59,61,83,26,30,221,58,413
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70151,0,0,0,0,0,0,0,0,0,103,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,8,0,0,0,109,3,112
SSC70152,0,4,0,24,0,25,0,0,0,497,6,508,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,4,5,9,0,21,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,45,44,19,6,5,534,53,606
SSC70153,0,3,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,3,0,12,0,27,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,17,23,27,4,0,33,24,87
SSC70154,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC70155,9,0,8,54,7,75,0,0,0,4,0,3,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,41,4,69,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,21,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,71,0,0,0,0,68,0,0,0,3,0,3,37,0,3,3,0,43,0,0,0,0,61,63,154,12,10,100,68,347
SSC70156,0,4,20,104,0,126,0,0,0,19,4,22,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,18,6,6,82,0,120,0,0,0,0,0,3,4,0,0,0,0,4,7,3,0,22,0,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,40,0,48,3,0,3,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,27,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,23,0,0,0,11,188,202,41,13,20,239,198,510
SSC70157,0,0,0,5,0,3,0,0,0,214,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,0,0,224,13,239
SSC70158,8,77,57,747,23,916,0,5,0,82,0,89,25,3,3,6,0,36,0,0,0,0,0,4,19,0,0,6,0,29,141,68,53,429,11,698,42,4,7,0,3,55,10,3,0,6,0,13,28,12,14,84,4,133,0,3,0,0,0,7,3,0,0,0,0,3,80,0,0,0,0,80,32,18,13,129,0,201,15,9,10,20,0,48,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,8,4,0,0,54,15,7,0,0,0,19,4,0,0,0,0,3,0,0,0,0,0,8,38,11,12,103,0,161,0,0,0,0,0,0,14,4,0,0,0,22,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,7,0,16,113,29,21,19,0,186,3,3,0,23,237,267,501,151,117,1223,280,2267
SSC70159,32,78,114,692,9,917,0,0,0,19,0,21,103,3,8,19,0,138,12,3,0,0,0,17,15,9,12,13,0,51,317,75,103,650,4,1148,131,0,4,0,0,137,34,5,0,8,0,44,43,16,8,91,0,154,55,10,4,27,0,100,11,0,0,3,0,8,96,0,5,0,0,98,120,24,20,301,3,466,62,9,11,40,0,115,16,0,0,0,0,18,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,8,0,13,5,0,0,0,0,10,29,0,4,0,0,29,3,0,3,10,0,14,7,0,0,0,0,3,81,22,20,202,0,333,7,0,0,0,0,8,18,0,4,3,0,25,9,0,0,0,0,9,12,0,0,0,0,18,7,0,0,0,0,4,24,0,0,0,0,23,9,5,0,16,0,27,341,18,33,40,4,443,17,5,0,15,468,505,1367,178,211,1488,488,3729
SSC70160,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21,24,4,3,0,14,25,47
SSC70161,56,154,141,926,8,1288,0,0,0,48,0,47,318,17,13,43,3,389,0,0,0,3,0,6,30,11,4,17,3,74,263,116,84,705,18,1198,219,5,22,3,3,254,16,0,0,11,0,32,44,15,12,125,3,194,180,47,19,64,6,313,6,0,0,0,0,11,140,0,3,0,0,146,76,28,27,267,8,403,33,12,0,34,0,82,0,0,0,0,0,3,4,0,0,4,0,7,0,0,0,0,0,3,4,0,0,0,0,6,28,3,3,3,0,37,24,13,6,3,0,41,13,0,0,7,0,18,4,0,0,0,0,4,64,24,21,217,0,332,6,3,0,0,0,6,3,0,0,0,0,8,23,3,0,0,0,22,33,0,0,0,0,41,0,0,0,0,0,0,19,0,0,0,4,27,4,7,3,3,0,18,499,50,50,44,10,652,9,3,3,17,330,362,1818,303,252,1823,384,4578
SSC70162,0,3,0,31,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,28,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,17,20,25,6,0,49,13,94
SSC70163,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,12,0,6,0,16,7,32
SSC70164,0,0,0,8,0,12,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,8,0,4,22,14,44
SSC70165,0,16,17,136,3,176,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,4,0,4,3,0,10,15,17,7,105,0,144,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,10,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,37,0,48,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,7,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,5,0,3,35,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,11,82,93,61,25,20,260,85,452
