SSC_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SSC70193,0,6,0,6,94,25,127,5,3,0,11,70,11,95,47,6,3,59,110,35,200,69,8,3,79,96,34,213,49,8,0,56,116,22,200,10,11,0,26,90,23,138,4,3,0,9,57,18,79,0,0,0,3,16,4,20,0,0,0,0,0,0,0,190,49,3,245,644,169,1063,6,7,0,9,82,16,111,21,3,0,28,45,15,86,112,6,0,120,86,40,247,99,11,4,115,78,22,215,32,23,4,61,100,18,181,4,25,0,36,88,23,141,0,8,0,8,54,12,86,0,0,0,0,16,3,21,0,0,0,0,8,3,6,273,92,15,384,563,150,1096,6,9,0,15,176,48,230,28,9,0,32,122,25,177,158,18,4,182,195,67,449,170,17,10,199,174,52,423,83,32,4,120,220,47,382,14,40,0,61,179,43,281,4,11,0,16,113,32,162,0,0,0,3,30,8,42,0,0,0,0
SSC70194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,6,0,0,0,3,5,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70195,0,4,0,4,8,3,21,0,0,0,0,5,0,5,20,3,0,22,24,8,52,18,0,0,18,30,3,52,11,0,0,11,26,6,36,0,0,0,0,33,7,40,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0,44,134,31,212,0,0,0,0,7,6,10,0,0,0,0,10,5,15,24,0,0,30,32,14,70,13,0,0,21,18,5,42,6,0,0,8,24,3,33,0,3,0,5,21,3,21,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,49,5,0,57,113,40,214,0,3,0,3,18,7,30,0,0,0,0,16,5,25,43,4,0,47,56,21,126,34,0,0,34,48,16,93,16,0,0,16,48,8,73,0,3,0,5,49,5,61,0,0,0,0,11,0,11,0,0,0,0,6,0,4,0,0,0,0
SSC70196,0,3,0,3,8,0,11,3,0,0,4,5,0,4,3,3,0,3,3,0,7,3,4,0,6,6,3,20,3,3,0,6,6,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,28,33,3,60,0,0,0,0,6,0,10,3,0,0,3,0,0,3,3,0,0,5,9,0,11,5,8,0,12,3,6,19,3,0,0,3,3,0,12,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,3,27,27,9,63,0,3,0,3,17,0,16,6,0,0,5,4,0,8,9,3,0,10,12,0,23,9,8,0,18,14,10,38,9,7,0,16,6,0,25,0,0,0,3,3,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
SSC70197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,5,0,0,4,5,0,0,3,3,0,10,0,0,0,0,7,0,10,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,20,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,6,7,0,0,8,0,0,8,0,0,0,4,3,0,10,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,12,12,6,25,0,0,0,0,3,4,6,0,0,0,0,0,3,5,3,0,0,6,3,5,11,6,0,0,11,0,0,11,6,3,0,6,7,3,16,0,0,0,0,13,0,10,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
SSC70198,0,0,0,0,44,3,54,3,3,0,5,76,4,89,105,11,0,110,181,30,321,121,3,3,128,70,10,207,40,4,0,47,61,8,119,0,3,0,8,35,0,40,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,22,7,299,484,57,841,0,7,0,7,30,3,39,10,9,0,20,85,11,113,150,11,7,173,146,27,341,130,6,0,142,42,12,191,22,9,0,31,60,8,102,0,5,0,11,30,0,37,0,3,0,3,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,319,55,5,384,396,56,833,0,7,0,9,74,8,93,14,11,0,24,158,17,201,255,24,7,281,330,52,661,256,10,3,269,115,18,398,57,13,3,80,126,14,220,3,12,0,16,61,0,78,0,3,0,5,10,0,16,0,0,0,0,3,0,8,0,0,0,0
SSC70199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70200,0,3,0,3,10,3,15,3,9,0,9,3,7,19,4,0,5,6,10,16,29,8,3,0,12,3,3,17,3,8,0,10,11,3,22,0,0,0,3,6,4,13,0,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,18,21,3,42,42,32,124,0,3,0,3,8,0,7,9,3,0,8,3,26,36,5,3,0,5,12,3,24,5,8,4,17,14,3,32,0,5,0,6,9,3,19,0,3,0,5,4,0,12,0,3,0,3,4,0,6,0,0,0,0,5,0,5,0,0,0,0,0,0,0,23,25,4,45,58,34,143,0,3,0,4,12,7,21,6,12,0,18,8,32,57,9,3,3,17,25,17,56,10,9,6,28,14,10,49,5,11,0,15,17,4,39,3,3,0,6,12,6,26,3,3,0,4,11,0,12,0,0,0,0,3,0,3,0,0,0,0
SSC70201,0,8,0,8,55,5,67,3,0,0,3,57,5,69,28,7,0,31,119,16,168,59,3,0,69,84,16,166,38,3,3,41,80,14,138,9,5,0,15,76,20,108,0,16,0,14,57,8,80,0,3,0,3,31,0,34,0,0,0,0,3,0,4,133,43,9,182,556,87,829,0,7,0,8,47,4,57,3,8,0,11,39,7,54,47,4,4,56,76,15,146,81,6,4,85,51,10,152,32,15,0,49,69,13,131,7,23,0,30,68,15,109,0,15,0,15,56,12,82,0,7,0,8,17,3,23,0,0,0,0,5,0,5,172,81,8,259,420,76,754,0,13,0,16,108,11,129,8,11,0,17,93,8,123,77,11,4,87,193,36,309,139,10,4,155,134,31,314,72,13,4,92,151,27,266,9,30,0,47,141,31,218,0,28,0,34,113,14,155,0,10,0,6,44,5,59,0,0,0,0
SSC70202,0,0,0,0,0,38,35,0,0,0,0,0,31,31,0,0,0,0,0,0,3,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,74,79,0,0,0,0,0,61,67,0,0,0,0,0,0,0,0,0,3,4,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,11,5,66,81,0,4,0,4,0,100,105,0,0,0,0,0,31,36,0,0,3,4,4,3,13,0,4,0,4,0,0,5,0,0,0,3,0,3,7,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SSC70203,0,0,0,0,6,3,10,8,0,0,12,5,0,20,11,0,0,13,10,3,22,5,0,0,5,14,0,15,0,0,0,0,9,4,10,3,3,0,4,15,4,19,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,0,31,62,15,106,0,0,0,0,10,0,13,8,4,0,9,9,0,20,12,3,0,14,10,4,27,8,3,0,8,7,3,21,3,7,0,11,13,7,25,3,6,0,5,10,4,25,0,4,0,4,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,21,0,55,64,24,146,0,0,0,0,16,3,26,12,3,0,17,17,0,36,22,4,0,29,20,9,54,12,3,0,13,19,4,40,3,5,0,9,16,13,40,3,7,0,11,21,10,46,0,4,0,4,7,5,11,0,0,0,0,3,0,3,0,0,0,0
SSC70204,0,0,0,0,6,0,8,3,0,0,6,5,0,5,8,3,0,6,7,0,13,0,0,0,0,3,0,6,0,0,0,0,6,0,8,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,20,27,0,51,3,0,0,3,0,0,4,0,0,0,0,0,0,3,7,0,0,10,3,0,10,0,0,0,4,3,0,6,3,4,0,7,7,0,11,0,4,0,4,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,24,14,0,37,3,0,0,4,10,0,11,7,0,0,3,3,0,8,15,5,0,14,7,0,26,0,3,0,3,3,0,12,3,7,0,4,13,0,15,0,3,0,3,3,0,13,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
SSC70205,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,3,0,0,0,5,0,0,5,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,9,0,14,0,0,0,0,3,0,3,3,0,0,3,7,0,3,0,3,0,8,0,0,4,3,0,0,3,0,0,3,0,6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,17,9,0,27,0,0,0,0,7,0,7,3,0,0,3,4,0,10,5,3,0,5,3,0,10,7,4,0,6,0,0,6,0,3,0,10,0,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70206,0,12,0,12,7,0,20,3,7,0,15,8,0,20,19,0,3,27,3,0,29,14,0,0,14,4,0,19,8,4,0,10,0,0,12,0,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,32,4,78,27,0,103,0,15,0,21,4,0,28,13,3,0,14,0,0,20,32,5,0,36,0,0,42,18,0,0,18,3,0,25,5,9,0,13,0,0,16,3,3,0,5,3,0,11,0,3,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,45,0,126,13,0,142,0,32,0,35,10,0,41,20,16,0,33,9,0,41,52,5,3,62,8,0,67,39,0,0,39,8,0,40,16,11,0,26,4,0,24,3,4,0,8,3,0,12,0,3,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0
SSC70207,0,14,0,14,18,40,77,9,5,3,16,18,9,51,36,15,7,57,32,15,100,23,13,11,48,14,4,64,11,14,3,24,21,0,53,3,8,0,17,19,7,37,0,0,0,3,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,71,20,175,125,84,391,3,6,3,14,13,33,64,14,6,3,29,11,8,50,46,14,10,68,15,9,94,38,11,7,63,13,7,79,12,12,3,23,22,7,54,4,11,3,16,23,3,40,0,0,0,0,3,3,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,115,71,24,221,101,71,387,9,24,3,34,32,75,142,20,17,5,41,36,21,92,84,32,16,125,47,23,193,69,28,13,106,22,14,146,24,24,9,54,45,7,99,7,22,3,28,38,10,73,0,5,0,5,9,3,18,0,0,0,0,3,0,3,0,0,0,0
SSC70208,0,12,0,10,57,30,97,4,3,0,7,54,25,91,75,7,3,81,93,54,238,124,7,9,143,87,45,278,71,14,5,97,138,39,268,13,3,0,16,109,42,160,3,4,0,5,46,19,69,0,0,0,0,7,0,4,0,0,0,0,0,0,0,294,60,13,365,586,255,1206,0,21,0,21,41,23,77,17,7,0,23,40,12,81,112,17,7,134,87,48,263,138,23,21,181,69,32,285,60,16,0,72,126,36,229,3,22,0,24,90,35,145,0,6,0,6,28,12,42,0,0,0,0,3,0,3,0,0,0,0,0,0,0,323,107,31,460,481,191,1131,0,26,0,29,99,50,173,19,13,0,30,97,35,167,186,23,14,220,178,106,503,264,33,25,321,161,81,562,129,34,3,167,262,73,505,11,27,0,43,196,70,305,3,14,0,14,73,27,110,0,0,0,0,7,0,8,0,0,0,0
SSC70209,0,0,0,0,3,0,7,3,0,0,3,8,0,9,0,0,0,0,3,0,3,3,0,0,3,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,21,0,26,0,0,0,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,7,0,3,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,11,0,22,0,0,3,3,7,0,4,3,0,0,8,9,0,13,0,0,0,0,8,0,13,7,0,0,3,3,0,10,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SSC70210,0,0,0,0,81,4,90,5,4,0,8,85,11,108,65,9,3,77,288,53,417,137,4,0,146,134,43,323,55,4,10,67,149,25,244,26,8,0,34,159,23,210,4,11,0,18,112,30,159,0,3,0,3,28,7,36,0,0,0,0,6,0,6,287,52,7,349,1033,200,1585,3,9,0,12,70,9,86,10,3,0,15,82,10,113,102,22,0,120,260,56,441,142,12,8,166,121,27,314,73,14,3,92,147,31,273,5,27,0,28,147,24,198,0,30,0,30,83,15,131,0,7,0,9,32,3,42,0,0,0,0,13,0,13,336,112,20,465,954,178,1601,3,9,0,9,153,15,172,14,4,0,22,173,29,221,164,31,3,196,548,114,858,276,20,10,305,256,68,633,126,22,15,157,297,61,514,29,34,0,62,300,46,410,4,40,0,45,192,44,289,0,7,0,8,56,12,74,0,0,0,0
SSC70211,0,0,0,0,4,0,5,0,0,0,0,3,0,3,4,0,0,9,3,0,11,3,0,0,3,9,3,9,4,0,0,4,4,0,11,0,0,0,0,0,0,3,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,17,21,10,50,0,0,0,0,3,0,4,0,0,0,0,3,0,7,7,0,3,7,5,3,12,8,0,0,8,4,0,12,3,3,0,9,7,0,11,0,0,0,0,3,3,10,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,3,26,22,7,59,0,4,0,3,7,0,14,0,0,0,4,6,0,7,9,0,4,18,10,3,23,6,0,0,6,12,4,18,11,3,0,10,10,0,20,0,0,0,0,6,3,12,0,0,0,0,3,8,13,0,0,0,0,0,0,0,0,0,0,0
SSC70212,0,0,0,0,4,0,10,0,0,0,0,9,0,13,3,0,0,3,6,0,10,14,0,0,14,5,4,18,9,0,0,9,24,9,37,0,0,0,3,28,3,32,0,0,0,0,16,5,21,0,0,0,0,3,0,3,0,0,0,0,0,0,0,24,0,0,29,92,29,147,0,0,0,0,8,0,9,0,0,0,0,3,0,8,8,0,0,6,3,0,13,7,0,0,15,0,11,21,8,0,0,5,22,3,29,0,3,0,3,12,3,23,0,3,0,4,11,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,3,42,60,23,119,0,0,0,0,13,5,19,0,0,0,0,13,0,15,11,0,0,9,15,0,24,22,0,0,25,4,11,44,14,0,0,14,44,9,70,0,7,0,4,36,8,58,0,3,0,5,23,8,39,0,0,0,0,3,0,3,0,0,0,0
SSC70213,3,3,0,4,27,9,40,3,0,0,4,16,0,23,28,5,3,42,25,3,75,16,3,0,23,19,0,39,5,6,3,13,18,0,38,0,5,0,5,17,0,26,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,26,6,93,146,16,254,5,10,0,14,12,4,31,8,11,0,16,13,3,28,38,13,4,47,20,5,74,21,4,4,31,16,0,53,3,20,0,21,25,3,49,0,4,0,3,21,3,24,0,4,0,4,10,0,13,0,0,0,0,5,0,6,0,0,0,0,0,0,0,69,67,10,146,121,15,286,4,16,0,21,43,11,79,8,8,0,22,29,4,51,66,21,3,92,48,11,149,38,6,5,52,38,0,88,9,25,7,37,44,8,86,0,10,0,10,34,3,45,0,4,0,3,19,0,24,0,0,0,3,5,0,7,0,0,0,0
SSC70214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70215,0,0,0,0,3,4,11,0,0,0,0,3,0,4,11,0,0,8,6,0,19,6,0,3,5,4,0,16,0,4,0,4,6,0,11,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,3,24,32,3,66,0,3,0,3,0,0,5,10,3,0,9,5,0,12,10,3,0,12,8,0,20,7,8,3,17,8,0,26,0,6,0,12,4,0,11,0,0,0,3,4,0,7,0,4,0,4,3,0,7,0,3,0,3,0,0,3,0,0,0,0,0,0,0,29,31,3,65,31,0,95,0,6,0,6,4,4,17,9,3,0,11,5,0,15,20,0,0,24,15,0,36,8,10,3,23,13,3,33,0,12,0,16,12,0,28,3,0,0,5,9,0,11,0,4,0,4,3,0,9,0,3,0,3,3,0,3,0,0,0,0
SSC70216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70217,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,0,0,4,4,0,0,0,0,3,3,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,5,0,9,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
SSC70218,3,3,0,11,5,5,17,8,3,0,12,3,0,13,9,8,0,16,11,4,31,4,5,3,11,3,0,21,0,0,3,5,9,0,16,0,3,0,6,5,16,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,5,58,41,22,122,3,9,0,6,7,0,10,5,5,0,18,0,0,16,23,13,4,35,4,14,51,12,5,3,22,4,4,26,3,12,0,14,3,3,21,0,12,0,12,4,12,34,0,4,0,4,0,0,5,0,4,0,4,0,0,4,0,0,0,0,0,0,0,43,57,13,111,29,26,172,6,13,0,17,10,5,26,11,10,0,22,3,0,29,29,17,7,50,16,17,87,16,8,7,29,11,3,48,3,13,3,20,12,3,38,0,18,0,22,12,28,57,0,3,0,3,3,0,6,0,3,0,3,0,0,3,0,0,0,0
SSC70219,0,3,0,3,38,3,49,0,3,0,5,61,3,67,48,4,4,55,194,29,274,92,0,0,90,112,21,225,58,3,0,62,133,24,215,4,8,0,14,108,25,148,4,7,0,9,74,15,100,0,0,0,0,15,3,18,0,0,0,0,3,0,3,210,22,4,235,741,127,1104,3,3,0,7,45,7,57,3,3,0,5,60,14,78,87,10,5,97,186,35,317,113,8,9,129,90,23,244,47,19,3,66,117,26,203,3,17,0,22,91,18,127,0,10,0,11,34,0,51,0,0,0,0,24,3,23,0,0,0,0,0,3,4,251,74,11,340,641,121,1103,3,5,0,9,87,9,101,3,7,0,7,118,15,148,131,15,5,152,383,60,593,206,10,6,223,198,44,470,104,20,3,127,247,51,417,10,27,0,38,199,43,273,6,17,0,22,113,16,148,0,4,0,4,39,5,40,0,0,0,0
