SSC_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SSC70028,0,0,0,0,6,0,12,0,0,0,7,3,0,8,0,3,3,5,12,0,16,0,3,0,6,7,0,15,0,3,0,3,9,0,12,0,0,0,0,5,0,10,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,23,47,0,77,0,0,0,0,3,0,3,3,0,0,3,3,0,10,0,6,0,6,4,0,13,0,3,0,6,3,0,10,0,6,0,5,4,0,9,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,8,27,29,0,59,0,3,0,3,12,0,20,4,0,0,9,11,0,20,3,10,3,13,10,0,24,0,9,3,12,10,0,23,0,9,0,14,15,0,23,0,6,0,3,15,0,15,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0
SSC70029,0,0,0,0,54,6,59,0,0,0,0,20,3,27,11,0,0,14,25,4,43,9,0,0,9,29,8,43,7,3,0,10,33,8,58,0,3,0,3,36,16,56,0,0,0,3,24,11,33,0,0,0,0,3,0,5,0,0,0,0,0,0,0,31,11,0,48,233,60,334,0,3,0,3,47,5,58,8,0,0,9,13,3,21,16,0,0,16,15,7,42,12,7,0,18,18,3,41,4,5,0,8,33,9,51,0,3,0,0,28,10,41,0,0,0,0,19,10,24,0,0,0,0,3,0,4,0,0,0,0,0,0,0,39,15,0,54,179,54,280,0,6,0,6,96,13,116,9,0,0,8,33,11,52,30,0,0,28,47,14,89,20,7,0,21,48,16,81,13,11,0,18,71,21,108,0,4,0,3,66,27,98,0,5,0,3,44,18,61,0,0,0,0,7,0,9,0,0,0,0
SSC70030,0,0,0,0,17,8,31,0,3,0,5,9,0,18,15,0,0,15,40,8,64,23,0,0,30,34,11,67,16,3,0,15,36,8,61,0,0,0,3,62,8,68,0,3,0,0,21,6,27,0,0,0,0,3,0,7,0,0,0,0,0,0,0,56,8,3,67,223,46,335,0,3,0,3,17,7,25,5,3,0,7,15,3,31,20,6,0,24,18,3,44,32,3,3,33,20,13,69,11,8,0,18,33,7,54,0,12,0,13,23,7,41,0,10,0,10,13,0,24,0,0,0,0,3,0,3,0,0,0,0,0,0,0,68,36,3,108,147,42,290,0,3,0,3,30,14,51,6,7,0,9,27,8,44,38,6,0,42,63,9,109,55,3,4,65,53,17,134,21,10,0,34,67,15,115,3,7,0,11,86,13,110,0,11,0,10,34,4,53,0,0,0,0,8,0,10,0,0,0,0
SSC70031,0,7,0,7,8,0,18,9,9,0,18,11,0,31,22,9,0,30,16,0,44,11,4,0,20,11,0,29,0,11,3,14,8,0,22,3,3,0,4,8,0,16,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,34,9,90,80,0,174,0,3,0,5,17,0,26,9,4,0,21,10,0,30,31,10,3,40,6,0,49,15,3,0,16,8,0,27,3,11,3,26,8,3,34,0,9,0,9,8,0,12,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,48,9,115,70,4,189,3,11,0,16,30,0,45,15,11,4,35,25,4,60,45,16,7,69,27,0,96,20,11,3,33,21,0,64,9,24,8,37,16,3,56,3,7,0,14,21,0,27,0,3,0,3,10,0,11,0,0,0,0,0,0,0,0,0,0,0
SSC70032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70033,0,0,0,0,5,3,13,0,0,0,0,8,0,9,3,0,0,3,15,4,21,0,3,0,3,10,0,12,0,0,0,0,6,0,10,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,52,8,62,0,0,0,0,7,0,11,3,0,0,3,0,0,3,3,6,0,12,8,0,20,3,0,0,3,9,0,15,3,3,0,4,5,0,14,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,6,0,27,45,6,70,0,0,0,0,18,3,17,3,0,0,3,8,0,12,6,6,0,8,23,3,35,3,3,0,4,20,0,25,3,3,0,4,14,3,21,0,0,0,0,6,0,10,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0
SSC70034,0,0,0,0,0,0,3,0,0,0,0,4,0,6,3,0,0,3,6,4,15,0,0,0,0,3,0,7,0,0,0,0,0,0,5,0,0,0,0,7,7,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,10,25,15,46,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,5,3,0,8,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,6,3,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,11,12,30,0,0,0,0,0,6,6,0,0,0,0,5,0,9,7,0,0,7,7,5,19,0,3,0,3,7,0,14,0,0,0,0,3,4,10,0,0,0,0,13,3,18,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,0,0
SSC70035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,5,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,3,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,4,0,0,3,3,0,0,3,0,0,7,3,0,0,3,3,0,5,0,0,0,0,0,4,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
SSC70037,0,0,0,3,36,6,46,4,0,0,4,20,3,32,10,3,0,18,51,9,71,10,9,4,17,32,3,54,7,3,0,10,31,7,45,0,0,0,3,29,3,40,0,0,0,0,17,0,18,0,0,0,0,6,3,9,0,0,0,0,0,0,0,36,15,4,55,237,34,329,3,5,0,5,28,0,36,11,3,0,10,25,6,37,16,10,0,26,34,3,59,10,14,3,29,28,7,59,3,3,0,8,38,3,52,0,0,0,7,25,4,31,0,3,0,3,13,0,15,0,0,0,0,3,0,3,0,0,0,0,0,0,0,45,36,4,82,190,18,294,7,3,0,5,64,12,79,14,3,0,16,44,9,70,27,11,0,42,82,11,132,24,18,4,47,61,5,113,11,7,0,17,76,6,99,3,3,0,5,58,10,71,0,3,0,3,32,0,40,0,0,0,0,13,3,16,0,0,0,0
SSC70038,0,0,0,0,0,7,7,0,0,0,0,0,9,9,0,0,0,0,3,0,9,0,0,0,0,0,3,4,0,0,0,0,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,21,37,0,0,0,0,6,9,13,0,0,0,0,0,3,8,0,0,0,0,3,7,7,0,0,0,0,0,0,3,0,0,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,33,0,0,0,0,6,9,11,0,0,0,0,0,11,14,0,0,0,0,5,8,14,0,0,0,0,0,0,6,3,0,0,3,9,5,15,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
SSC70039,0,12,0,10,80,11,103,3,3,0,7,74,14,102,71,7,0,76,124,40,244,80,0,8,85,85,28,194,50,8,0,58,140,20,219,12,13,0,26,156,26,205,4,3,0,4,76,19,100,0,0,0,0,24,9,32,0,0,0,0,9,0,11,218,47,11,277,772,162,1206,0,14,0,14,76,20,108,14,11,0,29,52,12,94,96,14,12,119,115,37,265,99,13,7,117,70,35,224,48,23,3,76,152,24,251,8,36,0,44,145,23,215,0,11,0,12,66,16,93,0,4,0,4,20,3,27,0,3,0,3,6,7,12,270,124,22,412,706,174,1295,3,29,0,26,161,27,213,19,15,0,37,130,26,193,164,17,10,198,240,72,511,179,11,11,205,157,60,422,96,28,4,132,293,48,469,18,49,0,65,303,51,421,3,19,0,21,137,35,193,0,4,0,4,51,7,60,0,3,0,0
SSC70040,0,3,0,3,30,9,36,0,0,0,0,71,31,101,19,3,0,22,115,34,164,43,0,0,44,36,10,83,16,0,0,19,36,3,57,4,4,0,14,50,9,71,0,0,0,5,32,8,43,0,0,0,0,13,0,13,0,0,0,0,3,0,3,79,19,0,106,381,98,583,0,3,0,6,31,4,41,0,3,0,0,31,12,48,29,12,3,41,85,22,151,44,3,0,46,15,3,71,20,0,0,25,32,3,62,0,16,0,16,61,4,82,0,4,0,9,23,10,37,0,0,0,0,18,3,20,0,0,0,0,3,0,3,101,42,6,146,302,56,509,0,7,0,7,59,11,76,0,3,0,0,101,40,151,51,11,3,63,201,50,317,83,3,3,92,49,12,152,34,4,3,39,64,9,115,4,25,0,28,116,9,155,3,10,0,15,58,14,84,0,0,0,0,29,3,32,0,0,0,0
SSC70041,0,0,0,0,4,0,4,0,0,0,0,7,0,5,4,0,0,3,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,14,3,28,0,0,0,0,7,0,7,0,3,0,3,5,0,10,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,9,16,0,17,0,0,0,0,5,0,5,0,0,0,7,12,0,14,5,0,0,4,3,3,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SSC70042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70043,0,3,0,3,4,0,8,4,0,0,5,4,0,9,15,3,3,22,14,3,41,9,0,3,14,5,0,18,0,7,0,7,3,4,17,0,3,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,34,15,5,54,44,6,106,0,3,0,4,3,0,7,4,0,0,7,0,0,7,18,0,4,21,7,0,30,5,3,0,10,3,0,11,0,10,5,9,6,3,19,0,5,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,33,20,8,61,25,4,86,0,7,0,7,10,0,16,7,0,3,8,4,0,14,36,3,8,44,16,3,68,16,3,3,21,7,0,29,3,11,3,20,14,6,38,0,6,0,6,10,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0
SSC70044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,7,0,7,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,6,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0
SSC70045,0,0,0,3,4,0,8,0,0,3,3,3,44,49,3,0,3,4,7,0,10,3,0,5,4,6,0,8,0,0,0,3,5,0,10,0,0,0,0,8,0,10,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,18,42,51,110,0,0,0,0,0,19,18,0,0,3,4,0,25,29,5,0,4,10,6,0,16,5,0,4,7,3,0,14,0,3,0,3,3,0,10,0,3,0,3,5,0,12,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,17,38,23,38,102,0,0,4,7,6,14,30,0,0,5,11,4,69,78,6,0,10,15,14,0,25,7,0,10,17,6,0,22,4,3,0,8,10,3,25,0,3,0,3,14,0,15,0,0,0,0,6,0,8,0,0,0,0,3,3,4,0,0,0,0
SSC70046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,7,5,0,0,5,8,0,11,0,0,0,0,9,4,11,0,0,0,0,13,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,34,5,47,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,0,0,3,7,0,10,0,0,0,0,6,3,8,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,23,4,42,0,0,0,0,4,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,4,4,0,0,4,3,0,13,7,0,0,7,10,0,17,0,0,0,0,16,4,25,0,0,0,0,22,3,24,0,0,0,0,0,0,0,0,0,0,0
SSC70047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70048,0,0,0,0,0,0,0,0,3,0,8,4,0,11,4,0,0,4,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,10,0,23,0,0,0,0,3,0,3,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,8,0,21,0,0,0,0,3,0,0,0,4,0,5,4,0,12,3,0,0,6,0,0,10,0,0,4,4,3,0,7,0,0,0,0,4,0,3,0,0,0,0,6,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
SSC70049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70050,0,0,0,0,6,0,7,0,3,0,3,9,0,10,6,0,0,8,5,0,20,3,0,0,6,4,0,9,0,3,0,3,3,15,22,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,21,31,15,73,0,4,0,3,4,0,4,0,0,0,0,4,0,6,11,0,0,12,5,0,14,3,4,0,3,5,0,12,0,5,0,5,0,0,5,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,26,26,4,55,0,3,0,7,8,0,13,0,0,0,4,10,0,16,11,0,0,14,18,3,32,10,4,0,11,9,0,18,0,8,0,9,7,16,28,0,0,0,0,7,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70051,0,0,0,0,12,0,8,0,0,0,0,45,17,62,3,0,0,4,55,13,70,6,0,0,6,17,4,22,3,0,0,3,9,0,10,0,0,0,0,4,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,131,49,187,0,0,0,0,7,3,11,0,0,0,0,28,13,40,4,0,0,4,33,11,45,10,0,0,10,11,6,18,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,88,27,127,0,0,0,0,13,8,21,0,0,0,0,74,32,104,4,0,0,7,89,22,119,14,0,0,14,19,7,45,3,0,0,3,9,3,15,0,0,0,0,5,0,4,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0
SSC70052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,7,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
