SSC_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
SSC70141,3,0,0,0,10,14,3,0,0,0,8,15,24,0,0,0,3,29,9,0,0,0,3,16,8,0,4,3,3,16,6,0,4,0,0,14,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,61,4,3,4,32,104,3,0,0,0,9,8,12,0,0,0,6,23,14,3,0,0,8,32,3,3,0,0,12,20,16,4,3,0,3,27,5,0,0,0,4,8,6,0,0,0,3,7,0,0,0,3,0,3,0,0,0,0,0,0,59,12,3,3,53,128,3,0,0,0,21,21,18,0,0,0,16,37,39,3,0,0,18,56,10,3,0,0,19,33,19,6,3,4,11,43,16,0,4,0,4,25,3,0,0,0,7,13,3,0,0,4,3,6,0,0,0,0,0,0,118,14,7,10,88,230
SSC70142,3,0,0,0,22,25,3,0,0,0,9,15,9,0,0,0,16,24,22,0,0,0,5,33,15,5,0,0,11,28,9,0,0,0,8,24,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,66,9,6,3,73,157,0,0,0,0,23,24,3,0,0,0,17,21,19,0,0,0,13,30,22,0,5,0,8,31,17,0,3,4,6,24,0,0,3,3,5,9,3,0,0,12,0,16,0,0,0,7,0,8,0,0,0,0,0,0,61,0,9,23,71,165,3,0,0,0,51,54,12,0,0,0,26,39,28,0,0,0,25,59,46,0,5,0,21,65,31,5,7,4,11,53,14,0,8,3,11,35,5,0,0,12,0,18,3,0,0,13,0,11,0,0,0,0,0,0,130,14,17,24,140,323
SSC70143,0,0,0,0,199,203,7,0,0,0,168,170,118,6,10,0,229,361,203,15,19,0,115,351,182,19,27,3,84,307,190,13,42,0,51,299,81,10,23,4,22,135,19,0,3,3,0,28,3,0,0,4,0,11,797,63,118,11,868,1859,0,0,0,0,173,172,15,3,0,0,136,146,159,10,18,0,234,421,219,14,33,3,102,368,184,24,45,11,74,341,160,19,63,33,28,300,48,10,23,27,11,113,13,0,10,23,3,47,3,0,3,9,0,13,796,80,194,104,759,1938,0,0,0,0,375,373,18,5,0,0,300,323,276,21,25,0,458,781,424,27,48,3,221,717,366,40,69,15,157,654,346,28,101,33,81,592,129,14,49,24,32,247,30,4,15,24,3,79,3,0,5,11,0,27,1589,141,314,117,1632,3793
SSC70144,0,0,0,0,27,27,3,0,0,0,48,51,46,0,3,0,112,153,35,9,10,0,32,80,44,4,13,4,35,101,45,5,17,0,27,95,25,8,10,9,7,62,3,0,4,4,9,26,3,0,0,0,3,6,206,28,64,18,303,619,0,0,0,0,35,37,3,0,0,0,63,70,44,0,0,0,101,140,37,0,13,0,37,82,52,8,22,0,43,131,49,9,22,3,15,91,12,3,8,5,5,27,3,0,3,15,0,24,5,0,3,6,0,9,200,24,58,32,296,617,0,0,0,0,61,63,7,0,0,0,118,119,82,0,5,0,206,300,72,14,24,0,60,165,99,14,36,4,82,233,95,12,41,3,39,187,40,10,17,18,11,94,8,0,4,20,13,45,7,0,3,7,5,20,411,54,126,48,597,1230
SSC70145,0,0,0,0,140,142,3,0,0,0,94,93,102,3,3,0,155,265,118,13,15,0,66,209,121,10,28,4,49,210,78,8,14,3,20,123,42,4,20,4,9,87,14,3,7,0,3,28,0,0,0,0,0,3,489,44,81,15,527,1158,0,0,0,0,102,102,10,0,0,0,83,89,116,3,0,0,169,295,135,11,10,4,68,227,113,12,21,0,49,187,70,8,31,14,20,145,43,0,7,14,4,74,4,0,3,8,0,18,0,0,0,3,0,3,483,41,77,48,491,1144,0,0,0,0,240,239,7,0,0,0,173,183,222,7,6,0,322,560,256,24,21,4,132,429,233,24,45,5,96,405,148,22,51,12,40,266,87,8,29,24,15,153,23,3,10,11,3,47,0,0,0,6,0,5,976,77,157,60,1024,2297
SSC70146,0,0,0,0,40,40,0,0,0,0,46,41,35,0,0,0,91,130,39,7,3,0,32,78,50,6,11,0,31,97,59,8,23,0,37,136,33,0,13,3,23,75,6,3,4,0,3,22,4,0,0,0,0,9,234,25,63,6,293,621,0,0,0,0,37,37,0,0,3,0,51,54,55,0,5,0,82,142,49,9,15,0,37,114,46,10,18,3,41,120,31,10,18,6,15,83,18,0,7,10,5,41,7,0,0,7,0,16,0,0,0,0,0,3,203,29,66,36,272,611,0,0,0,0,73,73,0,0,3,0,94,100,92,3,6,0,175,270,86,15,15,0,67,191,103,10,29,3,71,219,92,12,43,12,55,214,52,3,23,13,26,115,16,3,7,10,4,39,4,0,0,0,0,6,439,50,129,44,571,1231
SSC70147,0,0,0,0,4,4,0,0,0,0,12,16,4,0,0,0,7,10,4,0,0,0,4,11,15,0,0,0,3,17,6,4,0,0,10,18,6,0,3,5,5,25,5,3,3,5,3,25,4,0,0,3,4,9,46,8,3,15,56,126,0,0,0,0,4,5,3,0,0,0,6,8,9,0,0,0,14,18,9,0,0,0,7,16,3,3,0,0,3,18,4,0,0,5,0,16,12,0,0,20,0,33,3,0,7,21,6,38,0,0,0,25,5,31,41,9,16,79,44,184,0,0,0,0,9,9,3,0,0,0,15,23,8,0,0,0,16,34,12,0,0,0,6,22,15,3,0,4,5,31,11,4,0,5,7,30,20,0,3,24,6,56,11,3,9,29,8,65,4,0,0,29,9,42,89,17,22,93,93,309
SSC70148,0,0,0,0,16,13,8,0,3,0,4,16,16,0,0,0,8,22,22,0,0,0,3,22,15,4,3,3,3,22,10,0,0,0,0,13,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,72,3,6,9,34,125,4,0,0,0,18,22,10,0,0,0,10,22,25,0,0,0,11,39,22,0,0,7,13,37,9,0,0,5,5,23,15,3,0,3,6,32,3,0,0,6,0,9,0,0,0,0,0,3,0,0,0,0,0,0,89,3,10,20,58,180,3,0,0,0,32,37,19,0,4,0,10,35,43,0,3,0,16,66,38,0,0,7,14,58,26,0,7,8,7,45,28,3,0,10,6,41,8,0,0,6,0,15,0,0,0,4,0,4,0,0,0,0,0,0,165,4,13,30,91,306
SSC70149,0,0,0,0,12,12,4,0,0,0,14,23,11,0,0,0,20,29,9,0,3,0,7,25,17,0,6,0,5,25,21,5,11,0,0,29,12,0,9,0,0,22,0,0,0,0,0,0,0,0,0,3,0,3,74,12,23,3,63,169,0,0,0,0,16,23,0,0,0,0,15,21,13,0,0,0,13,35,14,4,0,0,4,27,19,0,3,0,7,26,18,0,3,0,3,28,9,3,0,3,3,12,0,0,0,0,0,4,0,0,0,0,0,0,78,9,9,9,73,168,0,0,0,0,27,33,5,0,0,0,34,36,23,0,0,0,38,61,25,7,6,0,11,50,37,0,6,0,16,53,38,8,7,0,8,63,21,5,9,3,4,35,3,0,0,0,0,5,0,0,0,0,0,7,149,18,29,10,134,339
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70151,0,0,0,0,3,3,0,0,0,0,5,5,3,0,0,0,3,11,4,0,0,0,0,4,5,0,0,0,3,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,11,34,0,0,0,0,4,4,0,0,0,0,0,0,4,3,0,0,3,10,10,0,0,0,0,14,4,0,0,3,0,6,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,17,3,3,7,9,42,0,0,0,0,3,3,3,0,0,0,3,5,11,3,0,0,6,19,16,0,0,0,0,14,6,0,0,4,3,17,0,0,3,0,0,5,0,0,0,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,37,4,3,10,21,73
SSC70152,3,3,0,0,26,38,10,0,0,0,4,21,35,0,0,0,12,45,29,3,0,0,0,37,18,3,0,0,3,31,10,3,4,0,0,16,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,111,14,5,0,51,186,8,0,0,0,16,22,13,0,0,0,7,18,32,3,0,0,11,54,26,5,3,0,4,36,24,9,3,0,4,37,6,3,0,7,0,18,0,0,0,4,0,8,0,0,0,3,0,3,0,0,0,0,0,0,113,16,5,17,46,199,14,4,0,0,47,60,28,0,0,0,9,38,67,3,0,0,23,101,58,8,3,0,4,71,44,11,7,0,7,67,17,5,6,7,3,33,3,0,0,4,3,14,0,0,0,3,0,3,0,0,0,0,0,0,224,33,12,16,98,387
SSC70153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,5,5,3,0,0,0,11,4,0,3,0,5,11,4,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,7,10,0,21,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,6,0,0,0,0,6,0,0,0,0,0,6,5,0,4,0,0,12,6,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,18,0,12,5,8,38,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,8,8,3,0,0,0,4,10,7,3,4,0,3,11,9,0,9,0,5,20,13,0,4,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,28,8,19,5,28,86
SSC70154,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SSC70155,0,0,0,0,20,20,0,0,0,0,12,12,4,0,0,0,12,18,17,0,0,0,6,24,19,3,4,0,4,33,28,0,0,0,0,26,13,0,0,0,5,21,3,0,3,0,0,7,0,0,0,0,0,0,84,3,9,0,58,155,0,0,0,0,5,5,0,0,0,0,5,5,6,0,0,0,6,14,15,0,0,3,7,23,24,3,4,0,3,32,19,0,0,0,0,18,7,0,3,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,73,4,7,3,26,121,0,0,0,0,24,24,0,0,0,0,11,11,14,0,0,0,16,32,32,0,3,3,14,48,43,6,7,0,10,69,39,0,0,0,3,44,25,0,3,0,8,34,5,0,3,0,0,10,0,0,0,0,0,0,161,7,18,5,92,282
SSC70156,3,0,0,0,22,21,0,0,0,0,13,13,13,0,0,0,15,32,21,0,0,0,9,32,23,3,7,0,14,43,27,0,3,3,8,47,12,4,0,0,3,25,13,0,0,0,0,17,0,0,0,0,0,0,108,5,13,3,93,215,0,0,0,0,11,11,0,0,0,0,9,9,14,0,3,0,9,30,19,0,0,0,8,29,21,3,3,3,7,40,25,3,3,3,4,33,12,3,5,3,0,19,10,0,0,0,0,7,0,0,0,0,0,0,102,3,12,11,49,185,3,0,0,0,31,31,0,0,0,0,28,28,28,0,3,0,33,61,44,0,0,0,16,60,44,3,10,3,25,82,52,3,7,5,13,76,19,8,3,3,3,44,19,0,0,0,0,22,0,0,0,0,0,0,203,11,24,18,139,404
SSC70157,3,0,0,0,3,7,3,0,0,0,10,16,18,0,0,0,3,19,8,0,0,0,0,10,12,0,0,0,0,12,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,46,3,0,3,13,70,0,0,0,0,3,4,10,0,0,0,7,20,10,7,0,0,3,19,17,0,0,0,0,15,9,0,0,0,3,12,7,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,15,0,5,20,95,7,0,0,0,8,11,13,0,0,0,10,28,23,11,0,0,6,44,26,3,0,0,0,29,16,0,0,0,3,19,12,3,0,3,0,15,0,0,0,0,0,5,3,0,0,3,0,3,0,0,0,0,0,0,97,17,0,7,38,162
SSC70158,0,0,0,0,83,83,0,0,0,0,63,64,49,3,3,0,97,149,88,10,5,0,68,175,95,10,13,3,38,156,73,8,16,3,26,119,27,0,12,5,3,43,3,0,0,3,0,7,0,0,0,0,0,0,327,25,55,14,377,807,0,0,0,0,53,53,4,0,0,0,51,56,74,3,4,0,100,184,87,13,9,0,77,184,83,9,33,0,60,187,55,8,28,5,29,118,16,3,17,8,3,50,0,0,4,16,6,25,0,0,3,4,0,6,331,35,92,35,372,864,0,0,0,0,137,137,4,0,0,0,119,120,121,6,5,0,195,330,180,22,13,0,141,357,177,16,45,3,100,342,129,13,45,12,48,242,42,3,32,8,5,91,6,0,4,16,5,36,0,0,3,3,0,8,657,60,150,46,754,1665
SSC70159,0,0,0,0,59,59,13,0,0,0,171,183,177,6,8,0,345,534,172,11,21,0,106,320,173,14,40,0,61,292,115,7,33,3,44,210,73,11,20,0,22,126,23,0,15,3,7,50,4,0,8,3,0,16,741,56,156,9,818,1787,0,0,0,0,63,63,19,0,0,0,111,128,190,8,10,0,274,471,148,4,12,3,67,238,143,9,43,7,34,226,106,9,35,7,20,172,58,0,14,8,0,86,12,0,4,14,0,29,3,0,0,4,0,8,668,22,114,40,570,1426,0,0,0,0,125,124,24,0,0,0,281,312,366,10,17,0,615,1013,317,20,35,3,177,556,311,23,84,6,92,518,225,15,66,14,63,380,127,10,40,10,24,210,29,0,19,17,8,71,8,0,8,6,3,22,1415,84,274,51,1390,3207
SSC70160,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,21,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,7,17,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,3,4,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,0,3,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,22,3,0,0,7,36
SSC70161,0,0,0,0,147,147,8,0,0,0,149,158,125,3,4,0,215,348,207,19,13,0,99,333,222,10,34,3,60,326,213,14,35,8,36,298,118,16,20,8,20,175,45,0,3,6,0,56,0,0,0,0,0,3,927,57,117,26,724,1852,0,0,0,0,121,121,21,3,0,0,97,118,168,5,8,0,174,359,231,13,20,5,87,350,220,16,52,9,63,360,187,22,60,20,28,307,82,0,32,27,10,146,26,0,11,24,0,69,0,0,0,8,0,10,931,58,190,87,576,1844,0,0,0,0,269,269,28,3,0,0,247,277,295,12,11,0,387,704,436,34,32,5,182,685,441,23,90,10,120,683,394,30,99,22,63,610,194,16,53,37,26,325,68,0,16,32,6,125,5,0,0,12,0,18,1858,118,302,116,1301,3693
SSC70162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,8,10,0,0,0,3,16,7,0,4,0,4,17,3,0,0,0,0,3,0,0,0,0,0,0,23,3,8,0,12,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,7,7,0,4,0,4,15,9,0,3,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,25,0,10,0,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,7,4,3,3,0,0,14,18,0,5,0,7,29,17,0,10,0,4,33,10,0,0,0,0,10,0,0,0,0,0,0,49,3,24,0,21,94
SSC70163,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,15,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,17,26
SSC70164,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,16,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,3,5,3,0,0,0,0,7,3,0,3,0,0,5,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,3,8,34
SSC70165,0,0,0,0,24,24,0,0,0,0,13,13,3,0,0,0,15,21,20,3,0,0,19,37,18,0,0,0,20,41,16,0,3,6,4,27,9,0,3,0,7,18,0,0,0,0,0,4,0,0,0,0,0,0,63,12,11,4,99,193,0,0,0,0,22,22,0,0,0,0,23,23,13,0,0,0,17,30,16,0,0,0,11,33,17,0,5,0,5,30,17,4,7,0,4,34,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,68,6,18,0,81,174,0,0,0,0,48,48,0,0,0,0,29,29,13,3,0,0,32,49,34,3,0,0,27,73,32,3,6,0,29,69,34,3,14,7,7,67,16,0,3,0,3,24,4,0,3,0,0,5,0,0,0,0,0,0,135,14,24,10,187,367
SSC70166,0,0,0,0,0,0,0,0,0,0,9,9,6,0,0,0,8,16,7,0,0,0,3,11,6,0,0,0,3,11,3,0,7,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,3,28,64,0,0,0,0,3,3,3,0,0,0,3,9,5,0,0,0,6,15,11,0,4,0,0,13,3,3,0,0,0,7,5,0,3,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,3,7,0,20,58,0,0,0,0,6,6,3,0,0,0,15,20,15,0,0,0,18,31,15,0,4,0,5,25,10,3,0,0,3,18,9,0,8,0,0,15,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,58,3,15,3,45,119
SSC70167,0,0,0,0,71,69,5,3,0,0,42,50,49,0,0,0,98,149,66,8,3,0,45,126,63,3,11,3,41,129,45,3,11,0,23,85,36,0,15,4,3,56,18,0,9,3,0,30,3,0,0,0,0,3,284,24,47,11,329,696,0,0,0,0,59,59,7,3,0,0,34,42,60,3,7,0,92,161,76,3,10,0,52,141,60,7,14,7,36,127,41,7,20,6,20,89,31,0,15,14,9,70,6,0,4,6,0,22,0,0,0,0,0,0,276,28,67,40,305,712,0,0,0,0,129,132,15,3,0,0,81,93,107,7,13,0,188,310,142,10,9,3,93,259,119,11,25,13,82,254,87,7,33,8,41,169,65,3,29,17,19,133,26,0,8,12,0,46,3,0,0,0,0,7,557,46,117,51,631,1404
SSC70168,0,0,0,0,80,81,12,0,0,0,58,70,112,0,0,0,89,204,183,5,3,0,22,214,135,0,12,0,3,147,40,0,6,0,0,50,22,0,0,0,0,24,3,0,0,0,0,6,0,0,0,0,0,0,507,8,23,3,252,795,0,0,0,0,87,87,18,0,0,0,56,80,150,0,0,0,72,223,173,4,12,3,18,205,116,0,4,3,5,128,40,0,6,3,3,53,19,0,3,11,0,29,5,0,0,7,0,9,0,0,0,0,0,0,511,4,25,23,244,817,0,0,0,0,164,167,26,0,0,0,113,148,264,6,3,0,158,433,353,11,12,3,43,417,248,0,14,3,9,275,82,0,16,3,4,98,41,0,4,11,0,55,7,0,0,7,0,17,0,0,0,0,0,0,1022,13,47,24,492,1612
SSC70169,0,0,0,0,99,99,4,0,0,0,70,69,62,6,0,0,154,226,127,4,14,0,76,219,105,14,22,3,48,189,127,6,29,5,32,199,53,0,22,7,13,105,16,4,0,0,3,25,3,0,0,3,0,11,497,38,88,27,500,1148,0,0,0,0,102,102,4,0,0,0,89,99,90,6,3,3,131,237,135,12,14,3,60,220,121,11,32,10,53,227,110,16,44,16,11,195,36,3,22,27,3,88,12,0,9,16,0,31,0,0,0,3,0,6,496,49,125,76,452,1204,0,0,0,0,201,201,9,0,0,0,156,167,153,12,5,0,293,466,262,19,24,3,138,445,224,26,53,13,103,416,232,23,69,17,43,391,90,3,49,37,16,192,28,4,11,20,3,60,4,0,0,8,0,15,993,86,211,97,955,2350
SSC70170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
