SSC_CODE_2016,M_Neg_Nil_income_15_19_yrs,M_Neg_Nil_income_20_24_yrs,M_Neg_Nil_income_25_34_yrs,M_Neg_Nil_income_35_44_yrs,M_Neg_Nil_income_45_54_yrs,M_Neg_Nil_income_55_64_yrs,M_Neg_Nil_income_65_74_yrs,M_Neg_Nil_income_75_84_yrs,M_Negtve_Nil_incme_85_yrs_ovr,M_Neg_Nil_income_Tot,M_1_149_15_19_yrs,M_1_149_20_24_yrs,M_1_149_25_34_yrs,M_1_149_35_44_yrs,M_1_149_45_54_yrs,M_1_149_55_64_yrs,M_1_149_65_74_yrs,M_1_149_75_84_yrs,M_1_149_85ov,M_1_149_Tot,M_150_299_15_19_yrs,M_150_299_20_24_yrs,M_150_299_25_34_yrs,M_150_299_35_44_yrs,M_150_299_45_54_yrs,M_150_299_55_64_yrs,M_150_299_65_74_yrs,M_150_299_75_84_yrs,M_150_299_85ov,M_150_299_Tot,M_300_399_15_19_yrs,M_300_399_20_24_yrs,M_300_399_25_34_yrs,M_300_399_35_44_yrs,M_300_399_45_54_yrs,M_300_399_55_64_yrs,M_300_399_65_74_yrs,M_300_399_75_84_yrs,M_300_399_85ov,M_300_399_Tot,M_400_499_15_19_yrs,M_400_499_20_24_yrs,M_400_499_25_34_yrs,M_400_499_35_44_yrs,M_400_499_45_54_yrs,M_400_499_55_64_yrs,M_400_499_65_74_yrs,M_400_499_75_84_yrs,M_400_499_85ov,M_400_499_Tot,M_500_649_15_19_yrs,M_500_649_20_24_yrs,M_500_649_25_34_yrs,M_500_649_35_44_yrs,M_500_649_45_54_yrs,M_500_649_55_64_yrs,M_500_649_65_74_yrs,M_500_649_75_84_yrs,M_500_649_85ov,M_500_649_Tot,M_650_799_15_19_yrs,M_650_799_20_24_yrs,M_650_799_25_34_yrs,M_650_799_35_44_yrs,M_650_799_45_54_yrs,M_650_799_55_64_yrs,M_650_799_65_74_yrs,M_650_799_75_84_yrs,M_650_799_85ov,M_650_799_Tot,M_800_999_15_19_yrs,M_800_999_20_24_yrs,M_800_999_25_34_yrs,M_800_999_35_44_yrs,M_800_999_45_54_yrs,M_800_999_55_64_yrs,M_800_999_65_74_yrs,M_800_999_75_84_yrs,M_800_999_85ov,M_800_999_Tot,M_1000_1249_15_19_yrs,M_1000_1249_20_24_yrs,M_1000_1249_25_34_yrs,M_1000_1249_35_44_yrs,M_1000_1249_45_54_yrs,M_1000_1249_55_64_yrs,M_1000_1249_65_74_yrs,M_1000_1249_75_84_yrs,M_1000_1249_85ov,M_1000_1249_Tot,M_1250_1499_15_19_yrs,M_1250_1499_20_24_yrs,M_1250_1499_25_34_yrs,M_1250_1499_35_44_yrs,M_1250_1499_45_54_yrs,M_1250_1499_55_64_yrs,M_1250_1499_65_74_yrs,M_1250_1499_75_84_yrs,M_1250_1499_85ov,M_1250_1499_Tot,M_1500_1749_15_19_yrs,M_1500_1749_20_24_yrs,M_1500_1749_25_34_yrs,M_1500_1749_35_44_yrs,M_1500_1749_45_54_yrs,M_1500_1749_55_64_yrs,M_1500_1749_65_74_yrs,M_1500_1749_75_84_yrs,M_1500_1749_85ov,M_1500_1749_Tot,M_1750_1999_15_19_yrs,M_1750_1999_20_24_yrs,M_1750_1999_25_34_yrs,M_1750_1999_35_44_yrs,M_1750_1999_45_54_yrs,M_1750_1999_55_64_yrs,M_1750_1999_65_74_yrs,M_1750_1999_75_84_yrs,M_1750_1999_85ov,M_1750_1999_Tot,M_2000_2999_15_19_yrs,M_2000_2999_20_24_yrs,M_2000_2999_25_34_yrs,M_2000_2999_35_44_yrs,M_2000_2999_45_54_yrs,M_2000_2999_55_64_yrs,M_2000_2999_65_74_yrs,M_2000_2999_75_84_yrs,M_2000_2999_85ov,M_2000_2999_Tot,M_3000_more_15_19_yrs,M_3000_more_20_24_yrs,M_3000_more_25_34_yrs,M_3000_more_35_44_yrs,M_3000_more_45_54_yrs,M_3000_more_55_64_yrs,M_3000_more_65_74_yrs,M_3000_more_75_84_yrs,M_3000_more_85ov,M_3000_more_Tot,M_PI_NS_15_19_yrs,M_PI_NS_ns_20_24_yrs,M_PI_NS_ns_25_34_yrs,M_PI_NS_ns_35_44_yrs,M_PI_NS_ns_45_54_yrs,M_PI_NS_ns_55_64_yrs,M_PI_NS_ns_65_74_yrs,M_PI_NS_ns_75_84_yrs,M_PI_NS_ns_85_yrs_ovr,M_PI_NS_ns_Tot,M_Tot_15_19_yrs,M_Tot_20_24_yrs,M_Tot_25_34_yrs,M_Tot_35_44_yrs,M_Tot_45_54_yrs,M_Tot_55_64_yrs,M_Tot_65_74_yrs,M_Tot_75_84_yrs,M_Tot_85ov,M_Tot_Tot,F_Neg_Nil_income_15_19_yrs,F_Neg_Nil_income_20_24_yrs,F_Neg_Nil_income_25_34_yrs,F_Neg_Nil_income_35_44_yrs,F_Neg_Nil_income_45_54_yrs,F_Neg_Nil_income_55_64_yrs,F_Neg_Nil_income_65_74_yrs,F_Neg_Nil_income_75_84_yrs,F_Neg_Nil_incme_85_yrs_ovr,F_Neg_Nil_income_Tot,F_1_149_15_19_yrs,F_1_149_20_24_yrs,F_1_149_25_34_yrs,F_1_149_35_44_yrs,F_1_149_45_54_yrs,F_1_149_55_64_yrs,F_1_149_65_74_yrs,F_1_149_75_84_yrs,F_1_149_85ov,F_1_149_Tot,F_150_299_15_19_yrs,F_150_299_20_24_yrs,F_150_299_25_34_yrs,F_150_299_35_44_yrs,F_150_299_45_54_yrs,F_150_299_55_64_yrs,F_150_299_65_74_yrs,F_150_299_75_84_yrs,F_150_299_85ov,F_150_299_Tot,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot
SSC70193,54,12,8,9,5,3,3,0,0,93,18,0,0,0,3,0,3,0,0,24,10,11,9,7,8,8,7,0,0,49,4,9,3,8,11,11,19,11,0,80,5,3,3,10,8,4,7,0,0,43,4,3,5,7,7,10,4,0,0,40,3,10,8,12,5,0,10,0,0,47,3,18,17,22,15,11,3,0,0,85,0,13,28,26,27,20,3,0,0,114,0,3,33,24,31,8,0,0,0,102,0,0,26,18,24,6,0,0,0,72,0,0,10,21,9,8,0,0,0,49,0,0,9,23,19,17,0,0,0,75,0,3,4,8,4,4,0,0,0,24,24,16,36,31,26,22,20,3,0,171,127,95,200,213,200,138,79,20,0,1063,49,3,12,18,11,3,3,0,0,106,10,6,5,0,4,3,0,0,0,25,12,14,14,7,10,9,10,0,0,81,5,3,14,11,8,18,17,6,0,83
SSC70194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC70195,4,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,9,0,0,8,0,0,0,0,0,0,8,0,0,7,3,0,3,0,0,0,22,0,0,4,5,3,3,0,0,0,15,0,3,4,9,4,0,0,0,0,23,0,0,4,5,0,3,0,0,0,10,0,0,6,11,8,12,0,0,0,37,0,0,0,3,19,7,0,0,0,31,3,0,8,4,6,7,0,0,0,27,21,5,52,52,36,40,5,0,0,212,4,0,12,7,3,9,0,0,0,37,4,0,7,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SSC70196,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,7,6,8,5,3,0,0,0,29,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,4,7,20,11,3,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,10,8,3,3,0,0,37,0,3,3,0,3,0,0,0,0,9
SSC70197,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,10,10,4,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SSC70198,25,8,3,0,3,5,0,0,0,45,10,0,0,0,0,0,0,0,0,8,5,3,3,3,0,0,0,0,0,17,0,9,5,0,3,0,0,0,0,23,3,0,0,3,0,0,0,0,0,9,3,3,3,0,3,3,0,0,0,12,3,3,7,0,3,3,0,0,0,23,0,7,13,10,4,3,0,0,0,42,0,15,49,28,11,0,0,0,0,95,0,13,50,27,15,8,0,0,0,115,0,9,60,28,16,3,3,0,0,120,0,3,42,19,13,4,0,0,0,84,0,3,39,39,27,8,0,0,0,116,0,0,17,24,19,7,0,0,0,66,5,12,21,13,13,0,0,0,0,62,54,89,321,207,119,40,8,0,0,841,15,10,29,10,6,8,0,0,0,87,6,4,3,4,0,0,0,0,0,27,8,3,9,3,3,0,3,0,0,31,3,6,19,3,3,0,0,0,0,27
SSC70199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70200,4,3,0,5,0,0,0,0,0,15,0,0,3,0,3,0,0,0,0,11,0,5,4,0,3,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,7,16,6,3,4,0,0,0,38,15,19,29,17,22,13,6,4,0,124,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,9,3,3,3,9,0,0,0,0,0,21,0,4,0,0,0,0,3,0,0,10
SSC70201,38,8,5,0,4,3,3,0,0,64,11,3,3,0,0,0,4,3,0,28,3,3,4,3,4,3,10,3,0,36,3,8,6,4,0,0,7,4,0,36,3,10,7,3,6,0,7,0,0,38,0,3,15,3,3,5,8,8,0,48,0,7,16,9,0,11,9,0,0,55,0,3,24,20,11,7,8,3,0,71,0,7,20,31,11,6,7,0,0,90,0,5,21,16,13,5,3,4,0,70,0,0,10,13,11,9,4,0,0,48,0,0,7,11,10,9,0,0,0,50,0,0,6,25,28,18,3,0,0,84,0,0,3,9,18,6,0,0,0,37,3,5,17,15,9,18,4,0,0,74,67,69,168,166,138,108,80,34,4,829,15,5,14,17,10,11,4,0,0,72,14,3,9,3,4,7,4,0,0,35,10,11,5,4,3,0,9,4,0,50,3,0,9,6,5,10,9,3,0,46
SSC70202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,0,0,0,0,0,0,0,69,35,31,3,4,0,3,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC70203,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,7,7,7,12,4,10,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,8,3,4,4,0,0,0,21,10,20,22,15,10,19,3,0,0,106,5,0,0,0,0,0,0,0,0,7,3,0,4,0,0,0,0,0,0,8,3,16,11,11,7,4,3,0,0,59,0,0,5,3,0,0,0,0,0,11
SSC70204,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,6,5,3,7,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,6,8,9,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,16,0,0,0,3,0,0,0,0,0,5
SSC70205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC70206,12,0,0,0,0,0,0,0,0,10,0,6,8,3,3,0,0,0,0,21,4,9,13,4,7,3,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,20,29,19,12,3,0,0,0,103,11,3,0,0,0,0,0,0,0,10,0,0,3,0,3,0,0,0,0,14,13,13,18,17,5,3,6,0,0,77,0,3,7,3,3,4,0,0,0,19
SSC70207,14,3,4,3,3,0,0,0,0,21,3,6,9,3,9,3,0,0,0,28,13,22,35,34,12,14,3,0,0,135,0,3,4,7,3,3,4,0,0,30,3,0,3,0,3,0,0,0,0,7,0,0,9,3,3,3,0,0,0,25,0,0,0,0,4,3,0,0,0,8,0,0,0,0,4,0,0,0,0,9,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,47,4,26,8,11,6,3,0,0,101,77,51,100,64,53,37,12,0,0,391,10,0,7,0,0,0,0,0,0,12,0,0,9,0,5,0,0,0,0,21,12,28,45,38,19,17,3,0,0,164,0,9,12,10,0,3,0,0,0,38
SSC70208,21,7,7,0,4,5,3,0,0,55,15,3,6,3,3,0,0,0,0,31,3,7,8,5,7,0,3,0,0,38,4,0,3,3,0,3,4,0,0,16,3,0,3,4,3,3,4,0,0,20,3,3,6,6,4,0,3,0,0,27,5,7,7,6,10,3,3,0,0,49,4,3,5,10,12,7,0,0,0,49,0,12,30,12,12,10,3,0,0,87,0,12,12,22,18,14,6,0,0,86,3,7,13,30,25,12,3,0,0,92,0,4,18,37,36,13,3,0,0,108,0,3,53,65,59,37,4,0,0,220,0,0,8,28,24,6,0,0,0,82,33,25,57,47,39,37,18,4,0,251,97,91,238,278,268,160,69,4,0,1206,16,4,26,13,17,7,5,0,0,85,11,8,8,9,0,0,0,0,0,35,7,6,16,14,10,10,4,0,0,67,0,4,12,15,9,5,3,0,0,48
SSC70209,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,3,5,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC70210,32,6,8,13,0,4,10,0,0,75,17,0,0,3,0,4,3,0,0,30,3,4,6,5,13,3,9,0,0,47,8,5,15,3,7,5,11,3,0,58,4,6,9,7,7,12,12,3,0,57,3,10,14,8,10,8,16,10,0,79,0,5,27,17,17,9,12,3,0,94,3,16,45,21,19,16,9,3,0,126,0,15,65,37,20,12,14,3,0,168,0,5,47,31,16,13,10,0,0,123,0,3,36,26,20,19,5,3,0,117,0,4,22,31,16,18,10,0,0,90,0,3,47,52,45,35,10,0,0,189,0,0,19,36,38,22,11,0,0,127,6,13,54,41,30,20,30,9,0,199,90,108,417,323,244,210,159,36,6,1585,32,10,41,27,12,13,7,3,0,147,22,0,8,7,0,3,0,3,0,42,7,9,10,10,7,8,10,3,0,60,7,8,11,9,8,15,11,7,3,81
SSC70211,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,5,3,11,9,11,3,5,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,0,10,0,0,0,0,0,0,4,0,0,14
SSC70212,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,8,0,0,0,0,0,0,7,0,0,4,0,0,0,0,3,0,4,0,0,5,0,0,0,4,0,3,0,0,0,5,0,3,0,0,3,4,3,0,0,14,0,0,3,0,3,6,3,0,0,14,0,0,0,3,9,3,0,0,0,10,0,0,0,0,4,3,0,0,0,10,0,0,0,0,3,0,0,0,0,7,0,0,3,3,3,3,0,0,0,13,0,0,0,0,3,0,0,0,0,5,0,0,0,8,9,6,7,0,0,30,10,13,10,18,37,32,21,3,0,147,0,0,0,4,0,0,0,0,0,14,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10
SSC70213,7,0,3,0,0,0,0,0,0,10,10,16,27,17,8,7,3,0,0,91,0,5,16,11,8,4,3,0,0,48,0,0,6,0,4,3,3,0,0,18,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,12,7,6,3,0,0,0,48,40,23,75,39,38,26,8,0,0,254,6,0,0,0,0,0,0,0,0,11,8,17,27,15,19,9,11,0,0,106,3,9,22,17,12,3,3,6,0,74,0,0,3,0,3,4,0,0,0,13
SSC70214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70215,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,8,9,4,4,0,0,0,32,0,3,4,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,4,19,16,11,7,0,0,0,66,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,4,8,9,0,3,0,0,30,0,3,7,6,0,0,4,3,0,24
SSC70216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70218,6,0,5,0,0,0,0,0,0,7,0,3,3,3,0,0,0,0,0,10,3,5,11,6,4,3,0,0,0,37,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,8,0,0,0,28,17,13,31,21,16,24,3,0,0,122,0,3,3,0,0,0,0,0,0,6,0,3,11,3,9,4,0,0,0,26,3,12,20,17,9,8,0,0,0,72,0,0,0,0,4,7,0,0,0,9
SSC70219,20,3,6,0,4,3,3,3,0,46,9,0,0,0,4,0,3,0,0,21,3,3,3,6,0,4,0,0,0,19,0,0,0,0,4,7,9,3,0,29,0,0,0,0,3,0,6,3,0,18,0,4,0,0,0,3,6,0,0,20,3,10,7,4,4,3,3,3,0,35,0,9,24,5,16,10,10,0,0,74,0,10,35,15,6,6,8,0,0,84,0,10,29,11,17,9,10,0,0,94,0,3,36,10,12,14,8,0,0,88,0,4,19,18,13,13,10,0,0,67,0,0,39,51,31,26,6,0,0,149,0,0,44,70,72,28,9,3,0,224,5,3,32,22,27,26,18,0,0,130,49,67,274,225,215,148,100,18,3,1104,27,5,39,44,16,15,3,0,0,148,11,3,0,9,3,4,0,0,0,30,9,7,7,5,4,12,0,6,0,45,3,3,5,5,3,9,6,5,0,37
