X,Y,MarkerID,Name,Alternate_Name,Type,Facilities_List,Recreation_Activity_List,Address,SUBURB,Link,Disability_Accessible,Playground,Playground_Accessible,Playground_Shaded,Wifi,BBQ,Picnic_Tables,Drinking_Fountains,Toilets_Daylight,Toilets_24hrs,Toilets_Restricted,Showers,Baby_Change,Bicycle_Walk_Paths,Bike_Racks,Exercise_Equipment,Sports_Field_Lighting,Soccer,AFL,Basketball,Tennis,Cricket,Cycling,Swimming,Skateboarding,Watercraft,Rugby,Gaelic,Softball,CENTROID_X,CENTROID_Y,OBJECTID,LAISKEY,Area_m,Park_Class,Ward,Notes
130.851634888498864,-12.383011970704336,PK103,Nightcliff Oval, ,Oval,"Accessible,Playground,Playground - Shaded,Showers,Toilets - Restricted Access","AFL,Cricket",20 Oleander St Nightcliff,Nightcliff,http://www.darwin.nt.gov.au/,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,130.851686276182,-12.3829404442106,356,550     09242,38700,District,Chan, 
130.850584577538115,-12.382299639687867,PK104,Nightcliff Childcare Centre, ,Childcare Centre,"Accessible,Baby Change,Drinking Fountains,Playground,Playground - Shaded,Toilets - Restricted Access",,26 Oleander St Nightcliff,Nightcliff,http://www.darwin.nt.gov.au/,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,130.850595400262,-12.3823121869967,357,550     00403,1760,District,Chan, 
130.850990057994522,-12.382006275979577,PK105,Nightcliff Community Centre, ,Community Centre,Accessible,,18 Bauhinia St Nightcliff,Nightcliff,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,130.851007253188,-12.3819966133981,358,550     09340,2850,District,Chan, 
130.854053755086113,-12.389781838359029,PK106,Easther Park,Craig Cresent Park,Park,"Accessible,Playground",,22 Craig Cres Coconut Grove,Coconut Grove,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.853994257412,-12.3898587973385,359,550     09126,4040,Neighbourhood,Chan, 
130.850000505746721,-12.391384373148288,PK107,Sunset Cove, ,Park,Accessible,,16 Athanasiou Rd Coconut Grove,Coconut Grove,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.850001976771,-12.3913844473433,360,550     09525,548,Neighbourhood,Chan, 
130.851154049721146,-12.391696732165345,PK108,Sunset Cove, ,Park,"Accessible,Playground",,5 Sunset Dr Coconut Grove,Coconut Grove,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.851164532766,-12.3917193181902,361,550     09554,1840,Neighbourhood,Chan, 
130.850189694665119,-12.394518979931533,PK109,Osterman Park, ,Park,"Accessible,Playground",,15 Ostermann St Coconut Grove,Coconut Grove,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.850191910696,-12.3945197930445,362,550     06211,3380,Neighbourhood,Chan, 
130.850172796772767,-12.391953899560912,PK110,Sunset Cove, ,Park,Accessible,,11 Athanasiou Rd Coconut Grove,Coconut Grove,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.850148740909,-12.3919673261763,363,550     09541,1310,Neighbourhood,Chan, 
130.853897276086087,-12.395891214218427,PK111,Old Mcmillans Park, ,Park,"Accessible,Playground",,90 Old Mcmillans Rd Coconut Grove,Coconut Grove,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,701546.401794506,8628968.71567673,364,550     09286,14400,District,Chan, 
130.854205738984859,-12.397758859755143,PK112,Nation Crescent Park, ,Park,"Accessible,Playground",,26 Nation Cres Coconut Grove,Coconut Grove,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,701584.171255398,8628769.8262654,365,550     09119,5530,Neighbourhood,Chan, 
130.853889512266733,-12.411368128916092,PK113,Tudawali Park, ,Park,"Accessible,Playground",,7 Tudawali St Ludmilla,Ludmilla,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.853883843758,-12.4113758120518,366,200     04639,1690,Neighbourhood,Lyons, 
130.840232347997727,-12.422027435601644,PK114,Fannie Bay Oval, ,Oval,"Accessible,Showers,Toilets - Restricted Access","Soccer,Gaelic",4 Waratah Cres Fannie Bay,Fannie Bay,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,130.840220582938,-12.4220216821262,367,200     03729,40300,District,Lyons, 
130.837539071564805,-12.426570488854418,PK115,Allen Park, ,Park,"Accessible,Playground",,10 Allen St Fannie Bay,Fannie Bay,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.837511309998,-12.4265643485374,368,200     02868,3330,Neighbourhood,Lyons, 
130.837110004599765,-12.423786515354998,PK116,Aviators Park,Fannie Bay Park,Park,"Accessible,Bicycle/Walking Paths",,10 Fannie Bay Pl Fannie Bay,Fannie Bay,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.837077170952,-12.4238284962645,369,200     05187,6770,Regional,Lyons, 
130.843979322972956,-12.427804224075317,PK117,Clancy Park, ,Park,"Accessible,Playground",,5 Clancy St Fannie Bay,Fannie Bay,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.843979559288,-12.4278040707486,370,200     03117,1000,Neighbourhood,Lyons, 
130.839559376365003,-12.426876890974615,PK118,Smith Park,"Ross Smith Memorial Park, Giles St Park",Park,Accessible,,23 Giles St Fannie Bay,Fannie Bay,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.839558340132,-12.426876605027,371,200     02962,1320,Neighbourhood,Lyons, 
130.847059393909404,-12.429590962222933,PK119,Worgan Park, ,Park,"Accessible,Playground",,6 Worgan St Parap,Parap,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.847059439186,-12.4295906151779,372,200     03162,1110,Neighbourhood,Lyons, 
130.841948748198632,-12.430516164218337,PK120,Qantas Park,Macdonald Park,Park,"Accessible,Playground",,14 Macdonald St Parap,Parap,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.841947144714,-12.4305149557102,373,200     05411,5480,Neighbourhood,Lyons,
130.841589626641337,-12.428025891718072,PK121,Parap Pool, ,Swimming Pool,Accessible,Swimming,77 Ross Smith Ave Parap,Parap,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,130.841254961459,-12.4280811987105,374,200     05292,38000,Regional,Lyons,
130.848068263457151,-12.4315973565449,PK122,Arafura Park, ,Park,"Accessible,Playground",,20 Ross Smith Ave Parap,Parap,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.848035108484,-12.4314914775673,375,200     07627,3480,District,Lyons, 
130.875328692131063,-12.393477088112375,PK123,Darwin General Cemetery, ,Cemetery,"Accessible,Bicycle/Walking Paths,Toilets - Daylight Hours",,221 Mcmillans Rd Jingili,Jingili,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,130.875328328842,-12.3934774525487,376,550     04522,99700,Regional,Chan, 
130.875148327465098,-12.390646819831289,PK124,Borella Park, ,Park,"Accessible,Playground",,23 Borella Cct Jingili,Jingili,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.87514832884,-12.3906470718252,377,550     03146,4080,Neighbourhood,Chan, 
130.893959399538772,-12.393769386705289,PK125,McMillans Road Greenbelt,"Yanula Greenbelt, Jade Park",Park,"Accessible,Bicycle/Walking Paths,Playground",,74 Yanyula Dr Anula,Anula,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.893968138664,-12.3936762632877,378,685     00887,16971,Neighbourhood,Waters, 
130.893994527279801,-12.400616538861909,PK126,Tomaris Park,Carnoustie Park,Park,"Accessible,Playground",,48 Carnoustie Cct Marrara,Marrara,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.893657823664,-12.4007221746876,379,055     03794,8450,Neighbourhood,Waters, 
130.874995631900106,-12.398461308044245,PK127,Rapid Creek Reserve - South, ,Park,Accessible,,216 Mcmillans Rd Marrara,Marrara,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.875391530943,-12.3988781987642,380,055     04295,199000,Regional,Lyons, 
130.857475638192625,-12.396547099886108,PK128,Bagot Oval,Bagot Park,Oval,"Accessible,Playground,Playground - Shaded,Toilets - Restricted Access",Soccer,55 Mcmillans Rd Millner,Millner,http://www.darwin.nt.gov.au/,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,701929.13643595,8628902.34455811,381,055     01676,96900,Regional,Chan, 
130.855658815809932,-12.420491523796446,PK129,Mosec Park, ,Park,"Accessible,Playground",Basketball,16 Mosec St Ludmilla,Ludmilla,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,130.855659510294,-12.4204921644745,382,200     05679,2350,Neighbourhood,Lyons, 
130.850038476030534,-12.426849886543927,PK130,Gilbert Park, ,Park,"Accessible,Playground",,10 Gilbert St Ludmilla,Ludmilla,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.850038476857,-12.426849830204,383,200     03262,1000,Neighbourhood,Lyons, 
130.857140269810884,-12.424843310089226,PK131,Narrows Vacant Block,Fleming Park,Park,Accessible,,5 Narrows Rd The Narrows,The Narrows,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.857139131863,-12.4248439158945,384,200     03622,1800,Neighbourhood,Lyons, 
130.860870320025555,-12.426815530428561,PK132,Dwyer Park, ,Park,"Accessible,Playground",,3 Shiers St The Narrows,The Narrows,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.860750447862,-12.4267711297613,385,200     04221,18400,Neighbourhood,Lyons, 
130.860118764779315,-12.429764741354621,PK133,City of Darwin Operations Centre, ,Council Facility,Accessible,,65 Bishop St Woolner,Woolner,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.860420889242,-12.4290901054904,386,200     05037,50700,District,Lyons, 
130.852891134492495,-12.43009108657607,PK134,Lores Bonney Park,Price Park,Park,"Accessible,Exercise Equipment,Playground",,43 May St Parap,Parap,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,130.852817314132,-12.4301038178873,387,200     07206,4680,Neighbourhood,Lyons, 
130.850925548954194,-12.431442916821025,PK135,Ginty Mcginness Park,McGinness Park,Park,Accessible,,69 May St Parap,Parap,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.85091106406,-12.4314426460084,388,200     07214,1800,Neighbourhood,Lyons, 
130.857874464692628,-12.435866173222749,PK136,Seascapes Park,Fanning Drive Park,Park,Accessible,,8 Fanning Dr Bayview,Bayview,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.857900826438,-12.4358769324905,389,200     06152,3900,Neighbourhood,Lyons, 
130.85936093700434,-12.434942288132625,PK137,Latrobe Street Park, ,Park,"Accessible,Playground",,9 Perth St Bayview,Bayview,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.859393841232,-12.434948125551,390,200     07391,915,Neighbourhood,Lyons, 
130.850917800644737,-12.436460412655965,PK138,Brian Chong Wee Park, ,Park,"Accessible,Playground",,9 Sariago Ct Woolner,Woolner,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.85090829635,-12.436424124084,391,200     06781,5120,Neighbourhood,Lyons, 
130.854326358241138,-12.439257001228043,PK139,Stoddart Park, ,Park,"Accessible,Playground",,12 Stoddart Dr Bayview,Bayview,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.854311907286,-12.4392874485768,392,200     06270,2750,Neighbourhood,Lyons, 
130.85650359617739,-12.440726932566424,PK140,Half Moon Park, ,Park,Accessible,,30 Bayview Bvd Bayview,Bayview,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.856476589002,-12.440696655029,393,200     06254,1880,Neighbourhood,Lyons, 
130.841037372670058,-12.437441113405278,PK141,Pioneer Park, ,Park,Accessible,,4 Goyder Rd Parap,Parap,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.840855002768,-12.4375002709657,394,200     07454,3120,Neighbourhood,Lyons, 
130.840426950278442,-12.437012139200274,PK142,Palmerston Cemetery,Pioneer Cemetery,Cemetery,Accessible,,9 Wilkinson St Parap,Parap,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.840385674841,-12.4369663486463,395,200     03506,9434,Regional,Lyons, 
130.840054253949717,-12.43545880981522,PK143,Parap Childcare Centre, ,Childcare Centre,"Accessible,Baby Change,Drinking Fountains,Playground,Playground - Shaded,Toilets - Restricted Access",,4 Charlotte St Parap,Parap,http://www.darwin.nt.gov.au/,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,130.840057795759,-12.4354606840094,396,200     05224,1710,District,lYONS, 
130.840702939456605,-12.434688805195371,PK144,Weddell Park, ,Park,Accessible,,13 Weddell St Parap,Parap,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.840712477864,-12.4346892647631,397,200     04131,5030,Neighbourhood,Lyons, 
130.842753109908102,-12.438928030510574,PK145,Antony Memorial Park,Armidale Park,Park,"Accessible,Playground",,20 Armidale St Stuart Park,Stuart Park,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.842749851917,-12.4388917724353,398,200     03868,1080,Neighbourhood,Lyons, 
130.842835352829439,-12.436199778004209,PK146,Stokes Street Park, ,Park,Accessible,,159 Stuart Hwy Parap,Parap,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.842858463219,-12.4361225882686,399,200     03367,3480,Neighbourhood,Lyons, 
130.845113104606583,-12.434791284038441,PK147,Somerville Park,Stuart Highway Park,Park,Accessible,,175 Stuart Hwy Parap,Parap,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.844938980269,-12.4348224241723,400,200     05381,11800,District,Lyons, 
130.843317935686969,-12.444438812461422,PK148,Anne Park, ,Park,Accessible,,5 Anne St Stuart Park,Stuart Park,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.843319329045,-12.4444380267556,401,200     04116,3360,Neighbourhood,Lyons, 
130.846064563378519,-12.444222741745451,PK149,Stuart Park Childcare Centre, ,Childcare Centre,"Accessible,Baby Change,Drinking Fountains,Playground,Playground - Shaded,Toilets - Restricted Access",,36-38 Charles St Stuart Park,Stuart Park,http://www.darwin.nt.gov.au/,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,130.846064334847,-12.4442227444362,402,200     01889,1201,District,Lyons, 
130.847183159474525,-12.445781952569893,PK150,Beatrice Park, ,Park,Accessible,,2 Beatrice St Stuart Park,Stuart Park,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.84723164253,-12.4457945826159,403,200     03025,884,Neighbourhood,Lyons, 
130.842033176912366,-12.445561257218577,PK151,Bill Sullivan Park,Acacia Park,Park,"Accessible,Playground",,8 Westralia St Stuart Park,Stuart Park,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.841987466618,-12.4455390317018,404,200     01784,5460,District,Lyons, 
130.847504556749101,-12.448983407062638,PK152,Dinah Beach Oval,Dinah Park,Oval,"Accessible,Playground,Playground - Shaded,Showers",Cricket,34 Meigs Cres Stuart Park,Stuart Park,http://www.darwin.nt.gov.au/,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,130.84752538325,-12.448928032196,405,200     04784,24300,District,Lyons, 
130.84728329729441,-12.44618901342206,PK153,Meigs Park, ,Park,Accessible,,43 Meigs Cres Stuart Park,Stuart Park,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.847297682451,-12.4462151839492,406,200     04770,1280,Neighbourhood,Lyons, 
130.848824141094099,-12.445454667002796,PK154,Darwin Chinese Memorial Cemetery,Chinese Cemetery,Cemetery,Accessible,,42 Flinders Dr Stuart Park,Stuart Park,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.848817932622,-12.445464906263,407,200     05316,3820,Regional,Lyons, 
130.842851989736658,-12.451624307942813,PK155,Duke Street Park, ,Park,"Accessible,Playground",,12 Duke St Stuart Park,Stuart Park,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.843021416595,-12.4509940665981,408,200     03775,4300,Neighbourhood,Lyons,Also Lot 3736
130.843919468306325,-12.449056938074763,PK156,Que Noy Park,Gothenburg Park,Park,"Accessible,Picnic Tables",,8 Margaret St Stuart Park,Stuart Park,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.843674045111,-12.4489872428173,409,200     04705,8909,District,Lyons,Also Lots 4702 - 4
130.844979603213716,-12.45107501454356,PK157,Duke Street Reserve, ,Park,Accessible,,26 Duke St Stuart Park,Stuart Park,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.84494560955,-12.4510515675773,410,200     05221,7160,Neighbourhood,Lyons, 
130.841994972033689,-12.451901606220144,PK158,Duke Street Rainforest, ,Park,Accessible,,6 Duke St Stuart Park,Stuart Park,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.842031440823,-12.4519771935652,411,200     04363,6050,Regional,Lyons, 
130.83828181478097,-12.456396045997217,PK159,Wood Street Park,Wood Street Carpark,Park,Accessible,,97 Woods St Darwin City,Darwin City,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.838251523697,-12.4563683912344,412,200     05644,5210,District,Lyons, 
130.841725341535579,-12.460076296878729,PK160,Cavenagh Street Car Park,Stott Lane,Car Park,Accessible,,54 Cavenagh St Darwin City,Darwin City,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.84170587967,-12.4601194252649,413,200     05803,11000,District,Lyons, 
130.841749369819411,-12.458223052888455,PK162,Frog Hollow Park, ,Park,Accessible,,28 Lindsay St Darwin City,Darwin City,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.841761354652,-12.4582005535533,414,200     05665,11300,Neighbourhood,Lyons, 
130.921376421407331,-12.403557650810949,PK163,Brazil Park, ,Park,"Accessible,Playground",,1 Brazil Cres Karama,Karama,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.921351797637,-12.4035371030844,415,685     06963,3550,Neighbourhood,Waters, 
130.914815083203337,-12.404349733960505,PK164,Creber Park, ,Park,Accessible,,14 Creber Ct Karama,Karama,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.914811881089,-12.4043446100668,416,685     06551,899,Neighbourhood,Waters, 
130.922658490404331,-12.406647013084468,PK165,Peron Park, ,Park,Accessible,,9 Peron Ct Karama,Karama,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.922657278867,-12.4065670086178,417,685     06768,2320,Neighbourhood,Waters, 
130.844314038067893,-12.382688747239579,PK166,Kurrajong Park,Minjimarrmarr Park,Park,Accessible,,62 Kurrajong Cres Nightcliff,Nightcliff,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.844315154084,-12.3826882130573,418,550     04825,752,Neighbourhood,Chan, 
130.846034511024158,-12.382590356539559,PK167,Grevillea Park, ,Park,"Accessible,Playground",,35 Grevillea Cct Nightcliff,Nightcliff,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,130.846169136357,-12.3827520892108,419,550     04900,2580,Neighbourhood,Chan,Also Lots 1480 & 1450
130.846184515456656,-12.385451642005886,PK168,Alf Blaser Park, ,Park,Accessible,,23 Hickory St Nightcliff,Nightcliff,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.846184819997,-12.3854516652526,420,550     04722,1950,Neighbourhood,Chan, 
130.833524575702626,-12.420769365165436,PK169,East Point Road Park, ,Park,Accessible,,116 East Point Rd Fannie Bay,Fannie Bay,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.833971066813,-12.4217130338307,421,200     05184,2500,District,Lyons,Also Lot 5184
130.834401286156861,-12.420293365569723,PK170,George Park, ,Park,"Accessible,Playground",,26 George Cres Fannie Bay,Fannie Bay,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.834482642397,-12.4200884220634,422,200     04800,11100,Neighbourhood,Lyons, 
130.833587628750109,-12.418716494990305,PK171,Bayview Park, ,Park,Accessible,,133 East Point Rd Fannie Bay,Fannie Bay,http://www.darwin.nt.gov.au/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.833521618216,-12.4186923386898,423,200     04799,12800,Neighbourhood,Lyons, 
130.836280903492479,-12.42307417741368,PK172,Ken Waters Memorial Park, ,Park,"Accessible,Bicycle/Walking Paths,Playground",Basketball,6 Elizabeth St Fannie Bay,Fannie Bay,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,130.836179616362,-12.4233741152662,424,200     05685,5730,District,Lyons, 
130.836977805779611,-12.422155874405856,PK173,Hinkler Park, ,Park,"Accessible,Playground",,22 Hinkler Cres Fannie Bay,Fannie Bay,http://www.darwin.nt.gov.au/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,130.836807383664,-12.421868061183,425,200     05054,7670,Neighbourhood,Lyons, 
130.836142714342401,-12.432865344504771,PK174,Vestey's Lagoon,Vesteys Foreshore,Park,"Accessible,Baby Change,BBQ,Bicycle/Walking Paths,Drinking Fountains,Picnic Tables,Playground,Playground - Shaded,Toilets - 24 Hours,Toilets - Daylight Hours",,39 East Point Rd Fannie Bay,Fannie Bay,http://www.darwin.nt.gov.au/,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,130.835733293371,-12.4332135946864,426,200     05764,204900,District,Lyons, 
