SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC70182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,9
SSC70185,0,0,0,0,0,0,3,0,0,4,0,3,3,0,8,0,0,0,0,0,3,5,3,0,14,3,7,4,3,20,0,3,4,0,9,3,6,0,0,13,10,7,0,0,11,0,3,4,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,43,25,4,101
SSC70186,0,0,0,0,0,3,7,3,0,13,0,9,23,0,32,0,0,3,0,3,3,16,7,0,32,4,5,11,3,14,4,11,6,0,24,6,18,7,0,32,0,6,11,0,24,3,4,5,0,8,0,7,6,0,12,0,3,3,0,8,0,9,3,0,10,4,6,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,18,10,0,23,0,0,0,0,3,36,113,101,10,261
SSC70187,4,0,0,0,5,0,0,4,0,4,0,0,3,0,3,0,0,11,0,11,5,3,3,0,14,9,3,5,3,14,8,3,9,0,22,9,10,6,0,23,20,13,19,3,46,17,22,3,0,41,17,29,6,0,48,14,18,4,0,41,38,40,11,7,96,26,37,5,3,65,12,19,5,0,35,11,11,0,0,23,11,22,3,0,38,21,32,12,0,69,0,4,3,0,6,221,268,107,14,612
SSC70188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,7,3,36,16,10,7,3,36
SSC70189,0,0,0,0,0,0,0,0,0,6,0,0,6,0,5,0,3,4,0,5,3,15,3,0,24,0,9,0,0,8,0,6,0,0,9,0,6,0,0,14,0,10,0,0,12,0,3,3,0,5,0,0,3,0,3,0,3,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,23,0,7,3,0,6,19,78,31,3,128
SSC70190,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,6,0,11,0,0,0,0,0,0,3,0,0,3,0,9,0,0,7,3,10,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,30,14,0,53
SSC70191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70192,3,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,3,0,14,0,0,8,0,9,14,6,12,0,30,5,9,10,0,21,14,5,7,0,33,7,8,10,0,30,4,14,3,0,27,12,13,3,0,31,11,45,17,0,71,13,32,3,0,52,8,19,3,0,29,3,23,0,0,25,9,40,0,0,49,15,36,16,0,65,3,4,9,0,14,149,244,98,10,502
SSC70193,3,0,5,0,15,0,0,3,0,8,0,0,7,0,7,0,0,15,0,18,3,0,19,0,28,4,5,26,0,36,13,3,23,0,40,7,6,17,0,36,7,12,23,0,42,12,19,19,3,49,13,23,12,0,47,7,18,11,0,32,31,47,17,3,94,23,25,4,3,51,20,25,3,0,48,11,19,0,0,34,10,14,0,0,32,21,41,13,4,81,3,4,9,0,17,189,282,223,15,714
SSC70194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8
SSC70195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,0,10,0,0,0,0,3,0,3,0,0,4,3,4,0,0,5,5,14,0,0,20,9,15,0,0,21,0,3,0,0,4,3,10,0,0,17,15,8,0,0,16,13,5,4,0,23,0,0,0,0,0,61,62,8,0,126
SSC70196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,3,0,0,3,0,4,4,0,4,3,0,0,0,7,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,9,0,36
SSC70197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,12
SSC70198,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,3,0,5,0,0,14,0,22,0,0,20,6,14,3,0,26,13,22,9,0,47,55,60,4,0,110,39,64,0,0,106,16,47,0,0,69,13,33,3,0,56,27,72,0,0,98,25,51,3,0,81,3,0,0,0,7,207,404,29,3,641
SSC70199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70200,0,0,0,0,0,0,0,0,0,6,0,0,3,0,9,0,0,0,0,0,3,0,3,0,3,0,0,3,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,5,3,0,0,0,7,15,23,13,0,55
SSC70201,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,3,0,8,0,3,3,0,8,8,3,0,0,11,9,6,8,3,25,12,15,12,0,38,12,18,13,0,43,8,16,5,0,29,7,14,8,0,31,20,28,5,3,56,12,32,5,0,47,10,38,0,0,46,4,15,0,0,20,18,44,0,0,64,6,33,8,0,47,0,0,0,0,3,143,263,68,7,489
SSC70202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9
SSC70203,0,0,0,0,4,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,3,3,3,0,14,0,0,4,0,3,0,3,3,0,12,0,0,6,0,5,0,0,4,0,4,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,3,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,3,3,0,7,16,34,29,3,84
SSC70204,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,3,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,0,29
SSC70205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,11
SSC70206,0,0,0,0,0,0,3,4,0,3,0,9,14,0,21,0,0,3,0,3,3,7,0,0,12,0,6,0,0,7,0,13,0,0,14,0,3,0,0,7,0,0,3,0,4,0,3,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,26,0,82
SSC70207,0,0,0,0,4,3,0,3,0,5,0,4,8,3,20,0,3,8,0,8,12,16,4,0,33,0,14,3,0,19,3,11,0,0,11,4,11,3,0,14,3,10,3,0,16,0,3,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,40,10,0,59,4,4,3,0,16,45,114,56,9,218
SSC70208,0,0,0,0,0,0,0,0,0,3,0,0,8,0,8,0,0,3,0,3,6,3,3,0,14,3,3,3,0,6,3,5,4,0,14,6,0,3,0,10,3,12,10,0,22,7,11,8,0,29,8,17,13,0,37,6,24,12,0,39,39,65,11,0,112,41,60,0,0,100,23,45,4,0,74,18,37,0,0,50,29,69,4,0,106,27,52,10,0,85,9,16,17,4,46,234,417,102,7,761
SSC70209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8
SSC70210,3,3,0,0,7,0,0,0,0,5,0,0,5,0,4,0,0,0,0,0,3,3,0,0,13,3,3,7,0,16,14,5,5,0,22,12,15,9,4,36,19,7,14,0,38,19,19,6,0,52,16,22,10,4,53,28,28,7,0,57,63,47,15,0,123,53,31,7,4,95,34,28,0,3,62,20,33,3,0,60,60,94,3,0,162,40,53,16,0,106,6,3,3,3,12,396,392,106,19,921
SSC70211,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,3,3,0,8,0,4,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,15,10,12,0,37
SSC70212,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,4,0,0,0,0,0,3,0,0,0,8,3,3,0,0,10,0,0,0,0,0,0,0,0,0,3,5,13,3,0,14,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5,3,3,0,0,4,0,0,0,0,0,27,35,13,0,70
SSC70213,0,0,0,0,0,14,10,12,0,34,9,7,16,0,32,0,6,0,0,7,3,12,0,3,18,0,6,6,0,15,0,3,3,0,9,4,3,0,0,11,0,3,3,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,7,0,30,0,3,3,0,9,42,83,50,11,187
SSC70214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SSC70215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,11,0,4,6,0,10,0,8,0,0,6,0,3,7,0,7,0,3,0,0,4,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,14,28,13,3,56
SSC70216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
SSC70217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SSC70218,0,0,0,0,0,0,3,6,0,8,0,3,6,0,13,0,0,3,0,3,4,12,0,0,14,0,0,0,0,4,0,0,5,0,4,0,0,0,0,4,0,4,3,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,14,0,0,0,0,3,15,36,30,6,83
SSC70219,3,0,3,0,4,0,0,0,0,0,0,0,5,0,4,0,0,4,0,4,0,0,3,0,3,0,0,4,0,9,5,3,3,0,15,5,0,4,0,14,8,3,11,3,21,13,7,3,0,22,8,7,7,0,23,15,15,3,0,37,36,44,10,3,92,34,17,4,0,58,35,11,0,0,45,29,44,0,0,72,62,107,3,0,168,26,30,10,0,67,0,0,4,0,3,282,297,84,12,669
SSC70220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
SSC70221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,4,0,0,0,0,3,0,0,0,0,4,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,14,10,0,25
SSC70222,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,6,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,5,25
SSC70223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,4,17
SSC70224,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,8,0,4,0,0,3,3,5,0,0,12,6,0,0,0,3,0,3,0,0,6,0,0,0,0,4,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,9,0,0,0,0,0,27,26,8,3,63
SSC70225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
SSC70226,0,3,0,3,4,4,0,0,0,4,0,3,6,0,7,0,4,3,0,5,4,3,0,0,10,3,3,7,0,10,3,0,4,0,11,0,4,0,0,4,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,4,0,11,0,0,0,0,3,23,35,29,7,92
SSC70227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC70228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,14
SSC70229,0,0,0,0,0,3,9,5,0,16,0,9,13,0,23,4,0,3,0,10,7,9,5,0,18,4,10,3,0,19,5,11,3,0,20,3,7,3,0,13,3,12,3,0,18,0,3,10,0,12,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,4,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,8,7,0,22,3,3,3,0,5,42,89,63,0,191
SSC70230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6
SSC70231,3,0,0,0,8,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,7,4,3,0,7,3,0,0,0,8,14,0,14,0,26,8,9,10,0,26,12,24,8,0,44,21,17,7,0,45,18,13,11,3,46,23,24,11,0,57,42,32,7,3,88,37,36,0,4,77,20,35,0,0,59,16,21,0,0,38,43,71,3,3,121,32,33,15,0,82,0,8,4,0,6,303,329,103,12,754
SSC70232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC70233,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,8,21,9,0,33
SSC70234,0,0,9,0,10,0,0,0,0,0,0,0,3,0,7,3,0,3,0,7,3,0,0,0,6,0,0,9,0,14,3,0,8,0,8,6,3,15,0,19,14,11,8,0,28,14,14,9,3,40,22,23,14,0,62,22,42,6,3,75,59,103,11,8,182,41,81,5,0,130,31,66,3,0,105,30,84,0,0,114,64,121,4,0,190,32,68,10,0,109,3,6,0,0,8,342,636,114,17,1103
SSC70235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,4,3,0,6,4,0,3,0,5,0,0,0,0,7,6,3,0,0,9,0,3,0,0,10,5,4,0,0,14,12,10,0,0,28,12,5,0,0,21,7,8,0,0,11,7,5,0,0,11,5,7,0,0,12,3,17,3,0,24,0,0,0,0,0,75,71,16,0,156
SSC70236,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,11,9,3,0,18
SSC70237,3,0,0,0,3,3,0,0,0,5,3,0,3,0,12,0,0,0,0,0,4,4,8,4,18,0,0,9,0,16,4,0,4,0,17,4,7,9,3,25,5,7,7,0,16,10,15,4,0,26,5,18,7,3,34,17,19,3,0,42,28,44,9,0,82,16,30,0,0,52,14,17,0,3,32,7,14,3,0,21,7,18,0,0,22,26,25,10,3,63,3,5,7,0,18,163,225,92,18,496
SSC70238,0,0,0,0,0,0,3,0,0,6,0,4,3,0,15,0,0,0,0,0,14,24,7,0,45,0,7,0,0,6,0,4,0,0,7,0,5,0,0,10,3,5,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,3,5,3,0,7,29,66,33,5,132
SSC70239,0,0,0,0,0,0,0,3,0,3,3,3,17,0,22,0,0,7,0,5,0,15,5,0,19,0,11,6,0,16,5,10,3,0,18,3,11,0,0,16,0,4,0,0,5,0,10,3,0,12,0,3,3,0,8,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,8,0,0,0,0,3,22,58,45,6,133
SSC70240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
