SSC_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
SSC70252,0,0,7,7,3,0,7,10,3,6,7,15,5,3,0,8,3,0,4,8,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,16,12,34,65,0,0,11,9,3,6,6,14,3,3,7,15,10,0,0,5,3,3,0,6,3,3,3,7,0,0,0,3,0,0,0,0,0,0,0,0,18,13,29,59,0,0,15,21,4,6,12,26,9,15,15,34,14,6,0,16,7,3,5,15,3,5,3,15,0,3,0,4,0,0,0,0,0,0,0,0,37,31,62,125
SSC70253,0,0,25,25,0,4,29,36,41,26,75,153,41,15,38,97,35,13,42,91,20,3,23,55,14,0,15,30,4,0,3,7,0,0,0,0,166,66,257,495,0,0,17,17,4,6,31,38,60,38,73,169,46,11,45,100,28,8,41,81,24,4,50,72,7,3,13,25,0,0,9,13,0,0,0,3,177,69,281,520,0,0,40,40,4,6,62,75,106,63,147,317,91,29,82,202,66,20,87,173,48,4,72,124,26,3,31,54,5,0,10,19,4,0,3,6,341,135,535,1015
SSC70254,0,0,10,10,0,4,12,23,18,27,29,77,23,9,21,54,17,9,18,49,12,6,12,27,11,0,14,25,0,0,10,9,0,0,0,0,78,60,118,262,0,0,6,6,0,5,19,20,24,32,24,76,23,11,21,61,19,3,13,40,14,9,19,44,7,0,5,13,0,0,3,3,0,0,4,4,84,65,116,265,0,0,12,12,0,10,27,40,42,56,53,147,42,24,44,106,37,18,30,80,25,17,32,70,13,0,22,38,0,0,15,13,0,0,4,4,165,129,234,525
SSC70255,0,0,20,20,0,0,6,11,12,5,22,37,18,8,17,45,21,8,20,42,10,4,15,26,15,0,12,24,4,0,4,10,0,0,0,3,79,22,120,220,0,0,13,13,0,4,5,5,13,5,15,34,16,8,14,38,21,7,9,40,11,3,20,34,9,0,7,20,0,0,3,4,0,0,3,3,76,23,93,194,0,0,30,30,0,3,16,19,25,15,32,67,41,14,39,84,41,15,30,83,21,6,35,63,22,0,17,42,6,0,9,14,0,0,3,3,159,45,212,416
SSC70256,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,4,0,0,0,3,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,23,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,4,6,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,3,11,23,0,0,0,0,0,0,0,0,3,0,9,9,5,0,0,8,5,3,0,8,8,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,20,7,16,46
SSC70257,0,0,4,10,3,0,10,8,6,0,0,10,0,3,3,9,3,5,3,18,3,3,6,10,0,0,6,9,0,0,0,4,0,0,0,0,21,15,41,79,0,0,7,5,3,0,3,5,8,0,3,11,0,3,0,3,8,5,7,11,6,3,3,13,0,0,4,3,3,0,0,3,0,0,0,0,25,12,28,59,3,0,14,16,7,3,6,14,9,0,4,19,4,8,3,13,9,12,9,31,8,3,11,22,0,3,13,11,6,0,0,3,0,0,0,0,47,24,62,133
SSC70258,0,0,8,7,0,5,3,8,52,19,4,74,43,5,0,48,21,4,4,32,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,122,34,21,178,0,0,8,8,4,11,0,13,70,27,0,98,37,0,0,41,21,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,37,16,183,0,0,17,18,3,13,4,21,125,42,8,171,80,4,0,87,38,6,9,54,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,249,73,33,358
SSC70259,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,3,0,3,0,3,0,0,0,0,0,3,0,3,6,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,23
SSC70260,0,0,8,8,0,0,3,3,9,0,7,16,3,0,11,12,5,0,0,10,3,0,0,8,0,0,3,3,0,0,0,0,0,0,0,0,24,3,35,67,0,0,8,8,3,0,7,7,12,0,3,16,4,0,3,10,5,0,9,15,0,0,4,7,0,0,10,10,0,0,0,0,0,0,0,0,25,7,42,71,0,0,12,12,9,0,12,12,20,3,12,33,12,0,11,23,15,4,13,23,9,3,4,14,0,0,16,16,0,0,0,0,0,0,0,0,54,5,77,138
SSC70261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70262,0,0,60,60,0,6,32,40,58,24,68,151,87,27,40,160,67,15,19,102,64,15,34,113,51,3,14,72,23,0,13,37,11,0,5,16,360,100,286,747,0,0,49,50,3,13,34,53,72,23,68,163,98,33,51,185,79,25,50,154,48,8,38,89,44,3,42,94,18,0,31,42,3,0,7,15,371,104,370,847,0,0,112,109,3,22,64,92,133,52,136,321,192,64,98,348,146,42,67,256,114,21,65,197,99,7,59,162,39,0,44,79,12,0,13,23,731,206,652,1591
SSC70263,0,0,0,0,0,0,0,0,3,0,4,10,5,5,0,6,5,0,4,3,7,3,0,7,0,0,0,3,0,0,0,0,0,0,0,0,19,5,9,34,0,0,0,0,0,0,0,0,9,4,3,10,3,3,8,13,3,0,0,4,10,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,24,6,15,42,0,0,0,0,0,0,0,0,9,4,11,23,11,3,5,18,8,0,0,7,17,3,3,20,7,0,0,4,0,0,3,3,0,0,0,0,45,11,25,76
SSC70264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC70265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3
SSC70266,0,0,5,5,0,0,0,0,0,3,0,12,0,3,0,7,9,8,8,15,7,0,5,7,4,0,0,7,0,0,0,0,0,0,0,0,28,15,29,64,0,0,0,0,0,3,4,6,6,3,0,11,3,0,0,4,10,6,0,10,5,3,0,9,3,0,3,5,0,0,0,0,0,0,0,0,24,13,13,51,0,0,10,10,0,4,6,7,8,9,7,16,9,4,3,14,15,6,4,29,10,3,3,22,6,0,3,14,3,0,3,3,3,0,0,3,49,27,36,118
SSC70267,3,0,34,35,3,0,20,21,27,0,23,54,22,0,4,34,12,0,7,15,7,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,77,7,93,173,0,0,21,23,8,0,17,27,22,3,22,45,22,0,10,38,16,0,14,31,4,0,10,13,0,0,4,4,0,0,0,0,0,0,0,0,75,5,100,181,3,0,56,59,12,0,35,48,45,3,44,94,43,3,19,68,28,3,23,52,10,3,11,25,0,0,4,3,0,0,0,0,0,0,0,0,149,13,194,353
SSC70268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70269,0,0,0,0,0,0,0,0,0,3,4,3,7,3,3,12,8,0,0,11,3,3,3,9,5,0,3,6,3,0,0,4,0,0,0,0,22,9,17,51,0,0,0,0,0,0,3,3,5,3,0,9,5,3,0,10,7,3,0,14,5,3,3,15,0,0,3,3,3,0,0,3,0,0,0,0,32,11,10,53,0,0,3,3,0,0,3,3,5,5,6,9,16,6,3,24,16,3,3,21,10,4,9,23,4,0,3,9,8,0,0,10,0,0,0,0,55,15,32,104
SSC70270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70271,0,0,3,3,0,0,0,0,0,3,3,3,4,0,0,6,3,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,8,3,11,21,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,14,0,0,4,4,0,0,0,0,0,3,3,6,8,0,0,13,3,0,0,3,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,14,3,11,35
SSC70272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70273,0,0,3,3,0,3,3,3,3,3,4,12,3,0,0,6,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,5,8,25,0,0,0,0,0,0,4,7,6,3,3,10,0,0,3,3,0,0,0,3,3,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,13,4,17,29,0,0,4,4,0,3,6,11,7,9,5,22,8,0,3,12,0,0,4,5,3,0,3,3,0,0,0,3,0,0,3,3,0,0,0,0,23,10,23,62
SSC70274,0,0,59,59,0,5,42,48,17,30,42,87,55,29,30,113,85,37,45,168,76,22,36,133,41,3,21,60,12,3,5,21,0,0,3,3,280,128,285,689,0,0,46,43,5,8,23,34,26,37,32,91,56,35,17,105,90,30,23,149,78,23,20,116,29,0,12,45,9,0,9,14,0,0,0,0,290,136,183,608,0,0,103,106,5,15,66,79,40,69,75,179,111,62,49,226,174,69,68,316,157,41,56,244,67,5,35,104,14,3,12,33,0,0,3,8,569,256,464,1296
SSC70275,0,4,82,84,16,9,65,90,39,49,76,160,35,59,35,126,34,22,18,78,30,10,18,49,0,0,6,5,0,0,3,3,0,0,0,0,155,149,296,597,4,6,81,94,18,18,64,95,25,72,114,213,38,37,42,111,39,12,41,92,24,3,29,58,3,0,12,21,0,0,5,5,0,0,0,0,153,149,381,684,4,5,164,177,37,24,122,187,68,117,192,373,70,93,73,237,73,35,58,163,54,9,41,107,9,0,20,27,0,0,9,9,0,0,0,0,306,294,678,1278
SSC70276,0,0,8,8,0,0,8,8,6,0,3,8,9,12,4,24,20,6,7,35,16,7,19,43,14,10,6,31,0,0,3,7,0,0,0,0,71,36,62,163,0,0,7,7,0,0,4,8,5,3,3,15,17,6,3,28,15,9,13,42,26,5,12,44,8,5,10,25,0,0,4,4,0,0,0,0,76,37,62,171,0,0,17,17,0,0,10,14,14,5,13,25,22,23,11,52,40,20,18,77,40,13,23,84,26,12,18,60,4,0,7,7,0,0,0,3,146,76,119,338
SSC70277,0,0,58,58,7,5,63,71,54,19,94,167,90,16,51,154,79,17,33,130,59,8,27,90,44,9,11,63,20,0,3,21,3,0,6,6,347,73,340,756,0,7,49,55,17,3,31,54,60,17,61,140,99,19,35,150,74,12,31,116,57,6,40,104,24,6,27,57,9,0,26,33,0,0,3,3,342,69,304,709,0,7,108,111,20,10,91,127,117,38,158,308,187,33,86,306,154,26,64,241,113,10,68,193,71,14,40,120,22,0,27,55,3,0,3,9,690,140,641,1468
SSC70278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70279,0,0,0,0,0,0,4,5,3,0,3,8,0,0,3,5,0,0,3,5,0,0,3,7,0,0,3,3,0,0,0,0,0,0,0,0,12,3,13,32,0,0,3,3,3,0,0,3,3,3,3,10,3,0,0,6,3,0,4,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,5,19,33,0,0,3,3,0,0,5,8,12,4,6,16,3,0,4,10,4,0,3,10,0,0,6,9,0,0,3,7,0,0,0,0,0,0,0,0,27,9,35,67
SSC70280,0,0,61,61,0,0,51,50,26,20,67,111,64,10,28,108,65,17,41,126,62,7,29,103,46,6,13,63,16,0,8,29,0,0,3,7,290,65,295,653,0,0,60,60,4,4,33,40,36,19,48,105,77,16,46,129,68,21,38,129,60,5,31,96,34,3,25,65,8,0,5,11,0,0,4,9,289,66,291,650,0,0,123,123,4,6,86,91,66,36,116,217,139,25,70,241,141,39,78,251,122,18,62,195,76,9,41,128,28,0,13,39,4,0,6,13,578,133,588,1298
SSC70281,0,0,12,12,7,0,8,15,14,0,4,20,14,0,12,31,12,0,17,22,13,0,7,17,0,0,3,3,0,0,0,3,0,0,0,0,63,0,59,127,3,0,13,19,9,0,10,19,16,3,13,29,19,0,3,19,10,0,5,16,16,0,4,18,0,0,3,6,0,0,0,0,0,0,0,0,67,3,57,128,3,0,30,30,15,0,17,28,31,3,14,52,28,0,14,46,20,0,22,40,26,0,13,37,3,0,6,5,0,0,3,3,0,0,0,0,128,5,115,255
SSC70282,0,0,6,6,4,0,0,9,0,0,3,11,4,4,0,9,3,0,0,9,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,19,7,20,42,0,0,4,4,3,0,3,11,0,0,0,7,5,0,0,8,3,3,3,9,0,0,8,4,0,0,0,4,0,0,0,0,0,0,0,0,14,7,21,39,0,0,13,13,6,0,4,18,3,3,6,11,9,3,3,17,5,3,5,12,4,0,6,10,3,3,3,6,0,0,0,0,0,0,0,0,35,12,40,83
SSC70283,0,0,3,3,0,0,0,0,0,3,4,3,0,0,0,0,3,0,4,3,3,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,10,3,7,26,0,0,3,3,0,0,0,0,0,3,7,10,3,0,0,3,0,0,0,3,4,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,7,6,8,24,0,0,5,5,0,0,0,0,0,4,9,11,3,0,0,3,6,0,5,6,9,3,3,9,6,0,3,4,3,0,0,3,0,0,0,0,18,12,20,47
SSC70284,0,0,21,17,11,0,26,30,23,0,29,54,28,0,11,40,15,0,11,27,7,0,6,9,5,0,3,9,0,0,0,0,0,0,0,3,91,3,101,191,4,0,29,34,11,0,19,28,30,0,28,62,20,0,13,34,17,0,13,24,10,0,8,17,3,0,10,11,4,0,3,7,0,0,0,0,96,0,119,216,6,0,46,55,17,0,38,62,58,0,62,120,48,0,21,74,27,0,19,55,11,0,9,22,8,0,9,20,3,0,3,10,0,0,0,6,183,3,220,406
SSC70285,0,0,3,3,0,0,5,5,3,0,9,8,5,0,4,6,12,4,7,23,13,3,7,22,8,0,3,12,0,0,0,0,0,0,0,0,43,8,32,79,0,0,8,8,0,0,3,3,9,0,7,11,5,0,3,4,16,3,4,23,14,6,5,24,3,0,3,9,0,0,0,0,0,0,3,3,39,10,34,80,0,0,4,4,0,0,4,4,6,0,9,22,7,0,5,14,24,6,7,41,23,11,9,41,8,4,9,18,0,0,3,3,0,0,3,3,79,21,62,165
SSC70286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70287,0,0,16,16,4,0,8,14,14,0,12,20,15,0,3,15,9,0,9,17,4,0,3,7,3,0,0,3,0,0,0,0,0,0,0,0,45,3,41,88,0,0,9,12,6,0,8,17,13,0,9,19,14,0,3,21,7,0,13,21,3,0,14,14,0,0,4,3,0,0,3,3,0,0,0,0,44,4,60,111,0,0,25,24,14,0,11,31,21,3,19,45,29,0,7,37,14,4,22,36,6,0,14,21,3,0,4,6,0,0,3,3,0,0,0,0,89,5,101,201
SSC70288,0,0,3,3,0,0,3,3,4,0,4,9,8,0,3,5,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,32,0,0,3,4,0,0,4,4,3,0,3,8,8,0,3,11,0,0,4,7,3,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,20,0,22,35,0,0,6,11,0,0,4,4,7,0,4,12,8,0,4,18,6,0,4,12,10,0,3,11,0,0,3,3,0,0,0,0,0,0,0,0,37,0,35,71
SSC70289,0,0,10,10,0,0,7,5,5,0,0,5,0,0,3,5,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,23,39,0,0,5,5,0,0,0,0,4,0,0,5,5,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,10,27,0,0,18,18,0,0,7,10,12,0,0,13,3,3,4,14,7,6,4,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,5,34,68
SSC70290,0,0,0,0,0,0,0,3,3,0,4,8,0,3,14,14,4,0,11,20,8,0,21,26,8,0,15,14,0,0,0,0,0,0,0,0,17,9,62,92,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,7,6,0,9,9,0,8,18,3,0,3,7,0,0,0,0,0,0,0,0,20,5,10,35,0,0,0,0,0,0,0,3,8,3,8,11,0,3,14,14,8,8,15,27,13,0,27,46,4,0,15,24,0,0,0,0,0,0,0,0,38,12,77,125
SSC70291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70292,0,3,98,103,4,16,75,92,59,75,80,216,106,54,55,214,113,43,56,208,60,13,50,123,32,4,30,59,6,3,10,18,0,0,5,3,385,211,453,1054,0,6,99,103,3,29,57,89,93,78,78,245,115,54,62,236,111,43,57,213,55,11,57,125,13,7,41,57,3,3,9,16,0,0,0,3,399,227,469,1096,0,9,198,207,8,46,128,184,155,151,156,465,221,114,122,456,218,82,114,422,116,27,101,249,40,7,71,123,15,3,22,42,0,0,3,6,782,446,923,2147
SSC70293,0,0,20,20,0,11,22,32,27,43,74,144,48,6,26,83,19,8,23,45,16,4,13,28,10,0,0,8,4,0,0,4,0,0,0,0,125,72,172,372,0,0,11,11,0,14,17,33,44,41,51,127,39,9,15,64,17,5,9,37,15,4,9,32,4,0,13,14,5,0,0,6,0,0,3,3,127,70,124,323,0,0,34,34,0,25,37,68,66,84,122,269,90,19,39,142,43,13,28,85,27,8,25,61,15,0,13,27,7,0,5,11,0,0,3,5,250,143,303,694
SSC70294,0,0,86,89,0,9,46,56,46,33,49,132,95,30,48,173,95,27,39,157,76,15,21,108,46,3,26,74,16,3,0,18,0,0,0,0,373,116,315,809,0,4,57,65,6,6,35,50,67,39,56,161,103,36,48,186,103,20,37,162,62,17,36,110,35,4,28,66,9,0,9,21,0,0,6,6,382,133,320,830,0,3,144,151,6,16,83,103,113,69,107,288,203,67,93,364,196,54,75,320,135,26,58,220,82,10,47,143,24,3,11,39,0,0,6,5,758,251,634,1638
SSC70295,0,0,60,60,3,17,54,70,19,51,65,131,26,37,45,105,27,24,45,94,28,3,23,52,8,0,3,20,0,3,0,8,0,0,0,0,110,133,291,535,0,3,59,65,3,18,49,64,19,55,63,135,22,43,44,102,32,15,58,103,24,3,28,56,5,0,14,26,0,0,3,4,0,0,0,0,113,131,311,556,0,3,116,124,4,30,105,135,39,102,123,261,49,79,89,210,58,41,103,199,55,6,51,116,22,0,19,43,3,3,4,9,0,0,0,0,227,264,606,1098
SSC70296,0,0,0,0,0,0,4,4,15,0,0,14,4,0,3,10,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,12,43,0,0,3,3,0,0,3,4,12,3,3,20,4,0,0,9,6,0,3,7,0,0,3,3,0,0,6,4,0,0,0,0,0,0,0,0,24,5,25,55,0,0,9,8,3,0,6,11,28,6,5,33,16,0,4,21,9,3,3,14,0,0,3,3,0,0,6,5,0,0,0,0,0,0,0,0,47,11,31,92
SSC70297,0,0,10,10,3,0,7,14,12,3,4,17,5,3,4,15,6,0,6,13,7,0,0,7,3,0,0,3,0,0,3,3,0,0,0,0,42,4,29,76,0,0,11,9,9,0,9,19,5,5,8,19,4,0,3,11,8,0,3,13,4,0,3,4,3,0,3,5,0,0,0,0,0,0,0,0,36,8,46,86,0,0,26,27,19,0,12,30,16,7,15,38,17,3,7,25,12,0,8,21,10,0,3,10,9,0,3,10,0,0,3,3,0,0,0,0,78,10,76,162
SSC70298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,5,5,0,0,0,0,0,0,3,6,0,0,0,5,0,0,0,0,3,3,13,14
SSC70299,3,0,44,48,8,0,18,22,31,4,41,81,21,4,25,44,13,0,15,26,9,0,6,18,11,0,3,11,0,0,4,4,0,0,0,0,95,16,157,261,0,0,24,28,15,0,21,36,31,0,41,74,19,10,28,58,12,0,24,38,7,0,22,32,0,0,5,13,0,0,0,0,0,0,0,0,90,16,175,280,3,0,71,77,19,4,37,61,62,7,87,160,38,12,56,108,27,0,35,65,16,0,31,50,12,0,15,21,0,0,4,4,0,0,0,0,183,27,333,540
SSC70300,0,0,8,8,4,0,7,9,5,7,9,22,6,0,4,7,8,0,0,6,3,0,3,4,4,0,4,8,0,0,0,6,0,0,0,0,36,7,30,66,3,0,4,3,4,0,5,12,5,0,12,19,6,0,3,12,9,0,3,8,6,0,0,8,6,0,0,4,0,0,0,0,0,0,0,0,39,4,29,72,3,0,9,13,12,0,10,22,16,4,17,37,17,0,4,17,9,0,3,14,7,0,3,13,3,0,5,10,0,0,0,6,0,0,0,3,76,5,59,140
