SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC70126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70127,14,0,0,23,0,37,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,4,0,12,0,0,0,0,0,0,3,0,0,3,0,11,30,3,0,33,0,64
SSC70128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70129,293,0,0,39,5,330,453,3,0,10,4,469,42,0,0,0,0,45,0,0,0,0,0,0,94,0,4,5,3,105,0,0,0,0,0,0,3,0,0,13,3,21,4,0,0,0,0,8,148,0,3,14,7,176,4,0,0,0,0,6,19,0,0,6,0,24,916,5,9,68,21,1012
SSC70130,9,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,20,0,0,0,0,20,4,0,0,0,0,6,4,0,0,0,0,4,35,0,0,3,0,40,7,0,0,0,0,9,3,0,0,4,0,6,56,0,0,9,0,65
SSC70131,12,0,0,0,0,12,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC70132,261,0,9,8,8,283,704,0,13,3,9,729,71,0,4,0,0,78,0,0,13,0,0,13,118,0,4,8,4,130,3,0,0,0,0,3,17,0,0,0,0,15,13,0,0,0,0,15,211,0,21,10,8,252,4,0,0,0,0,4,49,0,0,3,0,53,1226,3,33,26,25,1311
SSC70133,30,0,0,0,0,28,52,0,0,0,0,56,10,0,0,0,0,10,8,0,0,0,0,8,11,0,0,0,0,9,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,35,0,0,3,0,40,0,0,0,0,0,0,4,0,0,0,0,7,118,0,3,4,3,132
SSC70134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SSC70135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70136,0,0,0,7,0,11,0,0,0,0,0,3,0,0,0,0,0,0,16,3,6,0,0,21,0,0,0,0,0,4,7,0,0,0,0,9,169,34,35,6,3,250,9,3,0,0,0,13,207,40,47,9,3,301,0,0,0,3,0,4,7,0,0,3,0,15,216,42,48,20,3,335
SSC70137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,36,0,0,0,0,36,3,0,0,0,0,3,7,0,0,0,0,7,41,0,0,0,0,41
SSC70138,138,0,0,0,0,139,247,0,0,0,0,248,39,0,0,0,3,38,43,0,0,0,0,43,40,0,0,0,3,43,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,0,3,125,0,7,0,3,139,0,0,0,0,0,3,20,0,0,0,0,19,533,4,9,0,4,550
SSC70139,5,0,0,0,0,4,196,45,3,0,0,238,82,125,30,0,0,244,3,13,3,0,0,24,13,12,0,0,0,23,13,0,0,0,0,18,50,13,0,0,0,63,0,0,0,0,0,3,164,165,31,0,0,365,0,0,0,0,0,0,9,8,3,0,0,19,370,220,38,0,0,634
SSC70140,3,0,0,7,0,14,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,20,4,0,0,3,0,9,0,0,0,0,0,0,29,0,0,7,0,42,3,0,0,3,0,3,3,0,0,5,0,10,42,0,0,29,3,73
SSC70141,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,0,0,50,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,4,0,0,0,0,5,66,7,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,69,7,0,0,0,76
SSC70142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,36,3,0,0,0,0,3,0,0,0,0,0,3,3,7,9,0,0,19,0,0,0,0,0,0,47,12,10,0,0,66,0,0,0,0,0,0,0,0,3,3,0,6,44,12,12,0,0,72
SSC70143,226,19,0,3,0,245,506,75,6,3,0,591,114,60,56,0,0,222,145,60,5,0,0,216,76,33,0,0,0,109,5,0,0,0,0,5,10,0,0,0,0,11,0,3,0,0,0,6,350,154,58,0,0,567,3,0,0,0,0,3,40,8,3,0,0,49,1126,259,68,7,0,1453
SSC70144,61,0,4,10,7,77,108,0,3,3,0,111,65,8,15,0,0,91,20,3,16,0,0,45,25,3,3,0,0,32,6,0,0,0,0,6,22,7,8,3,6,42,4,0,0,0,0,9,143,23,50,3,6,216,5,0,0,0,0,9,4,0,3,0,0,13,320,22,51,15,15,429
SSC70145,77,0,0,0,0,79,226,3,0,0,0,235,149,23,0,0,0,169,67,51,5,0,0,127,36,8,0,0,0,49,3,4,4,0,0,11,130,24,0,0,0,158,4,3,0,0,0,9,387,111,15,0,4,520,0,0,0,0,0,3,26,11,0,0,3,42,720,131,14,0,6,873
SSC70146,42,0,3,33,0,73,95,0,3,0,3,103,52,11,39,0,0,107,15,3,23,0,3,42,25,0,18,0,0,40,11,0,4,0,0,17,7,3,16,14,3,35,0,3,0,0,0,8,110,21,102,14,10,256,3,0,0,0,0,3,8,0,5,0,3,19,257,22,111,51,18,454
SSC70147,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,3,4,0,0,0,13,4,3,0,0,0,3,16,12,0,0,0,25,3,0,0,0,0,7,0,0,0,0,0,0,25,22,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,41,23,0,0,0,61
SSC70148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,10,3,0,0,0,0,3,65,0,4,0,0,64,0,0,0,0,0,0,6,0,0,0,0,6,66,0,4,0,0,69
SSC70149,36,4,0,0,3,40,20,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,13,14,0,0,0,0,17,4,0,0,0,0,7,0,0,0,0,0,0,30,0,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,3,92,5,0,0,4,102
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,3,0,0,0,0,3,3,0,0,0,0,3,22,0,0,0,0,22
SSC70152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,4,3,0,0,70,0,0,0,0,0,0,18,0,0,0,0,18,9,0,0,0,0,9,0,0,3,0,0,4,88,4,3,0,0,103,0,0,0,0,0,0,3,0,0,0,0,4,93,4,3,0,0,107
SSC70153,13,0,0,8,0,18,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,26,0,0,5,0,36
SSC70154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70155,38,0,0,0,0,38,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,5,22,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,3,0,94
SSC70156,22,0,0,11,11,43,21,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,17,5,0,0,0,0,5,0,0,0,3,4,5,0,0,0,0,0,0,9,0,0,3,10,31,0,0,0,0,0,0,15,0,0,0,0,16,68,3,0,10,25,114
SSC70157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,37,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40
SSC70158,60,22,0,6,0,86,234,56,0,31,0,321,58,63,0,3,0,126,46,52,5,10,0,108,23,13,0,3,0,41,0,0,0,0,0,0,10,3,0,0,0,15,3,3,0,0,0,3,144,136,3,15,0,302,3,0,0,0,0,3,16,15,0,5,0,35,452,229,3,59,0,744
SSC70159,79,21,78,0,0,174,54,24,172,3,0,253,28,34,467,0,0,533,8,46,0,0,7,58,14,15,78,0,0,111,0,0,0,0,0,3,95,16,17,3,12,139,3,0,3,0,0,4,154,113,568,3,17,853,0,0,0,0,0,3,6,3,22,0,4,38,295,157,841,9,25,1322
SSC70160,3,0,0,3,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,9
SSC70161,301,9,49,10,0,363,440,9,106,12,0,564,186,3,97,13,0,296,36,40,0,0,0,73,86,3,65,5,0,161,0,4,0,0,0,6,18,0,3,0,0,21,4,0,5,0,0,9,323,49,170,21,0,566,3,0,0,0,0,5,22,3,8,0,0,38,1094,70,338,36,0,1537
SSC70162,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,10,0,10,0,0,0,42,0,42
SSC70163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,12
SSC70164,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11
SSC70165,36,0,0,3,4,44,69,0,0,0,0,69,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,18,0,0,3,0,25,3,0,0,0,0,3,5,0,0,0,0,5,130,0,0,5,7,143
SSC70166,4,0,0,0,0,4,31,0,0,0,0,31,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,50,0,0,0,0,50
SSC70167,88,13,0,0,0,102,172,25,3,0,0,202,29,22,14,0,0,72,23,4,0,0,0,24,31,21,8,0,0,59,34,12,0,0,0,46,5,0,0,0,0,5,3,0,0,0,0,3,125,57,25,0,0,203,0,0,0,0,0,0,20,3,0,0,0,18,409,87,29,5,0,526
SSC70168,36,0,4,0,0,39,141,4,9,0,0,153,65,3,19,0,0,94,21,0,19,0,0,40,13,0,3,0,0,22,0,0,0,0,0,0,229,0,46,0,0,275,3,0,0,0,0,3,337,3,90,0,0,433,0,0,0,0,0,4,4,0,0,0,0,5,528,12,105,0,0,640
SSC70169,146,38,0,0,0,183,318,40,7,0,0,363,60,18,3,0,0,89,86,71,0,0,0,161,60,13,5,0,0,78,3,3,0,0,0,9,9,3,3,0,0,10,4,0,0,0,0,4,220,116,10,0,0,341,5,0,0,0,0,5,23,17,0,0,0,43,708,202,13,0,0,929
SSC70170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,43,0,0,0,243,0,0,0,0,0,0,6,0,0,0,0,6,26,14,0,0,0,47,13,0,0,0,0,9,239,60,3,0,0,306,0,0,0,0,0,3,10,3,0,0,0,11,254,64,3,3,0,320
SSC70173,4,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,27
SSC70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC70176,54,0,0,0,0,54,117,0,0,0,0,117,16,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,24,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,196,0,0,0,3,202
SSC70177,54,0,0,4,3,62,73,0,0,0,0,75,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,21,0,0,0,0,24,0,0,0,0,0,0,12,0,0,0,0,10,167,0,0,6,3,173
SSC70178,56,6,40,71,0,183,91,9,65,0,0,169,34,12,37,0,0,88,0,0,3,0,0,0,14,9,29,0,0,57,0,0,3,0,0,4,3,0,3,12,0,22,0,0,0,0,0,0,59,27,78,12,0,178,3,0,0,0,0,3,0,5,4,30,0,40,205,50,184,118,3,560
SSC70179,17,0,0,21,0,35,7,0,0,3,0,16,0,0,0,0,0,0,10,0,0,0,0,15,3,0,0,7,0,6,0,0,0,0,0,0,7,0,0,3,0,10,0,0,0,4,0,3,25,0,0,8,3,35,0,0,0,3,0,10,0,0,0,20,0,24,50,0,0,54,6,110
SSC70180,5,0,0,24,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,3,0,7,0,0,0,0,0,0,17,0,0,9,0,25,0,0,0,0,0,6,3,0,0,18,0,19,26,0,0,44,0,76
SSC70181,68,0,0,6,0,69,95,0,0,4,0,103,16,0,0,3,0,16,0,0,0,0,0,0,17,0,3,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,38,0,3,3,0,45,0,0,0,0,0,3,9,0,0,0,0,9,213,0,3,13,0,225
SSC70182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70184,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,4,0,0,0,0,4,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,21
SSC70185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,3,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,88,3,3,0,0,100,0,0,0,0,0,0,0,3,0,0,0,3,88,8,3,0,0,104
SSC70186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,30,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,3,15,4,0,0,0,17,10,6,0,0,0,12,107,44,0,3,0,151,0,0,0,0,0,3,0,0,0,0,0,0,109,46,0,3,0,155
SSC70187,146,12,19,0,0,182,161,40,77,0,0,270,38,34,132,0,0,207,51,17,6,0,0,70,49,15,53,0,0,117,0,0,0,0,0,0,7,7,5,0,0,17,0,0,0,0,0,0,137,73,203,0,0,411,0,0,3,0,0,3,14,4,11,0,0,30,459,127,311,0,0,902
SSC70188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
SSC70189,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,3,55,3,0,0,0,61,5,0,0,4,0,10,0,3,0,0,0,3,57,5,0,4,0,72
SSC70190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,36,0,0,0,0,0,0,4,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,39,10,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,39,10,0,0,0,43
SSC70191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70192,126,3,0,0,0,134,232,7,0,0,0,237,37,22,0,0,0,59,47,0,0,0,0,48,52,17,4,0,0,78,0,0,0,0,0,0,0,10,0,0,0,8,3,0,0,0,0,3,137,52,6,0,0,203,0,0,0,0,0,0,25,4,0,0,0,30,518,65,9,0,0,595
SSC70193,78,3,8,0,0,85,345,14,25,0,0,382,101,11,20,0,0,136,155,0,74,0,0,231,57,9,8,0,0,74,0,0,0,0,0,3,5,0,0,0,0,7,3,0,3,0,0,11,330,25,110,3,0,460,4,0,0,0,0,4,23,0,8,0,0,32,776,37,150,3,0,969
SSC70194,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8
SSC70195,3,8,3,3,0,17,12,6,0,4,0,20,5,14,25,6,0,51,0,3,0,0,0,5,0,7,3,3,0,13,0,0,0,0,0,0,11,43,0,16,0,74,0,3,0,0,0,8,22,72,32,24,0,146,0,0,0,0,0,0,0,0,0,0,0,3,45,84,37,34,0,191
SSC70196,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
SSC70197,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,7,3,0,0,0,0,3,5,0,0,3,0,10,10,0,0,17,0,27
SSC70198,32,0,0,0,0,30,264,19,0,0,0,285,87,18,0,0,0,102,11,0,0,0,0,11,21,5,0,0,0,25,0,0,0,0,0,0,200,4,0,0,0,202,4,0,0,0,0,4,321,30,0,0,0,345,3,0,0,0,0,3,14,0,0,0,0,14,633,48,0,0,0,684
SSC70199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,6,3,0,0,0,9,13,0,0,0,0,18,0,0,0,0,0,0,47,4,0,0,0,51,0,0,0,0,0,3,3,0,0,0,0,3,54,4,0,0,0,55
SSC70201,147,3,0,3,0,153,196,5,0,3,0,200,55,8,3,0,0,69,27,0,0,0,0,27,56,9,13,0,0,74,0,0,0,0,0,0,3,0,3,0,0,11,4,0,0,0,0,4,143,18,17,0,0,180,3,0,0,0,0,3,22,0,0,0,0,20,509,29,13,8,0,561
SSC70202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC70203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,27,0,0,0,0,0,0,23,10,0,0,0,33,3,5,0,0,0,10,0,0,0,0,0,0,53,17,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,3,52,24,0,0,0,74
SSC70204,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,4,31,0,0,0,0,30
SSC70205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC70206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,3,3,0,0,0,0,3,49,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,53
SSC70207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,9,3,0,0,0,11,98,24,0,0,0,123,3,0,0,0,0,3,11,4,0,0,0,22,110,32,0,0,4,149
SSC70208,22,0,0,3,3,26,13,3,3,0,0,22,90,4,15,0,0,110,61,12,21,0,0,98,19,3,0,3,0,28,3,5,0,0,0,9,434,54,42,3,4,539,29,8,3,0,0,47,642,87,81,11,5,833,13,0,0,3,0,15,49,12,12,0,0,82,743,103,97,21,14,971
SSC70209,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9
