SSC_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SSC70001,0,0,3,0,0,0,0,4,4,0,0,0,4,3,4,4,4,3,3,3,8,4,6,13,12,3,17,9,4,13,15,4,19,9,0,7,16,3,22,18,0,18,22,0,25,6,0,10,23,0,23,20,0,19,3,0,3,175,36,213
SSC70002,0,3,0,0,0,0,0,3,3,0,3,3,7,12,17,4,4,4,8,0,7,8,0,10,5,3,9,12,0,13,3,0,3,3,0,5,7,5,14,5,0,6,3,0,3,0,0,3,0,0,3,8,3,10,0,6,3,74,51,121
SSC70003,6,7,13,3,0,3,0,0,6,3,12,21,5,7,15,4,5,17,28,13,38,22,8,29,24,8,31,35,12,48,28,14,42,22,11,31,70,18,87,44,3,50,35,0,35,29,3,30,67,3,70,71,13,83,7,8,15,508,152,656
SSC70004,0,0,0,3,0,0,0,3,9,0,0,0,3,3,5,4,0,4,0,0,3,4,3,6,11,0,11,4,3,7,6,0,7,3,0,0,4,0,7,0,0,0,3,0,3,0,0,0,0,0,0,14,0,14,0,0,0,61,17,81
SSC70005,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,4,4,0,3,3,0,8,6,0,6,3,3,3,4,0,5,9,3,3,10,4,0,4,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,14,51,68
SSC70006,0,0,0,0,0,0,4,0,3,0,0,0,10,0,10,5,3,7,7,0,7,5,0,5,10,0,10,5,3,12,3,0,4,4,0,4,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,12,0,14,7,0,7,67,14,82
SSC70007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,10,0,8,8,3,5,3,10,11,13,23,14,32,16,0,23,35,0,38,19,8,28,62,0,62,19,0,19,3,3,4,193,60,248
SSC70008,0,0,0,4,0,6,3,6,6,0,3,5,0,3,3,4,0,4,10,0,10,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,39,8,49
SSC70009,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,7,0,7,5,0,5,0,0,0,3,3,8,5,0,5,0,0,8,4,0,7,0,0,4,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,48,8,61
SSC70010,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,7,28
SSC70011,0,0,0,0,0,0,3,7,4,0,0,0,3,4,7,3,0,3,6,0,6,11,0,11,8,0,8,5,0,5,4,0,4,0,4,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,0,10,91,3,94,150,7,161
SSC70012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,13,0,13
SSC70013,0,0,0,0,0,0,3,0,6,0,0,0,11,0,13,4,0,5,4,3,12,11,0,11,11,0,14,10,0,11,3,0,3,5,0,5,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,96,9,103
SSC70014,0,3,5,0,0,0,4,3,6,4,3,10,9,12,17,13,8,22,9,13,23,21,4,24,16,21,37,34,15,52,30,8,41,41,9,51,92,22,112,71,6,72,52,0,55,54,7,59,83,3,82,66,3,74,4,4,7,591,143,741
SSC70015,0,3,4,0,3,3,4,9,16,3,11,14,5,11,17,12,15,23,8,8,23,12,19,30,30,22,49,26,17,49,35,24,61,40,20,64,111,23,131,87,7,94,52,4,53,41,7,57,93,5,105,78,11,83,0,9,17,650,239,885
SSC70016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70017,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,31,0,30
SSC70018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70019,0,0,0,0,0,0,3,3,8,0,3,3,11,0,12,0,0,3,4,0,6,3,0,6,5,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,5,8,41,18,55
SSC70020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,3,8,4,0,4,3,0,4,10,6,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,31,14,48
SSC70021,0,0,3,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,4,0,4,3,0,3,37,7,42
SSC70022,3,3,9,0,3,6,0,5,4,0,9,12,7,17,22,6,14,19,19,20,35,28,32,67,43,21,69,56,30,91,42,37,75,52,31,82,146,37,178,108,4,115,73,7,83,55,0,58,77,3,80,72,7,85,8,12,26,798,303,1095
SSC70023,0,0,0,0,0,0,4,0,6,3,3,4,7,0,13,3,0,0,5,0,5,9,0,9,0,0,3,3,0,3,5,0,11,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,63,16,71
SSC70024,0,0,0,4,0,4,0,7,7,3,6,13,3,10,17,5,4,5,3,3,3,6,7,14,4,10,16,9,4,16,3,6,6,4,5,11,17,6,18,7,0,7,4,0,4,0,0,0,0,0,0,15,0,15,8,4,13,95,75,177
SSC70025,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,3,0,4,3,9,9,4,13,15,7,18,23,13,8,24,22,10,27,49,18,64,34,7,47,47,5,52,46,10,56,130,12,142,56,20,76,0,3,4,423,134,554
SSC70026,3,3,9,0,0,0,0,4,4,3,3,3,6,6,13,0,0,0,10,4,9,10,4,11,12,8,11,13,11,18,17,6,21,14,8,22,31,4,41,24,0,28,23,0,23,11,0,14,32,0,32,19,0,22,5,3,3,225,63,287
SSC70027,3,3,5,0,0,0,0,3,3,0,12,15,5,10,18,3,3,7,13,3,17,18,13,33,35,10,42,38,12,45,36,11,46,44,7,56,79,10,93,53,0,58,50,0,51,60,7,65,123,0,125,60,6,65,7,3,7,635,120,748
SSC70028,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,7,0,9,0,0,0,3,0,3,4,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,38
SSC70029,0,3,3,0,0,0,0,3,7,0,4,6,3,3,4,3,3,8,7,3,6,11,6,16,11,10,14,8,4,10,9,0,12,7,3,11,8,4,13,16,0,16,6,0,5,3,0,8,7,0,9,13,0,14,0,0,5,115,56,173
SSC70030,0,0,0,0,0,0,0,0,4,0,4,5,0,3,4,0,0,0,9,3,13,6,3,10,9,3,13,8,3,13,13,8,23,6,3,14,32,3,34,19,3,26,21,0,21,12,3,16,24,0,28,27,0,26,3,5,7,191,55,253
SSC70031,0,0,0,0,0,0,3,3,8,0,0,0,3,3,8,0,0,0,6,0,6,8,0,8,14,0,14,5,0,5,0,3,8,6,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,74,10,84
SSC70032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC70033,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,3,0,3,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,25,3,25
SSC70034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,17
SSC70035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,16
SSC70037,0,3,3,0,0,0,5,8,10,3,5,5,7,9,18,3,3,7,4,0,7,16,4,21,14,3,13,17,3,22,6,4,11,8,4,11,17,0,16,13,0,19,6,0,6,3,0,3,11,0,11,11,0,11,5,0,9,144,45,184
SSC70038,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC70039,4,10,11,0,3,5,3,6,14,3,23,27,10,16,28,5,16,21,31,13,44,19,23,39,29,33,67,42,23,67,28,22,49,48,22,69,110,20,129,84,3,90,64,0,62,45,4,50,71,0,71,129,16,142,12,12,20,724,274,996
SSC70040,0,5,5,0,0,0,3,3,3,0,3,3,0,3,4,0,3,6,9,5,8,3,3,7,17,5,22,15,11,29,15,7,20,17,10,25,31,19,51,25,0,25,23,0,27,14,5,20,48,3,58,19,3,23,5,7,11,253,101,346
SSC70041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,12
SSC70042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70043,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,7,5,0,5,0,3,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,40,7,46
SSC70044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SSC70045,0,0,0,0,0,0,0,0,6,0,0,0,8,0,8,0,0,0,3,0,4,0,0,4,3,0,4,6,0,4,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,35,9,42
SSC70046,0,0,0,0,0,0,0,3,3,0,4,4,0,3,3,0,4,4,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,18,22,40
SSC70047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC70049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70050,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,4,0,4,0,3,3,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,24,9,33
SSC70051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,0,0,3,0,3,3,4,0,3,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,16,15,31
SSC70052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,5
SSC70055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70056,0,0,3,0,0,0,0,0,0,0,3,4,0,3,3,0,3,7,4,3,6,0,6,10,3,4,8,4,3,11,3,3,3,6,0,6,3,0,3,3,0,3,0,0,0,3,3,8,0,0,0,8,0,7,0,3,8,48,43,94
SSC70057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3
SSC70059,7,7,14,3,3,8,7,23,33,6,57,63,14,51,65,17,21,41,21,11,37,23,31,51,40,37,82,47,40,88,50,21,70,37,18,55,113,51,161,73,10,81,44,9,54,32,13,40,77,11,83,69,19,88,11,20,29,686,460,1142
SSC70060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC70061,0,3,3,0,0,0,0,0,3,0,0,0,0,4,7,0,3,7,3,0,3,3,0,7,0,3,6,8,4,10,3,3,8,4,0,4,11,0,13,17,0,17,14,0,14,3,0,3,14,0,14,13,0,13,3,0,0,94,22,124
SSC70062,0,0,0,0,0,0,0,0,0,4,3,3,4,3,9,3,4,8,0,3,11,7,5,16,10,12,25,4,7,11,7,12,21,12,4,16,17,6,25,15,0,12,9,0,9,8,3,8,13,0,17,12,0,13,0,3,3,129,82,208
SSC70063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6
SSC70064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
SSC70065,3,4,3,0,4,4,0,4,3,0,7,9,5,6,15,3,3,7,11,5,17,13,12,21,18,7,24,12,3,14,9,3,12,4,0,8,29,8,29,41,0,41,20,0,20,13,0,13,39,0,37,51,4,54,3,4,7,270,77,354
SSC70066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,10
SSC70068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14
SSC70069,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,8,0,8,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,32,0,33
SSC70070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70071,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,0,0,0,0,0,4,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,13,40
SSC70072,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SSC70073,8,13,20,0,7,7,3,9,9,4,30,38,8,28,34,9,22,24,24,36,60,13,71,86,35,96,134,65,86,147,58,97,159,65,88,154,175,205,373,146,34,175,101,21,127,158,156,310,240,42,285,108,53,161,10,20,29,1224,1110,2332
SSC70074,0,4,4,0,0,0,0,4,4,0,5,5,3,6,15,4,9,10,9,4,18,7,3,8,3,5,5,9,3,13,3,8,13,12,4,15,21,4,27,24,0,24,4,0,4,7,3,10,17,0,17,25,0,23,0,9,7,153,78,233
SSC70075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70076,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,3,0,3,0,0,0,9,0,9,0,0,0,11,0,8,0,0,3,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,28,12,47
SSC70077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12
SSC70078,3,0,3,0,0,0,0,0,0,0,3,3,0,7,9,3,3,9,0,10,15,6,8,15,6,7,9,12,19,28,18,14,32,15,8,27,42,25,73,38,3,46,48,4,49,34,8,44,81,3,83,57,7,65,5,3,9,380,132,512
SSC70079,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,4,3,4,3,0,3,0,0,3,3,0,3,3,0,0,0,0,0,4,0,7,0,0,0,8,0,8,0,0,0,32,21,46
SSC70080,3,3,10,0,0,3,0,6,7,10,12,20,15,9,18,14,12,28,22,9,37,18,11,30,30,16,48,41,24,66,41,16,54,42,8,58,91,30,121,80,5,88,54,3,54,39,7,46,89,3,94,101,10,112,18,5,25,716,188,905
SSC70081,0,4,6,0,6,6,0,0,0,0,8,8,12,4,16,5,3,9,6,6,13,6,3,7,6,0,8,7,0,7,0,0,0,0,0,0,4,0,5,5,0,5,0,0,0,0,0,0,0,0,0,6,0,8,3,0,3,67,34,98
SSC70082,0,0,0,0,0,0,0,4,3,0,8,10,3,5,10,3,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,5,5,16,30,48
SSC70083,0,4,4,0,0,0,0,3,5,0,0,0,0,4,9,0,3,3,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,21,34
SSC70084,3,3,6,0,0,0,4,0,5,0,3,3,3,6,6,7,6,15,12,4,17,11,14,21,22,17,43,30,15,48,43,17,68,62,20,82,150,21,167,123,8,135,98,3,98,95,12,106,158,7,171,105,12,116,7,3,13,937,174,1113
SSC70085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70086,0,0,0,5,0,5,7,3,11,0,0,0,16,0,18,8,0,13,11,0,11,17,0,17,14,0,14,14,0,14,5,0,5,5,0,5,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,120,6,126
SSC70087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC70088,3,10,9,0,4,5,0,6,6,3,10,14,12,18,28,11,21,30,10,19,32,19,42,57,28,36,57,33,33,71,38,36,70,45,26,77,101,42,139,75,5,81,51,7,63,44,11,61,89,11,100,89,22,112,4,10,15,650,371,1022
SSC70089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,4,0,4,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,16,4,21
SSC70090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,3,3,3,0,4,4,0,4,7,0,4,0,0,0,3,0,3,0,0,0,3,0,3,6,0,6,0,0,0,23,12,36
SSC70091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,5,4,5,5,3,0,7,12,7,13,6,0,5,9,0,7,7,0,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,15,73
SSC70092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,13
SSC70094,0,3,3,0,0,0,3,3,4,0,0,3,3,0,3,4,0,6,0,0,0,3,0,3,3,0,3,5,0,9,0,0,3,0,3,5,3,0,4,5,0,5,0,0,0,0,0,0,0,0,4,11,0,11,0,0,0,49,16,63
SSC70095,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,23,0,27
SSC70096,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,31
SSC70097,4,3,3,0,0,0,0,8,11,0,21,22,4,23,27,6,15,25,17,16,34,14,12,30,25,39,65,10,24,36,18,25,48,38,24,57,62,35,102,59,5,64,50,11,57,64,23,86,173,13,182,63,13,74,9,16,23,625,321,951
SSC70098,4,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,4,4,8,3,4,7,0,11,22,3,23,10,7,21,19,4,22,13,3,20,54,17,69,47,3,50,44,0,44,42,0,39,73,4,76,34,4,34,3,3,4,374,57,435
SSC70099,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,3,0,3,6,0,6,5,0,5,3,0,4,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,40,9,42
SSC70100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,13,8,22
SSC70101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,24,0,25
SSC70102,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,0,0,0,6,0,6,6,0,6,5,0,5,0,0,0,4,0,4,4,0,4,0,0,0,40,12,48
SSC70103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
